company_name,sector,period_end,revenue,gross_profit,ebit,ebitda,net_income_before_minority,net_income,shares_diluted,total_equity,cash,current_assets,current_liabilities,short_term_debt,long_term_debt,shares_outstanding,ocf,dividends_paid,da_cf_reconcile,wc_change_cf,capex
Nel ASA (NEL.OL),Renewable Energy,2024-09-30,365.91,151.42,-145.67,-65.72,-115.16,-115.16,1671.0,4946.8,1940.72,3386.62,939.88,66.63,191.29,1670.91,-51.79,,56.07,12.25,159.65
Nel ASA (NEL.OL),Renewable Energy,2024-12-31,415.56,187.82,-105.72,-59.51,-63.82,-63.82,1672.3,4977.28,1875.58,3407.69,1002.06,44.48,215.52,1670.91,20.75,,46.07,-178.11,119.43
Nel ASA (NEL.OL),Renewable Energy,2025-03-31,155.34,28.31,-187.08,-114.99,-179.36,-179.36,1708.0,5056.17,2059.47,3501.62,957.99,43.86,213.92,1838.04,-62.31,,72.09,95.54,59.73
Nel ASA (NEL.OL),Renewable Energy,2025-06-30,173.92,31.72,-152.92,-86.36,-130.7,-130.7,1838.0,4888.43,1927.91,3362.32,948.78,43.41,204.77,1838.04,-57.27,,66.55,16.47,68.25
Nel ASA (NEL.OL),Renewable Energy,2025-09-30,303.37,103.06,-104.72,-37.02,-84.7,-84.7,1838.0,4792.87,1756.61,3146.95,789.25,42.7,197.05,1838.04,-136.04,,67.7,-152.74,68.68
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2000-03-31,2.25,1.57,0.18,0.4,0.01,0.01,151.67,,,5.98,1.38,1.38,0.72,151.67,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2000-06-30,2.56,2.2,0.15,0.33,0.01,0.01,151.67,,,5.9,1.36,1.36,0.47,151.67,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2000-09-30,2.44,2.09,0.11,0.29,0.02,0.02,151.67,,,14.77,1.55,1.55,0.43,151.67,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2000-12-31,3.56,1.84,-0.63,-0.43,-0.52,-0.52,151.67,,10.88,15.21,2.36,2.36,0.51,151.67,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2001-03-31,3.65,1.62,0.2,0.39,0.26,0.26,151.67,,,14.36,2.09,2.09,0.43,151.67,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2001-06-30,3.62,2.35,0.13,0.25,0.14,0.14,152.55,,8.6,14.04,1.85,1.85,0.21,152.55,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2001-09-30,2.23,1.64,-0.34,-0.16,-0.28,-0.28,152.55,,9.44,13.93,1.24,1.24,0.23,152.55,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2001-12-31,2.2,1.75,-1.69,-1.69,-1.37,-1.37,152.31,,8.97,12.55,1.78,1.78,0.22,152.55,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2002-03-31,2.25,1.38,-0.64,-0.43,-0.53,-0.53,152.55,,7.17,10.82,0.97,0.97,0.23,152.55,-1.49,,0.21,-0.81,0.39
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2002-06-30,3.01,1.68,-0.89,-0.79,-0.7,-0.7,152.55,,7.36,12.02,1.52,1.52,0.27,152.55,-0.81,,0.1,0.0,0.21
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2002-09-30,3.44,1.75,-0.9,-0.72,-0.78,-0.78,152.55,,7.59,11.32,1.69,1.69,0.27,152.55,0.43,,0.19,1.29,0.28
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2002-12-31,2.84,1.63,-1.29,-1.04,-1.11,-1.11,152.76,,7.7,12.01,3.23,3.23,0.29,152.66,3.3,,0.24,0.4,0.03
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2003-03-31,3.59,2.25,-0.69,-0.5,-0.52,-0.52,152.66,,4.94,9.46,1.72,1.72,0.28,152.66,-2.51,,0.2,-1.83,0.0
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2003-06-30,2.88,1.74,-0.9,-0.73,-0.81,-0.81,152.66,,5.0,9.44,2.44,2.44,0.28,152.66,0.03,,0.17,0.87,0.01
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2003-09-30,3.92,2.27,-0.3,-0.12,-0.3,-0.3,152.66,,3.28,8.79,1.85,1.85,0.28,152.66,-1.76,,0.18,-1.6,0.0
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2003-12-31,5.22,3.27,0.05,0.27,-0.09,-0.09,152.66,,5.56,10.97,3.66,3.66,0.3,152.66,2.1,,0.21,1.89,0.05
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2004-03-31,5.92,3.55,0.46,0.59,0.39,0.39,170.0,,4.3,10.18,2.66,2.66,0.61,152.66,-0.96,,0.13,-1.52,0.07
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2004-06-30,8.0,4.74,1.63,1.73,1.27,1.27,178.15,,6.44,14.53,4.94,4.94,0.39,152.66,2.9,,-0.04,1.62,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2004-09-30,9.39,5.26,2.36,2.58,1.75,1.75,187.08,,7.51,16.37,4.2,4.2,0.39,152.66,-0.83,,0.22,-2.93,0.07
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2004-12-31,11.83,5.87,-0.62,-0.53,-1.28,-1.28,,,10.34,20.68,6.3,6.3,2.33,158.67,2.46,,0.09,0.57,0.11
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2005-03-31,8.83,4.37,0.54,0.61,0.86,0.86,175.67,,7.37,19.73,5.27,5.27,2.59,158.67,-2.2,,0.06,-3.2,0.06
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2005-06-30,12.77,6.27,2.47,2.58,2.03,2.03,165.45,,8.53,25.5,7.06,7.05,1.56,165.45,-1.17,,0.11,-3.08,0.08
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2005-09-30,12.57,6.5,3.0,3.17,2.24,2.24,165.45,,4.66,23.32,4.08,4.08,1.5,165.45,-1.58,,0.17,-4.74,1.84
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2005-12-31,11.69,6.01,2.28,2.64,2.14,2.14,196.75,,11.06,25.71,6.52,6.52,0.68,165.45,4.23,,0.36,-2.7,0.42
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2006-03-31,7.26,3.88,0.0,0.16,-0.07,-0.07,175.67,,16.65,29.6,5.05,5.05,0.46,175.67,0.42,0.0,0.16,0.48,0.15
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2006-06-30,8.47,3.82,-0.29,-0.08,0.05,0.05,175.67,,12.69,29.47,3.68,3.68,0.37,175.67,-4.56,0.0,0.21,-4.78,0.21
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2006-09-30,13.85,7.02,2.44,2.67,1.72,1.72,175.67,,12.28,33.44,6.32,6.32,0.5,175.67,0.43,0.0,0.24,-2.42,0.05
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2006-12-31,11.52,5.13,0.78,1.2,1.04,1.04,175.67,,14.49,35.18,6.4,6.4,0.66,174.96,2.51,0.0,0.06,1.22,0.12
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2007-03-31,15.39,9.87,4.61,5.02,3.37,3.37,175.67,,13.7,36.91,3.47,3.47,0.43,174.5,-2.55,,0.42,-2.01,0.34
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2007-06-30,13.43,6.81,1.36,1.88,0.82,0.82,175.67,,13.97,37.9,4.08,4.08,0.48,174.06,1.88,,0.52,-2.16,1.73
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2007-09-30,13.92,6.97,1.95,2.49,0.78,0.78,175.67,,17.12,43.92,5.64,5.64,0.72,173.96,2.33,0.0,0.54,0.52,0.09
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2007-12-31,9.05,3.73,-1.91,-1.31,-1.01,-1.01,173.73,,19.95,40.98,5.19,5.19,2.48,173.73,2.01,0.0,0.61,7.21,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2008-03-31,11.96,5.74,-0.45,0.13,-0.45,-0.45,173.73,,19.51,42.34,4.79,4.79,2.67,173.44,-1.11,,0.58,-1.07,0.02
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2008-06-30,16.5,8.64,1.99,2.72,1.58,1.58,172.76,42.42,24.69,45.86,8.63,8.2,2.83,172.76,8.15,,0.73,5.1,2.03
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2008-09-30,19.2,10.66,3.65,4.34,4.18,4.18,172.31,,20.32,44.04,9.97,8.11,2.76,170.9,2.12,,0.69,-4.75,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2008-12-31,10.12,5.32,-0.38,0.15,2.41,2.41,172.73,34.18,19.48,38.96,8.84,6.36,2.43,169.66,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2009-03-31,10.42,6.21,0.67,1.21,0.28,0.28,158.33,,19.46,39.21,8.1,5.42,2.27,169.29,-0.07,,0.54,-0.77,0.22
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2009-06-30,13.49,7.94,3.11,3.75,1.94,1.94,170.27,33.52,19.54,38.35,9.48,5.93,2.63,175.67,3.82,,0.63,0.25,0.03
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2009-09-30,22.83,11.62,3.8,4.48,1.29,1.29,174.97,,24.78,51.0,15.96,,,175.67,7.94,,0.68,-4.4,0.07
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2009-12-31,22.04,11.27,4.57,5.43,3.53,3.53,168.94,42.0,0.66,53.38,16.18,,,168.74,10.24,,0.79,3.79,0.1
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2010-03-31,29.45,16.17,8.17,9.4,5.81,5.81,168.94,,21.65,57.38,17.03,,,175.67,-6.11,0.0,1.22,-11.66,2.64
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2010-06-30,41.95,21.85,13.48,14.66,9.05,9.05,168.74,,28.98,72.7,34.36,,,168.74,12.3,0.0,1.18,-6.17,1.71
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2010-09-30,34.99,15.79,7.71,8.82,6.58,6.58,168.74,,29.61,70.55,24.8,,,168.74,8.53,9.97,1.1,3.15,0.78
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2010-12-31,35.37,16.89,9.48,10.7,7.35,7.35,168.53,,31.68,81.41,30.84,,,168.74,2.55,0.0,1.23,-8.68,0.47
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2011-09-30,37.93,17.23,8.75,9.85,7.2,7.2,168.36,,,,,,,,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2011-12-31,29.24,13.66,3.97,4.89,1.7,1.7,167.62,46.98,23.81,73.01,24.73,6.0,,168.74,,,,,
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2012-03-31,32.07,16.2,6.62,7.38,4.9,4.9,163.44,,22.67,72.56,19.67,3.0,,168.74,2.97,0.0,0.76,2.9,1.11
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2012-06-30,38.7,19.43,9.45,10.11,6.53,6.53,163.44,,24.22,78.18,18.38,0.0,,168.74,5.14,,0.67,-5.41,0.59
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2012-09-30,33.53,15.91,6.25,6.92,4.94,4.94,163.44,,28.46,83.1,18.63,0.0,,168.74,5.79,,0.67,-0.05,1.55
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2012-12-31,27.52,12.22,1.85,2.6,1.38,1.38,163.29,65.83,40.35,80.44,19.04,0.0,,163.44,16.75,,0.74,9.49,2.39
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2013-03-31,24.69,10.82,0.72,1.51,0.33,0.33,161.88,,32.27,73.97,19.08,0.0,,162.28,-0.71,,0.79,2.79,4.1
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2013-06-30,28.76,12.54,2.78,3.96,2.0,2.0,161.33,,18.85,70.55,18.49,0.0,,162.03,-6.82,,1.18,-7.71,5.9
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2013-09-30,35.35,15.84,5.5,6.88,3.96,3.96,161.76,,28.48,75.2,18.63,0.0,,162.03,11.16,,1.38,2.36,1.53
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2013-12-31,35.59,17.54,4.61,6.06,3.29,3.29,162.59,71.24,26.08,80.0,21.5,,,162.03,-0.06,,1.45,-8.63,2.34
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2014-03-31,31.47,14.6,0.8,2.38,0.66,0.66,164.08,,33.56,88.45,22.44,,,163.24,4.15,,1.58,2.82,2.82
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2014-06-30,41.44,18.33,5.73,7.43,4.13,4.13,163.14,,19.44,86.86,25.94,8.0,,163.24,-9.75,,1.7,-12.25,2.34
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2014-09-30,48.95,23.11,9.82,11.59,7.02,7.02,162.26,,24.42,88.89,20.91,,,163.24,15.49,,1.77,1.66,1.57
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2014-12-31,45.16,21.04,5.5,7.32,5.95,5.95,162.4,85.12,34.08,101.14,30.56,,,162.24,11.09,,1.83,-3.66,1.41
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2015-03-31,40.02,19.09,4.42,6.28,3.18,3.18,164.73,94.88,25.28,108.39,35.35,0.0,,162.24,-8.61,,1.87,-14.91,6.22
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2015-06-30,52.63,23.22,9.82,11.83,6.74,6.74,164.02,101.06,25.36,125.38,49.86,10.0,,162.24,-3.13,,2.0,-14.34,6.23
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2015-09-30,53.91,23.81,9.97,12.32,7.93,7.93,163.36,112.51,29.19,136.01,52.9,10.0,,162.92,11.35,,2.36,-3.4,5.03
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2015-12-31,46.51,21.09,3.77,5.98,6.34,6.34,162.72,112.41,29.29,122.51,45.34,10.0,,162.44,4.81,,2.21,-2.47,2.71
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2016-03-31,40.06,17.32,-0.33,2.04,-1.03,-1.03,162.44,111.36,38.96,119.56,43.26,10.0,0.0,162.44,11.37,,2.33,17.25,1.7
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2016-06-30,52.71,22.11,4.65,7.45,4.03,4.03,162.81,115.7,23.63,120.65,43.14,10.0,,162.44,-9.96,,2.75,-13.41,5.59
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2016-09-30,52.29,21.11,3.89,6.94,2.63,2.63,162.48,117.9,29.27,123.22,36.04,0.0,10.0,162.48,11.2,,2.99,3.53,4.99
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2016-12-31,52.63,21.04,1.5,4.76,0.8,0.8,165.18,116.95,21.14,132.89,37.44,,20.0,163.48,-12.62,,3.26,-15.65,2.54
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2017-03-31,47.34,19.04,-0.07,3.01,-0.33,-0.33,161.76,116.13,27.88,123.25,31.8,0.0,20.0,163.48,13.01,,3.08,11.7,6.23
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2017-06-30,58.65,24.17,4.77,7.98,3.86,3.86,161.79,120.26,23.32,125.38,31.46,0.0,20.0,163.48,0.39,,3.21,-5.85,4.89
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2017-09-30,65.65,27.93,4.92,8.36,3.59,3.59,161.8,124.22,26.07,135.45,37.98,0.0,20.0,163.48,6.03,,3.44,-3.85,3.26
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2017-12-31,64.37,27.48,0.83,3.97,-0.35,-0.35,161.8,124.95,36.7,136.91,39.87,,20.0,163.48,15.63,,3.14,10.13,5.03
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2018-03-31,60.13,25.8,0.83,4.41,-0.02,-0.02,161.79,125.45,32.19,139.28,43.51,,20.0,163.48,0.76,,3.59,-3.67,5.15
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2018-06-30,71.16,30.6,5.69,9.99,4.32,4.32,179.1,228.35,107.01,216.24,41.68,,0.0,178.1,4.9,,4.3,-2.1,8.73
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2018-09-30,78.72,35.17,9.91,14.29,7.19,7.19,178.63,235.84,95.0,222.5,44.26,,0.0,163.48,-3.98,,4.38,-20.48,8.17
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2018-12-31,61.13,26.73,-2.38,2.09,-2.63,-2.63,176.28,221.55,103.88,205.49,45.33,,0.0,175.24,28.84,,4.46,21.55,8.47
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2019-03-31,52.57,21.44,-6.11,-0.74,-6.63,-6.63,175.24,214.93,97.79,196.87,48.52,3.21,18.01,175.24,1.62,,5.37,3.8,6.78
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2019-06-30,70.53,30.66,4.33,9.8,3.8,3.8,175.39,219.09,87.92,199.36,50.46,3.73,17.87,175.24,-0.97,,5.47,-6.74,7.88
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2019-09-30,82.17,35.06,5.7,11.55,5.76,5.76,175.51,225.22,86.73,206.96,57.18,4.72,19.38,175.24,8.67,,5.85,-6.95,8.37
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2019-12-31,83.13,36.06,5.35,12.2,4.38,4.38,179.44,232.21,90.65,219.59,65.96,4.04,19.89,175.66,10.36,,6.85,-3.87,8.43
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2020-03-31,70.16,29.01,-2.13,5.25,-1.35,-1.35,176.03,234.47,124.29,250.14,96.87,43.65,16.64,175.66,1.5,,7.38,-3.91,6.5
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2020-06-30,88.53,38.33,8.44,16.02,5.71,5.71,176.51,241.96,124.35,259.25,98.23,44.16,18.62,175.66,5.28,,7.58,-8.57,6.99
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2020-09-30,119.4,56.74,20.78,28.65,15.83,15.83,180.56,386.36,214.83,382.3,74.3,4.39,18.87,188.66,8.59,,7.87,-30.64,4.36
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2020-12-31,127.13,58.79,18.63,26.87,18.21,18.21,245.73,402.49,242.55,401.91,91.87,5.82,21.0,190.96,49.93,,8.24,13.7,7.04
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2021-03-31,143.23,62.66,15.67,24.9,13.5,13.5,191.12,406.36,197.14,403.86,89.54,5.97,19.13,190.96,-26.71,,9.23,-42.41,7.04
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2021-06-30,147.59,66.07,20.13,29.53,17.26,17.26,192.88,414.95,227.43,412.92,94.36,6.71,18.58,190.96,54.57,,9.4,21.93,12.03
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2021-09-30,148.49,69.4,18.9,28.31,13.58,13.58,192.79,430.12,246.29,439.59,103.35,5.78,17.74,190.96,25.49,,9.41,-9.51,4.99
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2021-12-31,171.21,90.71,32.23,42.35,26.84,26.84,192.78,458.21,279.33,487.97,123.75,6.11,14.28,190.96,42.47,,10.12,-10.92,6.63
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2022-03-31,183.09,99.29,44.7,54.73,33.74,33.74,192.79,493.18,303.8,533.77,131.15,5.59,14.31,190.96,31.99,,10.04,-18.95,5.8
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2022-06-30,200.19,100.29,41.38,51.93,33.0,33.0,192.7,523.71,319.85,585.53,150.08,5.18,12.23,190.96,29.8,,10.55,-25.3,6.14
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2022-09-30,202.09,104.11,48.51,60.14,24.16,24.16,192.72,548.38,353.37,638.84,177.42,4.58,10.98,190.96,44.78,,11.63,-17.27,9.24
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2022-12-31,191.37,89.04,27.02,38.89,31.44,31.44,192.74,583.54,379.37,674.12,177.16,6.28,14.86,191.58,36.14,,11.85,-12.97,9.37
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2023-03-31,145.43,66.05,3.05,14.56,3.04,3.04,192.79,592.0,233.26,554.46,158.05,6.38,13.63,190.96,-129.44,,11.51,-123.74,8.65
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2023-06-30,154.22,70.81,17.58,28.52,15.85,15.85,192.89,609.3,252.01,578.91,168.51,78.0,27.48,190.96,32.0,,10.94,1.3,11.23
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2023-09-30,135.03,57.41,2.1,12.85,1.18,1.18,193.79,611.95,228.73,565.51,151.18,8.74,26.8,190.96,-12.63,,10.75,-17.46,7.7
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2023-12-31,108.19,45.12,-18.03,-6.89,-12.42,-12.42,192.32,602.08,290.96,609.24,114.15,9.9,145.35,192.4,-9.2,,11.14,-1.26,19.92
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2024-03-31,74.5,25.1,-33.48,-22.83,-25.73,-25.73,192.17,573.81,235.01,560.95,105.37,10.17,140.33,192.4,-38.14,,10.66,-2.46,5.49
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2024-06-30,127.95,44.21,-16.79,-7.23,-15.05,-15.05,192.09,562.26,257.97,558.12,113.41,10.23,141.2,192.4,30.95,,9.56,34.29,5.45
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2024-09-30,158.77,68.68,6.19,15.73,6.17,6.17,195.13,573.79,260.85,572.62,115.09,10.59,142.09,192.4,11.96,,9.98,-7.68,7.6
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2024-12-31,150.2,63.41,-1.71,9.1,-3.89,-3.89,192.26,569.77,287.91,553.26,103.09,10.36,133.09,192.26,47.36,,10.38,45.8,10.62
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2025-03-31,155.07,67.8,5.71,14.74,1.15,1.15,194.08,559.15,307.45,551.72,101.4,11.33,142.98,191.09,32.3,,9.03,21.84,4.11
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2025-06-30,164.08,73.82,11.43,20.79,10.14,10.14,193.24,575.45,335.47,566.63,102.64,12.47,150.55,191.09,44.05,,9.36,14.08,13.21
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2025-09-30,178.97,81.65,4.44,15.67,0.85,0.85,196.53,672.21,308.91,568.55,136.99,12.44,150.16,198.09,17.39,,11.23,-18.39,28.18
Nordic Semiconductor ASA (NOD.OL),Semiconductors & Semiconductor Equipment,2025-12-31,169.51,79.69,1.61,12.7,4.25,4.25,198.28,679.59,307.4,582.84,145.42,12.41,149.19,198.09,10.86,,13.44,-10.41,10.99
Norsk Hydro ASA (NHY.OL),Metals & Mining,2006-03-31,53294.0,53294.0,16228.0,20359.0,4784.0,4861.0,10430.28,93135.0,24612.0,88136.0,69923.0,3855.0,20814.0,1226.17,15497.0,0.0,4131.0,,3587.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2006-06-30,48458.0,48458.0,14904.0,18904.0,5933.0,5830.0,1058.3,90436.0,20394.0,83400.0,68926.0,3545.0,19942.0,1239.53,7178.0,5506.0,3729.0,,3584.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2006-09-30,48863.0,48863.0,13502.0,19635.0,3858.0,3620.0,1236.0,95336.0,29189.0,93086.0,75765.0,3346.0,20653.0,1239.53,18349.0,0.0,6133.0,,3885.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2006-12-31,23487.0,23487.0,-439.0,992.0,3640.0,3632.0,1229.0,95831.0,21629.0,183670.0,120424.0,2509.0,367.0,1226.17,-19997.0,0.0,-9477.0,,
Norsk Hydro ASA (NHY.OL),Metals & Mining,2007-03-31,26506.0,26506.0,3176.0,7879.0,5593.0,5490.0,1226.0,100011.0,36761.0,195454.0,126070.0,2502.0,335.0,1226.17,14841.0,0.0,4703.0,,3289.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2007-06-30,25104.0,25104.0,2349.0,3337.0,6059.0,5951.0,1227.0,98951.0,27008.0,187946.0,115574.0,2227.0,307.0,1331.68,-5097.0,6240.0,-2809.0,,9.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2007-09-30,21974.0,21974.0,1756.0,6388.0,6694.0,6588.0,1223.0,99453.0,36145.0,192209.0,119141.0,2153.0,270.0,1209.3,13323.0,,819.0,,852.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2007-12-31,21825.0,21825.0,351.0,1190.0,863.0,772.0,1209.0,54049.0,12072.0,47571.0,20376.0,1045.0,263.0,1209.3,-32872.0,0.0,-10325.0,,
Norsk Hydro ASA (NHY.OL),Metals & Mining,2008-03-31,21641.0,21641.0,1367.0,2158.0,1086.0,1103.0,1209.0,54723.0,14179.0,47981.0,19660.0,1162.0,233.0,1209.3,759.0,0.0,357.0,,572.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2008-06-30,24450.0,24450.0,196.0,1449.0,883.0,787.0,1210.0,49550.0,10097.0,44073.0,20257.0,1152.0,215.0,1210.67,6869.0,6340.0,1253.0,,740.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2008-09-30,21888.0,21888.0,2260.0,3085.0,364.0,202.0,1211.0,52447.0,8037.0,43435.0,20875.0,1041.0,308.0,1208.21,966.0,0.0,825.0,,879.0
