company_name,sector,period_end,revenue,gross_profit,ebit,ebitda,net_income_before_minority,net_income,shares_diluted,total_equity,cash,current_assets,current_liabilities,short_term_debt,long_term_debt,shares_outstanding,ocf,dividends_paid,da_cf_reconcile,wc_change_cf,capex
Aker BP ASA (AKRBP.OL),Oil & Gas,2012-06-30,11.82,0.5,-73.08,-69.72,-36.93,-36.93,141.51,563.42,189.47,514.79,477.65,267.05,135.09,141.51,49.76,,27.26,66.97,164.17
Aker BP ASA (AKRBP.OL),Oil & Gas,2012-09-30,8.3,-2.17,-73.96,-71.41,-99.75,-99.75,141.51,483.35,130.65,512.92,595.25,313.79,241.46,141.51,-24.27,,321.16,-5.26,237.76
Aker BP ASA (AKRBP.OL),Oil & Gas,2012-12-31,20.56,-2.47,-40.66,-30.71,-8.32,-8.32,144.76,671.61,209.22,524.3,306.12,101.94,339.53,155.67,207.83,,32.34,-40.81,186.56
Aker BP ASA (AKRBP.OL),Oil & Gas,2013-03-31,14.27,0.41,-44.51,-38.3,-3.61,-3.61,155.67,635.81,128.11,424.83,331.74,165.94,349.57,155.66,-47.39,,6.22,-36.33,123.82
Aker BP ASA (AKRBP.OL),Oil & Gas,2013-06-30,49.0,8.95,-47.19,-21.83,-7.12,-7.12,155.67,605.63,139.65,457.15,363.82,209.75,451.32,155.66,-50.32,,25.66,-42.6,100.45
Aker BP ASA (AKRBP.OL),Oil & Gas,2013-09-30,54.03,17.09,-85.36,-58.03,-26.41,-26.41,155.67,585.03,204.89,512.44,391.92,162.27,631.73,155.66,92.82,,28.47,81.72,158.9
Aker BP ASA (AKRBP.OL),Oil & Gas,2013-12-31,43.28,4.91,-89.22,-68.12,-55.92,-55.92,155.67,524.1,282.29,627.75,311.84,78.58,741.41,155.67,156.54,,133.0,-49.28,105.55
Aker BP ASA (AKRBP.OL),Oil & Gas,2014-03-31,25.92,4.34,-16.52,-1.97,-2.58,-2.58,155.67,529.92,139.48,508.94,292.84,113.71,772.64,155.67,-80.04,,41.95,-83.58,115.35
Aker BP ASA (AKRBP.OL),Oil & Gas,2014-06-30,74.3,53.44,19.52,32.97,27.28,27.28,140.71,542.74,158.45,522.57,436.07,192.36,804.09,140.71,38.99,,13.44,70.36,157.08
Aker BP ASA (AKRBP.OL),Oil & Gas,2014-09-30,18.33,-17.65,-90.42,-62.34,-16.95,-16.95,178.54,961.77,446.92,972.41,600.67,276.8,697.31,202.62,9.31,,28.08,50.46,194.34
Aker BP ASA (AKRBP.OL),Oil & Gas,2014-12-31,345.67,207.1,134.92,239.1,-286.89,-286.89,202.62,651.66,294.64,695.59,652.88,,2290.44,202.62,294.63,,423.2,-86.4,1792.93
Aker BP ASA (AKRBP.OL),Oil & Gas,2015-03-31,328.92,167.35,138.43,260.65,2.44,2.44,202.62,654.1,410.74,712.16,581.76,,2376.25,202.62,280.88,,175.0,87.96,260.11
Aker BP ASA (AKRBP.OL),Oil & Gas,2015-06-30,321.85,153.81,106.31,223.66,7.28,7.28,202.62,661.38,185.94,432.5,416.06,,2346.95,202.62,43.37,,117.35,-32.77,223.27
Aker BP ASA (AKRBP.OL),Oil & Gas,2015-09-30,316.39,159.72,130.22,260.01,-166.18,-166.18,202.62,495.19,206.22,446.84,408.84,,2353.5,202.62,242.21,,315.55,58.43,236.84
Aker BP ASA (AKRBP.OL),Oil & Gas,2015-12-31,279.39,143.72,121.63,233.22,-156.18,-156.18,202.62,339.03,89.11,487.38,394.84,,2622.38,202.62,124.71,,303.53,-40.93,309.99
Aker BP ASA (AKRBP.OL),Oil & Gas,2016-03-31,204.85,56.16,14.71,129.03,32.23,32.23,202.62,371.2,152.8,611.8,431.1,,2738.98,202.62,188.76,,152.28,54.43,230.51
Aker BP ASA (AKRBP.OL),Oil & Gas,2016-06-30,255.67,96.28,54.66,174.93,6.31,6.31,202.62,377.51,65.36,591.56,454.83,,2851.85,202.62,127.28,,100.62,-72.71,322.91
Aker BP ASA (AKRBP.OL),Oil & Gas,2016-09-30,247.99,101.16,64.09,178.74,63.43,63.43,202.62,2578.71,781.93,1355.64,721.41,,3165.16,337.74,251.37,,123.08,-3.1,257.53
Aker BP ASA (AKRBP.OL),Oil & Gas,2016-12-31,655.62,374.69,325.38,485.18,-67.0,-67.0,338.48,2449.21,106.37,1178.29,884.74,,2540.55,337.74,322.38,62.5,204.42,-182.74,306.3
Aker BP ASA (AKRBP.OL),Oil & Gas,2017-03-31,646.25,341.37,303.06,487.07,68.82,68.82,337.74,2455.17,173.83,1199.23,879.77,,2512.6,337.74,438.1,62.5,213.79,-30.21,262.31
Aker BP ASA (AKRBP.OL),Oil & Gas,2017-06-30,594.5,289.29,210.8,403.15,59.9,59.9,337.74,2452.57,57.07,1086.38,1385.63,330.0,2037.58,337.74,446.69,62.5,192.71,67.82,291.65
Aker BP ASA (AKRBP.OL),Oil & Gas,2017-09-30,596.19,286.44,219.66,395.0,112.04,112.04,337.74,2502.1,71.82,831.02,1146.96,,2021.88,337.74,730.38,62.5,176.43,76.74,258.4
Aker BP ASA (AKRBP.OL),Oil & Gas,2017-12-31,725.99,395.78,326.05,513.59,34.04,34.04,347.55,2988.6,231.51,2532.07,2888.48,1496.37,1892.6,360.11,542.95,62.5,208.65,-79.92,276.83
Aker BP ASA (AKRBP.OL),Oil & Gas,2018-03-31,946.84,566.12,507.82,693.24,168.51,168.51,360.11,3105.01,38.0,2371.31,2957.11,1498.16,1587.74,360.11,600.39,112.5,185.42,-63.95,296.22
Aker BP ASA (AKRBP.OL),Oil & Gas,2018-06-30,932.54,599.5,522.9,719.62,127.98,127.98,360.11,3050.21,49.25,2337.61,3027.76,1499.08,1518.28,360.11,613.38,112.5,196.72,-69.56,330.28
Aker BP ASA (AKRBP.OL),Oil & Gas,2018-09-30,971.32,612.7,514.85,717.57,116.41,116.41,360.11,3060.63,126.61,2311.49,3085.87,1499.69,1475.83,360.11,696.77,112.5,202.72,112.07,384.37
Aker BP ASA (AKRBP.OL),Oil & Gas,2018-12-31,892.22,518.58,438.38,648.54,62.88,62.88,360.11,2976.54,44.94,621.66,1380.28,0.0,2018.44,360.11,1889.03,112.5,230.33,80.56,430.63
Aker BP ASA (AKRBP.OL),Oil & Gas,2019-03-31,862.44,478.88,381.66,564.76,10.43,10.43,360.11,2799.46,113.68,618.71,1443.65,92.74,2501.41,360.11,590.56,187.5,252.04,77.15,490.32
Aker BP ASA (AKRBP.OL),Oil & Gas,2019-06-30,784.87,418.66,354.52,522.41,62.5,62.5,360.06,2663.8,101.83,603.43,1390.36,122.13,2887.05,360.11,386.64,187.5,167.89,102.02,501.35
Aker BP ASA (AKRBP.OL),Oil & Gas,2019-09-30,724.24,351.1,274.85,480.72,-43.42,-43.42,359.77,2443.54,5.07,578.07,1530.04,349.63,2930.99,360.11,382.49,187.5,284.24,-69.28,549.68
Aker BP ASA (AKRBP.OL),Oil & Gas,2019-12-31,1007.42,598.13,494.9,749.92,111.55,111.55,360.11,2367.59,107.1,718.6,1715.36,337.36,3262.66,360.01,525.46,187.5,254.51,3.04,532.05
Aker BP ASA (AKRBP.OL),Oil & Gas,2020-03-31,789.21,355.75,305.19,582.6,-334.73,-334.73,359.98,1813.23,322.79,813.9,1481.09,290.4,3580.35,360.01,514.3,212.5,931.11,-100.31,360.86
Aker BP ASA (AKRBP.OL),Oil & Gas,2020-06-30,604.63,122.11,57.44,343.79,169.69,169.69,359.61,1912.08,142.33,838.93,1190.92,289.67,3658.89,360.01,153.11,70.83,150.48,-92.87,369.95
Aker BP ASA (AKRBP.OL),Oil & Gas,2020-09-30,692.43,290.09,250.52,519.16,80.29,80.29,359.53,1928.64,818.55,1392.05,1250.73,487.08,4102.89,360.01,517.71,70.83,268.65,-31.94,294.08
Aker BP ASA (AKRBP.OL),Oil & Gas,2020-12-31,839.4,407.92,339.17,628.58,129.47,129.47,360.1,1987.28,537.8,1258.41,1039.66,83.9,4100.42,360.01,642.17,70.83,344.71,-142.34,340.99
Aker BP ASA (AKRBP.OL),Oil & Gas,2021-03-31,1138.59,705.13,625.99,883.55,127.03,127.03,359.84,1988.99,392.28,1085.96,1215.63,85.05,3589.63,360.01,837.77,112.5,287.21,5.4,243.14
Aker BP ASA (AKRBP.OL),Oil & Gas,2021-06-30,1137.46,738.85,627.87,868.24,153.81,153.81,359.61,2030.3,975.36,1695.07,1600.31,79.43,3714.38,360.01,1082.94,112.5,240.37,181.41,435.15
Aker BP ASA (AKRBP.OL),Oil & Gas,2021-09-30,1565.22,1109.57,1005.56,1252.41,205.83,205.83,359.34,2127.86,1420.78,2274.56,1981.94,61.87,3690.71,360.01,1008.1,112.5,400.73,-148.42,408.53
Aker BP ASA (AKRBP.OL),Oil & Gas,2021-12-31,1852.29,1201.79,1113.64,1561.75,341.25,341.25,359.79,2196.81,1970.91,2982.86,2477.49,44.38,3668.57,360.01,1202.27,150.0,298.33,-234.61,467.52
Aker BP ASA (AKRBP.OL),Oil & Gas,2022-03-31,2255.16,1735.59,1671.03,1970.46,521.58,521.58,359.79,2547.34,2816.73,4045.19,3154.4,42.18,3651.84,360.01,1319.9,171.05,231.13,-364.94,383.86
Aker BP ASA (AKRBP.OL),Oil & Gas,2022-06-30,2026.4,1584.89,1497.49,1748.61,205.78,205.78,359.79,11918.69,2153.64,3734.71,5798.11,49.04,5939.94,632.02,1168.86,171.05,620.91,-58.75,347.03
Aker BP ASA (AKRBP.OL),Oil & Gas,2022-09-30,4876.6,4046.8,3952.1,4546.0,763.2,763.2,631.43,11482.57,3042.0,5057.01,6824.95,42.31,5293.49,632.02,2280.93,331.81,576.72,-945.28,492.91
Aker BP ASA (AKRBP.OL),Oil & Gas,2022-12-31,3815.81,2888.06,2840.09,3481.37,112.34,112.34,633.07,12427.51,2756.01,4755.79,6248.19,36.3,5377.26,631.79,803.32,331.81,1389.08,797.72,608.01
Aker BP ASA (AKRBP.OL),Oil & Gas,2023-03-31,3311.47,2449.18,2335.33,2934.28,186.98,186.98,631.79,12266.87,3280.25,4950.84,6173.19,101.22,5548.59,631.79,1604.04,347.61,972.16,-22.31,676.85
Aker BP ASA (AKRBP.OL),Oil & Gas,2023-06-30,3291.16,2399.14,2359.22,3004.28,396.73,396.73,631.79,12315.99,2688.85,4291.9,4831.06,116.29,6137.92,631.79,83.0,347.61,746.6,-78.59,727.65
Aker BP ASA (AKRBP.OL),Oil & Gas,2023-09-30,3510.3,2701.6,2614.9,3171.8,588.2,588.2,630.52,12523.6,3354.0,5284.2,5578.9,102.0,6105.8,631.79,2031.1,347.6,556.9,-193.5,900.0
Aker BP ASA (AKRBP.OL),Oil & Gas,2023-12-31,3556.9,2653.0,2569.3,3175.2,163.8,163.8,631.11,12362.2,3366.9,5139.7,5432.9,148.7,6353.7,631.29,1437.1,347.6,1020.7,663.1,1105.7
Aker BP ASA (AKRBP.OL),Oil & Gas,2024-03-31,3077.4,2273.4,2194.2,2786.7,531.3,531.3,631.29,12514.4,3202.6,5267.9,5493.9,249.7,6190.7,631.29,1383.6,379.2,592.5,-568.9,1060.7
Aker BP ASA (AKRBP.OL),Oil & Gas,2024-06-30,3376.7,2499.0,2378.2,2966.2,561.3,561.3,631.16,12684.5,3216.7,5230.5,4613.8,292.9,7044.6,630.79,1079.8,379.2,670.7,227.8,1361.2
Aker BP ASA (AKRBP.OL),Oil & Gas,2024-09-30,2858.4,2058.4,1999.2,2613.1,173.4,173.4,630.79,12476.8,4125.1,5772.0,5150.5,317.3,7115.8,630.69,2689.6,379.2,917.4,621.9,1335.0
Aker BP ASA (AKRBP.OL),Oil & Gas,2024-12-31,3067.5,2235.0,2114.1,2717.6,561.8,561.8,631.66,12691.1,4125.7,6164.5,4514.0,281.2,7794.8,631.97,1003.6,379.3,638.9,-827.1,1355.4
Aker BP ASA (AKRBP.OL),Oil & Gas,2025-03-31,3203.3,2233.8,2112.1,2803.2,316.1,316.1,631.97,12609.4,4260.7,6575.5,5203.7,451.4,7777.9,631.97,2042.4,398.2,879.6,-26.9,1401.3
Aker BP ASA (AKRBP.OL),Oil & Gas,2025-06-30,2582.6,1706.1,1630.5,2221.9,-324.0,-324.0,631.46,11850.8,3016.6,5103.3,4185.3,512.7,8195.3,631.97,1089.3,398.2,1308.1,472.4,1866.4
Aker BP ASA (AKRBP.OL),Oil & Gas,2025-09-30,2605.2,1744.4,1654.1,2268.7,285.5,285.5,630.47,11738.3,2613.1,4990.1,4457.2,656.4,8057.8,631.97,1954.8,398.2,787.2,-59.5,1860.9
Aker BP ASA (AKRBP.OL),Oil & Gas,2025-12-31,2562.4,1520.2,1394.9,2071.8,-145.4,-145.4,631.45,11226.2,2644.1,5144.8,3930.7,666.6,9071.3,631.97,1477.1,398.2,1620.6,-139.0,2046.9
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2013-06-30,7442.0,7442.0,330.0,439.0,307.0,304.0,272.04,,,,,,,,,,,,
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2013-09-30,6806.0,6806.0,451.0,567.0,351.0,349.0,272.04,,,,,,,,556.0,,116.0,,364.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2013-12-31,7548.0,7548.0,486.0,661.0,343.0,340.0,272.04,,,,,,,,2125.0,,175.0,,501.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2014-03-31,7482.0,7482.0,521.0,675.0,283.0,281.0,272.04,,,,,,,,-887.0,,145.0,,252.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2014-06-30,8060.0,8060.0,472.0,608.0,388.0,383.0,272.34,7554.0,4009.0,17813.0,13393.0,17.0,3710.0,272.04,1826.0,,136.0,,281.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2014-09-30,8274.0,8274.0,460.0,616.0,270.0,264.0,272.04,5145.0,1064.0,17094.0,15493.0,216.0,3652.0,272.04,-351.0,,155.0,,327.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2014-12-31,9155.0,9155.0,557.0,786.0,360.0,353.0,271.22,5677.0,3339.0,17618.0,16953.0,674.0,3154.0,271.38,2057.0,,229.0,,510.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2015-03-31,8500.0,8500.0,435.0,592.0,220.0,214.0,271.38,5706.0,2816.0,17205.0,16630.0,581.0,3142.0,271.38,-413.0,,183.0,,227.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2015-06-30,8048.0,8048.0,379.0,547.0,209.0,200.0,271.38,5836.0,1958.0,16485.0,15447.0,91.0,3685.0,271.37,-80.0,,171.0,,422.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2015-09-30,7484.0,7484.0,344.0,524.0,205.0,203.0,271.37,6326.0,2651.0,17903.0,17067.0,483.0,3122.0,271.37,831.0,,192.0,,259.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2015-12-31,7864.0,7864.0,-138.0,77.0,-251.0,-226.0,271.02,6396.0,3862.0,17192.0,17081.0,561.0,3137.0,271.67,1596.0,,336.0,,382.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2016-03-31,6463.0,6463.0,346.0,541.0,169.0,144.0,271.48,6278.0,3497.0,15481.0,15099.0,655.0,3343.0,271.17,-327.0,,195.0,,187.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2016-06-30,6969.0,6969.0,462.0,656.0,131.0,100.0,271.17,6399.0,2861.0,13430.0,14297.0,2332.0,1934.0,270.6,-531.0,,245.0,,118.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2016-09-30,5987.0,5987.0,374.0,567.0,120.0,101.0,270.98,6289.0,2299.0,11464.0,11840.0,2040.0,2154.0,270.6,-291.0,,191.0,,129.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2016-12-31,6138.0,6138.0,183.0,794.0,-268.0,-289.0,270.73,6277.0,2480.0,11226.0,12297.0,2110.0,1844.0,271.53,1461.0,,611.0,,192.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2017-03-31,5173.0,5173.0,158.0,363.0,62.0,63.0,273.91,6546.0,2020.0,9766.0,10616.0,1677.0,1822.0,271.53,98.0,,,,73.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2017-06-30,5425.0,5425.0,193.0,604.0,33.0,23.0,269.15,6651.0,1211.0,9188.0,10073.0,1484.0,1729.0,271.53,-457.0,,411.0,,72.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2017-09-30,5419.0,5419.0,241.0,421.0,124.0,109.0,275.0,6501.0,1449.0,6016.0,8113.0,544.0,3230.0,271.53,-214.0,,,,49.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2017-12-31,6444.0,6444.0,281.0,482.0,20.0,26.0,266.33,6980.0,1978.0,9775.0,9236.0,539.0,2576.0,271.53,1160.0,,,,166.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2018-03-31,5483.0,5483.0,199.0,384.0,105.0,103.0,271.53,6822.0,2607.0,7828.0,9113.0,495.0,2745.0,271.53,533.0,,,,60.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2018-06-30,6254.0,6254.0,258.0,457.0,116.0,114.0,271.53,6828.0,2440.0,11001.0,10045.0,118.0,2703.0,271.53,318.0,,,,141.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2018-09-30,6541.0,6541.0,313.0,492.0,155.0,136.0,271.53,6849.0,2392.0,7591.0,9360.0,117.0,2777.0,271.53,-44.0,,,,150.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2018-12-31,6954.0,6954.0,317.0,493.0,178.0,158.0,271.53,7502.0,2473.0,11408.0,10721.0,1125.0,1788.0,271.53,114.0,,,,154.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2019-03-31,7256.0,7256.0,328.0,635.0,149.0,148.0,271.53,7241.0,1872.0,12215.0,10811.0,1688.0,6967.0,271.53,-303.0,,,,112.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2019-06-30,7525.0,7525.0,327.0,631.0,-12.0,-30.0,271.53,7044.0,2228.0,13009.0,11396.0,1421.0,7743.0,271.53,55.0,,,,151.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2019-09-30,7134.0,7134.0,263.0,571.0,93.0,81.0,271.53,7355.0,1758.0,12831.0,11095.0,1472.0,7709.0,271.53,-173.0,,,,286.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2019-12-31,7348.0,7348.0,162.0,477.0,-147.0,-157.0,271.11,7134.0,1898.0,12265.0,10209.0,788.0,8169.0,271.94,740.0,,,,278.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2020-03-31,6510.0,6510.0,12.0,314.0,-730.0,-742.0,271.94,7411.0,2818.0,14742.0,11457.0,858.0,9751.0,271.94,-299.0,,,,275.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2020-06-30,5361.0,5361.0,61.0,353.0,-171.0,-177.0,271.94,6532.0,2460.0,13188.0,10458.0,850.0,9379.0,271.94,48.0,,,,113.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2020-09-30,7198.0,7198.0,148.0,450.0,291.0,297.0,271.94,9141.0,5037.0,16510.0,11821.0,877.0,9292.0,271.94,746.0,,,,
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2020-12-31,12024.0,12024.0,-73.0,338.0,-818.0,-826.0,492.07,7870.0,3171.0,12843.0,10628.0,845.0,6981.0,492.07,6.0,,,,545.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2021-03-31,6470.0,6470.0,168.0,427.0,27.0,27.0,492.07,7784.0,3457.0,13021.0,10658.0,777.0,6842.0,492.07,546.0,0.0,,,54.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2021-06-30,7020.0,7020.0,126.0,393.0,59.0,60.0,490.88,7903.0,3459.0,13179.0,10752.0,774.0,6681.0,488.24,204.0,0.0,,,60.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2021-09-30,7314.0,7314.0,178.0,460.0,100.0,105.0,489.74,7869.0,3504.0,13943.0,13193.0,2133.0,4992.0,488.24,511.0,0.0,,,76.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2021-12-31,8669.0,8669.0,303.0,592.0,63.0,62.0,485.63,,4560.0,15405.0,14679.0,2126.0,4981.0,485.63,1424.0,3.0,,,172.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2022-03-31,8291.0,8291.0,316.0,583.0,175.0,164.0,488.61,8011.0,5198.0,16091.0,15305.0,1628.0,4781.0,485.63,1517.0,0.0,,,62.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2022-06-30,10635.0,10635.0,418.0,690.0,276.0,269.0,489.48,8727.0,5026.0,17068.0,15781.0,1703.0,4900.0,487.46,-83.0,97.0,,,117.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2022-09-30,10035.0,10035.0,476.0,749.0,285.0,305.0,489.13,11120.0,7787.0,24283.0,22684.0,1116.0,3490.0,487.46,736.0,,,,176.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2022-12-31,12456.0,12456.0,713.0,1001.0,434.0,440.0,480.34,9244.0,6170.0,19320.0,17679.0,794.0,4641.0,488.33,2200.0,0.0,,,265.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2023-03-31,7213.0,7213.0,111.0,246.0,389.0,387.0,489.87,9941.0,7102.0,22282.0,20488.0,774.0,4198.0,488.33,1694.0,0.0,,,278.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2023-06-30,4599.0,4599.0,-462.0,-439.0,539.0,527.0,490.24,10505.0,8078.0,23646.0,21752.0,742.0,4209.0,488.94,1838.0,489.0,,,434.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2023-09-30,9094.0,9094.0,51.0,206.0,877.0,920.0,488.67,11188.0,7272.0,29760.0,24190.0,1012.0,2795.0,488.94,-1610.0,,,,207.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2023-12-31,11000.0,,,,,,,19082.0,11717.0,23996.0,18226.0,619.0,2921.0,489.7,4480.0,489.0,,,1309.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2024-03-31,11274.0,11274.0,517.0,781.0,894.0,890.0,488.51,20176.0,12399.0,25807.0,19286.0,616.0,2869.0,486.19,1049.0,,,,583.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2024-06-30,12660.0,12660.0,791.0,1048.0,532.0,535.0,483.51,19379.0,13574.0,25439.0,19849.0,649.0,2722.0,479.15,1520.0,970.0,,,413.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2024-09-30,12939.0,12939.0,660.0,964.0,562.0,570.0,483.0,20069.0,13988.0,27313.0,21387.0,709.0,2653.0,478.12,-436.0,0.0,,,254.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2024-12-31,15538.0,15538.0,716.0,1049.0,677.0,661.0,474.11,11270.0,5057.0,17876.0,21146.0,708.0,2637.0,479.32,1357.0,10048.0,,,197.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2025-03-31,14198.0,14198.0,673.0,1021.0,654.0,664.0,480.76,11286.0,5653.0,19316.0,21690.0,632.0,2512.0,479.32,838.0,0.0,,,95.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2025-06-30,14967.0,14967.0,712.0,1070.0,303.0,311.0,481.41,9678.0,3815.0,18175.0,21731.0,626.0,2669.0,482.57,718.0,1591.0,,,134.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2025-09-30,16687.0,16687.0,831.0,1194.0,871.0,872.0,481.82,10540.0,4231.0,19050.0,21722.0,571.0,2499.0,482.57,544.0,0.0,,,93.0
Aker Solutions ASA (AKSOA.OL),Oil & Gas Related Equipment and Services,2025-12-31,16593.0,16593.0,860.0,1242.0,703.0,699.0,482.23,11388.0,5668.0,21527.0,22928.0,615.0,2520.0,482.57,1337.0,,,,175.0
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2000-03-31,32.4,32.4,10.9,13.1,23.2,23.2,62.21,717.9,1375.3,1436.0,180.3,,688.8,62.21,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2000-06-30,23.4,23.4,1.3,3.6,59.0,59.0,62.21,785.6,1285.6,1371.6,46.4,,689.4,62.21,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2000-09-30,25.4,25.4,1.9,4.8,6.4,8.7,62.21,785.2,1359.8,1401.4,79.6,,688.0,62.21,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2000-12-31,35.82,35.82,13.87,16.96,11.18,10.36,62.21,733.18,1468.13,1525.19,253.5,2.76,680.0,62.21,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2001-03-31,46.9,46.9,23.4,26.7,42.7,41.6,62.09,772.1,1381.4,1468.3,156.2,,687.3,62.21,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2001-06-30,38.3,38.3,12.7,16.0,36.8,37.1,62.04,808.6,1323.7,1436.2,84.5,,687.9,62.21,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2001-09-30,28.0,28.0,5.1,8.5,-265.5,-265.9,62.02,537.6,955.1,1163.4,72.8,,687.5,62.21,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2001-12-31,43.92,43.92,23.23,26.58,86.61,86.38,61.74,562.43,1109.27,1159.87,119.22,2.76,677.09,61.74,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2002-03-31,44.7,44.7,19.0,22.5,63.7,62.9,61.74,625.3,1109.2,1239.7,139.7,,680.4,61.98,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2002-06-30,30.6,30.6,5.1,8.4,-53.1,-53.4,61.74,571.7,1055.3,1152.0,107.0,,676.5,61.74,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2002-09-30,31.0,31.0,5.4,8.9,-153.9,-154.3,61.74,416.9,904.2,1029.5,135.9,,668.1,61.74,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2002-12-31,59.8,59.8,29.2,32.59,36.27,34.59,61.69,364.73,927.64,1057.02,285.08,3.69,674.34,61.69,,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2003-03-31,70.3,70.3,42.1,45.5,23.8,23.3,61.65,387.5,930.2,1006.3,209.6,,673.1,61.53,2.2,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2003-06-30,42.8,42.8,15.2,18.5,114.8,115.3,61.62,503.6,1031.9,1064.7,105.0,,674.9,61.53,534.0,,,,
Arendals Fossekompani ASA (AFK.OL),Electric Utilities & IPPs,2003-09-30,40.8,40.8,10.8,14.1,54.8,56.2,61.61,560.5,1086.5,1126.9,97.7,,667.8,61.53,-155.7,,,,
