Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,FiscalYear,ForecastDate,ForecastCutoffDate,ForecastWindowStart,cfo_forecast,forecast_timing_valid,has_analyst_cfo_forecast,CFO_lead1_analyst_scaled,firm_idx_y,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_acc
2019,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,9832.33,3234.94,5019.31,462.27,9.38,15483.63,34622.26,2158.02,22748.12,11992.43,9729.25,0.0,153.55,18248.8,0.0,21603.31,0.0478327342071806,1798.08,2789.95,-2326.96,-1386.01,1.5700000000000012,-49.349999999999795,32900.13,33761.195,-0.0014617373585265507,2158.02,2343.04,561.3099999999977,0.06940038704198712,0.06392013078920933,0.016625892537275345,0.4586220955745198,2385.74,0.0706651526997193,True,7,86,2019.0,2020-06-23,2020-06-30,2020-01-29,2777.68971371376,True,True,0.08227462664499167,86,0.005082459881995122,0.004492354910620793,0.002695697145869161,0.0023413146964027434,0.009735419295672577,8000,0.005082459881995122
2020,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,10580.89,3170.19,6129.46,928.29,30.28,16923.36,37967.14,2385.74,24444.84,12933.74,11071.01,0.0,129.97,20146.81,0.0,31645.97,0.0153930076275102,748.5599999999995,-64.75,1110.1499999999996,466.02,20.9,190.0799999999998,34622.26,36294.7,0.005237128285948081,2385.74,2158.02,1696.7200000000012,0.059458268011582965,0.06573246231543449,0.046748423323515594,0.4662763433779588,3900.59,0.10746996117890492,True,7,86,2020.0,2021-06-28,2021-06-30,2021-01-29,2910.66946042909,True,True,0.0801954406684472,86,0.005237778253883611,0.004649827678279773,0.0025623154593480938,0.0023262874102175013,0.010068987918433433,8000,0.005237778253883611
2021,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,11503.31,3466.48,8031.95,1744.93,11.69,15489.08,37001.16,3900.59,26263.84,13201.07,11666.69,0.0,106.23,19525.52,0.0,34628.92,0.0660597003306441,922.4200000000001,296.28999999999996,1902.4899999999998,816.6400000000001,-18.590000000000003,-478.3099999999995,37967.14,37484.15,-0.012760326698084376,3900.59,2385.74,1819.0,0.06364663464424296,0.10405971590658986,0.04852717748701785,0.41321678629500735,6488.54,0.17310089731259745,True,7,86,2021.0,2022-06-28,2022-06-30,2022-01-28,4788.44556576731,True,True,0.12774587567724785,86,0.0061976053229842835,0.005528438331044891,0.002943539415517018,0.002940885768926443,0.011956110156720387,8000,0.0061976053229842835
2022,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,16274.48,1925.83,12227.98,2096.2,369.92,19126.51,48395.15,6488.54,40466.66,19268.93,16882.170000000002,0.0,176.73,27535.77,0.0,29862.21,0.1503074001562332,4771.17,-1540.65,4196.03,351.26999999999975,358.23,2825.2899999999995,37001.16,42698.155,0.06616890120896324,6488.54,3900.59,14202.820000000003,0.0913526591488555,0.15196300636409232,0.3326331079176607,0.44794698974698083,3274.46,0.07668855949396408,True,7,86,2022.0,2023-06-26,2023-06-30,2023-01-27,4014.19013001538,True,True,0.09401319869711888,86,0.014041075247093728,0.012133334493714901,0.008014524288376672,0.0049631941060684715,0.029742640299987574,8000,0.014041075247093728
2023,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,14113.83,2319.59,11039.17,2553.16,126.85,21843.77,48250.2,3274.46,41029.28,21359.63,18355.89,0.0,384.17,27127.27,0.0,25733.12,0.0342677313271847,-2160.6499999999996,393.7600000000002,-1188.8099999999995,456.96000000000004,-243.07000000000002,-1151.7100000000003,48395.15,48322.675,-0.023833738508888428,3274.46,6488.54,562.6199999999953,0.13427526518347752,0.06776239105140598,0.01164298127121471,0.4520397515245172,3081.5,0.06376923462949846,True,7,86,2023.0,2024-06-17,2024-06-30,2024-01-25,3918.53883882116,True,True,0.08109109934044752,86,0.025456278336944103,0.0236652361207129,0.01050344120093935,0.011612075990315674,0.04515954099232241,8000,0.025456278336944103
2024,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,15901.56,2632.95,11562.99,2466.4,44.21,22430.99,51640.22,3081.5,44191.59,22582.43,19647.370000000003,0.0,438.32,29793.18,49.35,26021.72,0.0510502963388155,1787.7299999999996,313.3599999999997,523.8199999999997,-86.75999999999976,-82.63999999999999,781.1500000000004,48250.2,49945.21,0.015640138463728564,3081.5,3274.46,3162.3099999999977,0.06556104178959304,0.061697608239108415,0.06331558121389413,0.4491119368604117,,,True,7,86,2024.0,2025-06-27,2025-06-30,2025-02-04,5140.29804055196,True,True,0.10291873916541668,86,0.026874999979432247,0.025383216615759867,0.010134125529952088,0.013223574181016409,0.0456216812657058,8000,0.026874999979432247
2020,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,1052.93,1044.14,113.53,0.0,0.0,18.92,1096.74,-94.51,63.81,0.0,154.50000000000003,0.0,1.73,947.4,0.0,8772.25,-0.0975511927380198,-20.11999999999989,0.7400000000000091,-26.389999999999986,0.0,-10.19,-4.659999999999911,1109.57,1103.155,-0.004224247725840804,-94.51,304.45,-198.39999999999998,0.27598116311851006,-0.08567245763288024,-0.17984780017313975,0.017150808363285308,-140.77,-0.1276067279756698,True,4,88,2020.0,2021-04-22,2021-06-30,2021-02-04,-173.69575021065,True,True,-0.15745362184883357,88,0.08433811031323593,0.07664302015955396,0.0425840156783006,0.029842174283228863,0.16346684988672228,8000,0.08433811031323593
2021,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,839.62,826.58,98.66,0.0,0.0,16.53,874.64,-140.77,23.2,0.0,166.78999999999996,0.0,0.99,768.39,0.0,10226.76,-0.1881596585067478,-213.31000000000006,-217.56000000000006,-14.870000000000005,0.0,0.0,19.120000000000005,1096.74,985.69,0.019397579360650917,-140.77,-94.51,-40.61,-0.09588207245685763,-0.14281366352504338,-0.04119956578640343,0.016769978390771947,-30.06,-0.030496403534579834,True,4,88,2021.0,2022-05-09,2022-06-30,2022-02-03,308.296583604476,True,True,0.3127723560191094,88,0.10781725008943108,0.10083462755743147,0.04239109209561021,0.05190873683515417,0.18714335128252393,8000,0.10781725008943108
2022,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,772.63,758.08,66.72,0.0,0.0,22.15,807.89,-30.06,216.91,0.0,233.69,0.0,2.01,740.06,0.0,22545.48,-0.0253898332567629,-66.99000000000001,-68.5,-31.939999999999998,0.0,0.0,33.44999999999999,874.64,841.265,0.039761549571181484,-30.06,-140.77,193.71,-0.1673313403029961,-0.03573190374020077,0.23026038168710217,0.02632939680124574,308.23,0.3663887122369289,True,4,88,2022.0,2023-05-04,2023-06-30,2023-02-03,415.119700090793,True,True,0.4934470114539331,88,0.10904283223071116,0.10306886763829834,0.03895329800855282,0.05661378421809873,0.1800756667852903,8000,0.10904283223071116
2023,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,1160.54,615.7,125.81,0.0,33.99,23.7,1194.1,308.23,613.09,0.0,365.69,0.0,10.33,1053.65,0.0,23741.99,0.2249988136477958,387.90999999999997,-142.38,59.09,0.0,33.99,505.18999999999994,807.89,1000.9949999999999,0.5046878356035744,308.23,-30.06,396.18000000000006,-0.030030120030569585,0.30792361600207796,0.3957861927382256,0.023676441940269435,-321.71,-0.3213902167343493,True,4,88,2023.0,2024-06-19,2024-06-30,2024-02-14,246.258066248023,True,True,0.24601328303140677,88,0.1586759749406758,0.15274291049876532,0.04838646873341615,0.09059447230880154,0.24752016579650382,8000,0.1586759749406758
2024,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,1039.06,527.34,180.6,0.0,34.52,40.56,1142.91,-321.71,261.73,27.44,470.48,316.43,1.88,920.09,0.0,18061.55,0.0851655816278842,-121.48000000000002,-88.36000000000001,54.78999999999999,0.0,0.5300000000000011,-87.38,1194.1,1168.505,-0.07477931202690616,-321.71,308.23,-351.36,0.26378149858152083,-0.27531760668546557,-0.30069190974792576,0.03471101963620181,,,True,4,88,2024.0,2025-06-17,2025-06-30,2025-02-13,1352.66795750299,True,True,1.1576056221436706,88,0.189354331935179,0.18349104248218243,0.05546453344324187,0.10858417169836233,0.28838180825494114,8000,0.189354331935179
2016,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,365.43,230.51,69.67,0.0,0.09,78.17,463.71,145.26,525.05,144.24,189.32,62.64,0.0,393.74,-0.02,4763.57,0.645458701615361,-16.629999999999995,-6.939999999999998,-10.909999999999997,0.0,0.09,1.3099999999999987,495.21,479.46,0.0027322404371584673,145.26,112.34,63.01999999999998,0.23430526008426147,0.3029658365661369,0.13143953614482956,0.16303758394860887,215.57,0.44960997789179497,True,4,90,2016.0,2017-05-04,2017-06-30,2017-02-10,163.078484223878,True,True,0.3401294878068619,90,0.03192976793830219,0.025626550924575338,0.02375510209045505,0.0073484491257170825,0.07755104770454044,8000,0.03192976793830219
2017,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,454.63,306.05,111.52,0.0,6.31,102.53,576.48,215.57,595.54,146.85,217.75,73.3,0.0,464.2,-0.02,5462.05,0.6554353914429746,89.19999999999999,75.54000000000002,41.849999999999994,0.0,6.22,-21.970000000000027,463.71,520.095,-0.042242282659898725,215.57,145.26,70.49000000000001,0.27929512877455076,0.4144819696401619,0.13553293148367127,0.1971370614983801,171.49,0.32972822272853997,True,4,90,2017.0,2018-04-26,2018-06-30,2018-02-08,178.09129526382,True,True,0.34242070249439044,90,0.029085617672044792,0.023377669764146472,0.021106600805760836,0.00699716344518886,0.06994815931627718,8000,0.029085617672044792
2018,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,482.48,278.08,141.67,0.0,15.63,103.38,644.04,171.49,694.74,174.14,262.69,93.41,0.0,492.79,3.06,5187.86,0.7085207219925381,27.850000000000023,-27.970000000000027,30.14999999999999,0.0,9.32,34.99000000000006,576.48,610.26,0.05733621734998207,171.49,215.57,99.20000000000005,0.35324288008389865,0.2810113722020123,0.16255366565070634,0.16940320519122995,137.59,0.22546127879920036,True,4,90,2018.0,2019-05-22,2019-06-30,2019-02-07,205.931604735294,True,True,0.33744896394208046,90,0.027933831008868062,0.023386582237098594,0.017892563471835203,0.009252110882847366,0.062128616146360796,8000,0.027933831008868062
2019,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,424.23,200.5,117.02,0.0,3.73,120.72,624.39,137.59,715.01,190.16,292.19,97.76,0.0,476.21,0.0,6664.72,0.6938535520043679,-58.25,-77.57999999999998,-24.64999999999999,0.0,-11.9,32.07999999999998,644.04,634.2149999999999,0.050582215810095914,137.59,171.49,20.269999999999982,0.2703972627578976,0.2169453576468548,0.03196077040120462,0.19034554528038602,226.45,0.3570555726370395,True,4,90,2019.0,2020-05-21,2020-06-30,2020-02-06,214.773170655535,True,True,0.3386441043739663,90,0.008404332795196057,0.007216546486878641,0.00509895704994605,0.0030737992422059054,0.017706556212100863,8000,0.008404332795196057
2020,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,1764.26,1532.76,141.03,0.0,1.22,139.82,1997.85,226.45,764.62,204.86,309.52,107.12,0.59,1823.43,0.0,10992.62,0.1956587310727585,1340.03,1332.26,24.010000000000005,0.0,-2.51,-18.75000000000002,624.39,1311.12,-0.014300750503386436,226.45,137.59,49.610000000000014,0.10494081396058333,0.17271493074623223,0.03783787906522669,0.10664164988711941,222.36,0.16959546036976023,True,4,90,2020.0,2021-05-28,2021-06-30,2021-02-04,202.826371125081,True,True,0.1546970308782423,90,0.0069126553020762045,0.005734831653593857,0.004627848942898622,0.002346216886044779,0.015123927955481673,8000,0.0069126553020762045
2021,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,1707.01,1446.49,123.69,0.0,4.36,134.99,2073.32,222.36,786.84,202.61,341.2,105.7,0.74,1829.08,0.0,9893.64,0.1902541168237584,-57.25,-86.26999999999998,-17.340000000000003,0.0,3.1400000000000006,49.499999999999986,1997.85,2035.585,0.024317333837692842,222.36,226.45,22.220000000000027,0.11124566156657667,0.10923641115453298,0.010915780967142137,0.06631508878283147,303.04,0.14887120901362508,True,4,90,2021.0,2022-06-23,2022-06-30,2022-02-04,248.840180134117,True,True,0.12224504510207974,90,0.011264763141264532,0.009618126577498904,0.006634213482744645,0.004120211062177002,0.02404599809649029,8000,0.011264763141264532
2022,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,1691.91,1400.95,155.3,0.0,21.38,135.7,2083.93,303.04,1048.92,286.97,444.11,101.48,0.54,1856.57,0.0,7943.42,0.2255665016670527,-15.099999999999909,-45.539999999999964,31.610000000000014,0.0,17.02,15.85000000000004,2073.32,2078.625,0.007625233026640226,303.04,222.36,262.08000000000004,0.10697456251127549,0.14578868242227436,0.12608334836731014,0.06528354080221299,423.95,0.20395694269048048,True,4,90,2022.0,2023-06-22,2023-06-30,2023-02-03,341.841747345774,True,True,0.1644557086274696,90,0.009086228760577618,0.007664871929871584,0.005696872686407419,0.00335513343297574,0.019275452126351875,8000,0.009086228760577618
2023,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,1887.11,1554.64,197.06,0.0,33.25,178.37,2348.97,423.95,1290.38,344.68,506.87,106.27,0.0599999999999999,2044.08,0.0,10288.54,0.2666431842197957,195.19999999999982,153.69000000000005,41.75999999999999,0.0,11.870000000000001,11.619999999999774,2083.93,2216.45,0.005242617699474283,423.95,303.04,241.46000000000004,0.136723138351869,0.1912743350853843,0.10893997157616912,0.08047553520268899,379.56,0.17124681359832167,True,4,90,2023.0,2024-06-20,2024-06-30,2024-02-07,406.608409158036,True,True,0.18345029626566628,90,0.01110115555107133,0.00954022344318033,0.006209112419749357,0.0049521559682450715,0.022226329188788307,8000,0.01110115555107133
2024,BIOGb.ST,Biogaia AB,Pharmaceuticals,Health Care,1655.42,1258.37,212.0,0.0,34.4,180.36,2091.15,379.56,1446.9,398.64,631.9399999999999,159.77,0.51,1772.37,0.0,11638.11,0.3247516037847629,-231.68999999999983,-296.2700000000002,14.939999999999998,0.0,1.1499999999999986,50.79000000000038,2348.97,2220.06,0.022877760060539078,379.56,423.95,156.51999999999998,0.19096330729800096,0.17096835220669712,0.07050259902885507,0.0812410475392557,,,True,4,90,2024.0,2025-06-19,2025-06-30,2025-02-12,393.172500285741,True,True,0.17709994337348586,90,0.01014903903928591,0.00880712730127876,0.005556247388458582,0.004580112652361379,0.01992647981401481,8000,0.01014903903928591
2016,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,1117.2,254.13,178.06,10.88,0.0,114.33,1391.91,-15.77,596.23,46.97,546.76,55.54,1.5299999999999998,1186.0,0.0,1837.63,0.0476475548060708,-274.77,-290.67999999999995,-12.150000000000006,4.5600000000000005,0.0,32.619999999999976,1530.03,1460.97,0.022327631641991263,-15.77,18.85,88.06,0.012902386770433342,-0.01079419837505219,0.06027502275885199,0.07825622702724902,-0.42,-0.0002874802357337933,True,0,92,2016.0,2017-02-25,2017-06-30,2017-02-20,55.7005501758239,True,True,0.0381257316548758,92,0.07301529832235752,0.06849394172767359,0.03173187689448449,0.02986380108445469,0.13123466624874056,8000,0.07301529832235752
2017,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,902.25,64.17,198.58,7.14,0.0,216.06,1362.44,-0.42,481.78,55.42,510.65,92.9,4.62,1148.71,0.0,1985.43,0.0034734615351132,-214.95000000000005,-189.95999999999998,20.52000000000001,-3.740000000000001,0.0,-49.25000000000008,1391.91,1377.1750000000002,-0.03576161344781896,-0.42,-15.77,-114.45000000000005,-0.01145097754461125,-0.00030497213498647586,-0.08310490678381471,0.15688637972661423,-5.26,-0.0038194129286401503,True,0,92,2017.0,2018-05-29,2018-06-30,2018-02-22,45.8661128418138,True,True,0.03330449132594899,92,0.06364882805643006,0.05975059599804012,0.02549693185857621,0.02969228989090771,0.11213699118361795,8000,0.06364882805643006
2018,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,659.13,92.19,203.21,7.4,0.0,232.32,1311.82,-5.26,603.36,98.07,494.36,69.45,12.39,1090.19,0.0,2691.17,0.0623652757776167,-243.12,28.019999999999996,4.6299999999999955,0.2600000000000007,0.0,-275.51,1362.44,1337.13,-0.20604578462827097,-5.26,-0.42,121.58000000000004,-0.00031410558434856743,-0.003933798508746344,0.09092608796452105,0.17374526037109328,94.99,0.071040212993501,True,0,92,2018.0,2019-02-22,2019-06-30,2019-02-21,43.911438486663,True,True,0.03284006677485585,92,0.08030414024461711,0.0763681096699951,0.027904877135007684,0.04253590034969875,0.13215639660202771,8000,0.08030414024461711
2019,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,726.09,290.09,195.44,12.27,0.0,238.52,1517.91,94.99,740.49,168.82,521.55,93.24,6.67,1105.36,0.0,2283.07,0.1236610696967505,66.96000000000004,197.89999999999998,-7.77000000000001,4.869999999999999,0.0,-118.29999999999993,1311.82,1414.865,-0.0836122174200365,94.99,-5.26,137.13,-0.003717669176917939,0.06713714736034887,0.09692090764843289,0.16858145476776937,74.02,0.05231594533754103,True,0,92,2019.0,2020-04-15,2020-06-30,2020-02-13,34.9600311941015,True,True,0.024709093230874675,92,0.08467393170635995,0.0810624825094309,0.026432008584894626,0.047861996624929584,0.13360424229256773,8000,0.08467393170635995
2020,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,750.89,198.71,228.81,11.84,0.0,238.96,1655.58,74.02,840.54,227.21,604.17,99.1,6.1,1196.87,0.0,2165.04,0.0853559701554889,24.799999999999955,-91.37999999999997,33.370000000000005,-0.4299999999999997,0.0,82.37999999999991,1517.91,1586.745,0.051917604908161,74.02,94.99,100.04999999999995,0.05986469155409344,0.046648957456932275,0.0630536097482582,0.1505976070509124,84.12,0.053014189425522065,True,0,92,2020.0,2021-04-30,2021-06-30,2021-02-11,149.888233244,True,True,0.09446271029308427,92,0.07252394325710657,0.06865132316484625,0.025431942818247174,0.03815850254055489,0.11925152522221284,8000,0.07252394325710657
2021,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,803.64,163.25,278.48,11.53,0.0,209.15,1663.41,84.12,882.72,236.88,643.9100000000001,130.47,4.45,1169.49,0.0,1894.39,0.1094066644434753,52.75,-35.46000000000001,49.670000000000016,-0.3100000000000005,0.0,38.22999999999999,1655.58,1659.495,0.023037128765076118,84.12,74.02,42.180000000000064,0.04460393071386175,0.050690119584572424,0.02541737094718578,0.12603231706031054,80.96,0.04878592583888472,True,0,92,2021.0,2022-05-02,2022-06-30,2022-02-10,130.960105880129,True,True,0.07891563751631009,92,0.049385561652156844,0.045809954456048144,0.01978101515388152,0.02423906858597915,0.08646711299408333,8000,0.049385561652156844
2022,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,887.46,139.65,337.57,11.64,0.0,206.16,1778.72,80.96,832.37,204.17,655.55,157.87,5.69,1213.81,0.0,1487.89,0.1028414661273182,83.82000000000005,-23.599999999999994,59.089999999999975,0.11000000000000121,0.0,48.44000000000007,1663.41,1721.065,0.028145363481332817,80.96,84.12,-50.35000000000002,0.048876712965518446,0.04704064053362307,-0.029255141438586003,0.11978629511378129,13.81,0.008024101355846525,True,0,92,2022.0,2023-06-22,2023-06-30,2023-02-10,181.514911146657,True,True,0.1054666216247829,92,0.04832303859869838,0.045237156112292225,0.017944151685326284,0.0250086294576364,0.08264741869917934,8000,0.04832303859869838
2023,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,817.22,93.18,540.13,235.98,0.0,203.8,1763.42,13.81,858.37,230.41,715.7099999999999,148.13,13.4,1203.34,0.0,1920.78,0.039041334951053,-70.24000000000001,-46.47,202.56,224.33999999999997,0.0,-1.9900000000000375,1778.72,1771.0700000000002,-0.001123614538104105,13.81,80.96,26.0,0.045712478896938004,0.007797546116189648,0.014680390950103608,0.11507167983196598,284.04,0.16037762482567036,True,0,92,2023.0,2024-04-29,2024-06-30,2024-02-09,242.427367834327,True,True,0.13688186680048048,92,0.053221837390059167,0.04984102436491794,0.01896229761059872,0.028241076173347004,0.08815840666087457,8000,0.053221837390059167
2024,BITTI.HE,Bittium Oyj,Communications & Networking,Communication Services,969.17,256.23,399.71,34.24,0.0,199.67,1943.19,284.04,989.57,244.41,677.4,157.38,16.64,1327.35,0.0,2671.88,0.1570798960334502,151.94999999999993,163.05,-140.42000000000002,-201.73999999999998,0.0,-72.42000000000004,1763.42,1853.305,-0.03907613695533117,284.04,13.81,131.20000000000005,0.007451552766544093,0.1532613358297744,0.07079244916514013,0.1077372585731976,,,True,0,92,2024.0,2025-04-30,2025-06-30,2025-02-18,203.567219799513,True,True,0.10984010715964884,92,0.03510298886676364,0.0331303803208501,0.012420162354555361,0.018858084098569414,0.0584443697237262,8000,0.03510298886676364
2016,BMAX.ST,Byggmax Group AB,Specialty Retailers,Consumer Discretionary,959.22,32.24,1474.35,279.66,19.73,351.83,3442.87,329.45,5125.12,3558.02,1308.75,0.0,20.23,1234.9,0.0,3628.68,0.1928253299862336,114.54000000000008,7.120000000000001,382.04999999999995,70.35000000000002,0.46999999999999886,-203.80999999999983,2443.1,2942.9849999999997,-0.06925281644316905,329.45,470.31,1175.35,0.15980713459293883,0.111944165532614,0.39937342528079484,0.1195486895108198,292.73,0.0994670377185069,True,1,93,2016.0,2017-05-12,2017-06-30,2017-01-24,323.875691233796,True,True,0.11005006523437802,93,0.10692110506058042,0.10259155485564098,0.03392191416586903,0.05968639465285336,0.16929496066637995,8000,0.10692110506058042
2017,BMAX.ST,Byggmax Group AB,Specialty Retailers,Consumer Discretionary,1074.09,40.13,1683.39,346.32,7.3,340.92,3650.66,292.73,5152.96,3555.38,1372.43,0.0,12.69,1359.68,0.0,3357.12,0.1562573546716873,114.86999999999989,7.890000000000001,209.0400000000002,66.65999999999997,-12.43,-47.83000000000034,3442.87,3546.765,-0.013485528361760743,292.73,329.45,27.840000000000146,0.0928874622367143,0.08253436582350396,0.007849406430930763,0.09612139513049216,365.5,0.10305165411297337,True,1,93,2017.0,2018-06-21,2018-06-30,2018-01-25,340.4067125568,True,True,0.09597667523977485,93,0.08999272392104304,0.08630699043155342,0.02802129555163801,0.05081068472919005,0.14083437597107848,8000,0.08999272392104304
2018,BMAX.ST,Byggmax Group AB,Specialty Retailers,Consumer Discretionary,1064.37,51.23,1779.09,391.51,0.0,372.88,3577.89,365.5,4783.29,3309.85,1311.9,0.0,13.67,1313.9,0.0,1904.85,0.1125428114772813,-9.720000000000027,11.099999999999994,95.69999999999982,45.19,-7.3,-78.62999999999984,3650.66,3614.2749999999996,-0.02175540046067326,365.5,292.73,-369.6700000000001,0.08099273021560342,0.10112678199638933,-0.10228054035733311,0.10316868528266389,278.9,0.07716623665880433,True,1,93,2018.0,2019-05-09,2019-06-30,2019-01-25,232.643672407718,True,True,0.06436800531440413,93,0.07902955641124791,0.07622430761164439,0.024026991069994806,0.04496529902728098,0.12121045193116999,8000,0.07902955641124791
2019,BMAX.ST,Byggmax Group AB,Specialty Retailers,Consumer Discretionary,1057.97,30.01,1991.13,459.45,0.0,366.34,4730.04,278.9,4911.06,3336.79,1369.0700000000002,0.0,14.98,1407.24,0.0,1512.28,0.1351723941900459,-6.399999999999864,-21.219999999999995,212.0400000000002,67.94,0.0,-129.28000000000006,3577.89,4153.965,-0.03112207252588793,278.9,365.5,127.77000000000044,0.08798822329990744,0.0671406716233767,0.03075856440774066,0.08819043973649271,1225.11,0.29492545074404813,True,1,93,2019.0,2020-06-02,2020-06-30,2020-01-28,1282.02894604243,True,True,0.3086277679379653,93,0.074988308455214,0.07237941777916923,0.02196349796724523,0.0439118045262298,0.11517898061559094,8000,0.074988308455214
2020,BMAX.ST,Byggmax Group AB,Specialty Retailers,Consumer Discretionary,1231.11,64.74,1947.43,104.42,42.81,430.21,5151.04,1225.11,6960.7,4691.64,1614.03,0.0,37.87,2054.99,0.0,3264.38,0.3003226293071984,173.13999999999987,34.72999999999999,-43.700000000000045,-355.03,42.81,-130.11000000000004,4730.04,4940.54,-0.0263351779360151,1225.11,278.9,2049.6399999999994,0.05645131908657758,0.24797086958105793,0.4148615333546534,0.08707752593846016,815.8,0.16512365045116525,True,1,93,2020.0,2021-06-16,2021-06-30,2021-01-26,554.511000449481,True,True,0.11223692156110081,93,0.05798276201545833,0.05524627441908276,0.01905084500420929,0.03210013365357761,0.09284139453158248,8000,0.05798276201545833
2021,BMAX.ST,Byggmax Group AB,Specialty Retailers,Consumer Discretionary,1780.01,41.89,2462.98,389.71,175.37,500.78,5916.79,815.8,7661.87,5049.12,1785.94,0.0,38.08,2194.08,0.0,5321.96,0.359480966965653,548.9000000000001,-22.849999999999994,515.55,285.28999999999996,132.56,474.0500000000001,5151.04,5533.915,0.08566268184458925,815.8,1225.11,701.1700000000001,0.2213821498884605,0.14741823826350783,0.12670415067813656,0.09049289698161248,509.28,0.09202888009664044,True,1,93,2021.0,2022-06-30,2022-06-30,2022-01-26,959.264891524528,True,True,0.17334290308480127,93,0.05426350314844269,0.051798817698645,0.01813852638249115,0.02948067437301431,0.08773189823971368,8000,0.05426350314844269
2022,BMAX.ST,Byggmax Group AB,Specialty Retailers,Consumer Discretionary,1719.69,17.88,2530.12,771.84,104.48,550.64,6125.75,509.28,6898.05,4559.74,1943.05,0.0,57.95,2222.33,0.0,2744.74,0.1517821385662798,-60.319999999999936,-24.01,67.13999999999987,382.13000000000005,-70.89,207.79000000000025,5916.79,6021.27,0.03450933108795989,509.28,815.8,-763.8199999999997,0.13548636749390078,0.08458016332102695,-0.12685363718949652,0.09144914611037205,777.31,0.12909402833621478,True,1,93,2022.0,2023-04-25,2023-06-30,2023-01-31,774.528632992973,True,True,0.12863210468771089,93,0.041447195854826334,0.039016113101316974,0.015227568845039395,0.02147258321381034,0.06951924370112154,8000,0.041447195854826334
2023,BMAX.ST,Byggmax Group AB,Specialty Retailers,Consumer Discretionary,1501.09,10.07,2313.55,964.48,22.15,529.55,6206.7,777.31,6084.13,4049.78,1947.75,0.0,104.5,2376.97,0.0,2239.28,-0.0075305956743249,-218.60000000000014,-7.809999999999999,-216.5699999999997,192.64,-82.33000000000001,116.08999999999952,6125.75,6166.225,0.01882675380804293,777.31,509.28,-813.9200000000001,0.08259186130898563,0.12605929884167377,-0.13199648082903234,0.08587912377508118,874.62,0.14184042911181477,True,1,93,2023.0,2024-06-11,2024-06-30,2024-01-31,773.381534614247,True,True,0.12542220477103042,93,0.04314721366082766,0.04109035817100995,0.015219855641097022,0.022543159574357496,0.07115809319426947,8000,0.04314721366082766
2024,BMAX.ST,Byggmax Group AB,Specialty Retailers,Consumer Discretionary,1378.68,11.31,2022.26,646.67,34.96,433.86,6071.93,874.62,6087.75,3976.46,1952.63,0.0,99.67,2469.49,0.0,2707.43,0.0238875233347776,-122.40999999999985,1.2400000000000002,-291.2900000000002,-317.81000000000006,12.810000000000002,-137.35999999999973,6206.7,6139.3150000000005,-0.02237383160824941,874.62,777.31,3.619999999999891,0.12661184513255955,0.14246214765002282,0.0005896423298038773,0.0706691218808613,,,True,1,93,2024.0,2025-06-24,2025-06-30,2025-01-31,530.794761109536,True,True,0.08645830375368196,93,0.045319242090703156,0.043115965840025916,0.015269492442158902,0.024696582748570152,0.07317499543944667,8000,0.045319242090703156
