Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2021,NETCG.CO,Netcompany Group A/S,Software & IT Services,Information Technology,3566.54,617.74,1767.28,100.31,6.93,426.7,9453.89,636.33,4963.78,3181.53,824.15,0.0,25.44,4081.37,9.15,47430.01,0.228005241387403
2022,NETCG.CO,Netcompany Group A/S,Software & IT Services,Information Technology,3931.08,473.91,2100.39,66.72,0.0,468.42,10145.13,1049.12,7525.2,5152.33,1289.59,0.0,66.43,4965.01,8.72,20744.6,0.2044441495617976
2023,NETCG.CO,Netcompany Group A/S,Software & IT Services,Information Technology,4769.39,672.4,2840.72,220.43,61.37,1420.88,12244.29,1161.76,9308.81,6728.76,1758.72,0.0,174.28,5737.4,9.75,16926.35,0.1125862383964224
2024,NETCG.CO,Netcompany Group A/S,Software & IT Services,Information Technology,4985.02,395.94,3325.98,58.86,49.55,1415.23,12738.79,1506.64,10191.67,7256.15,1775.27,0.0,207.4,5705.42,0.0,26748.58,0.1670078626989775
2020,NETEL.ST,Netel Holding AB (publ),Construction & Engineering,Industrials,676.64,93.98,499.13,53.25,14.62,83.54,1577.79,134.08,1888.32,1279.35,490.25000000000006,0.0,24.56,629.65,0.0,,0.149543397125387
2021,NETEL.ST,Netel Holding AB (publ),Construction & Engineering,Industrials,958.69,264.03,551.44,0.97,28.25,121.78,2078.14,114.25,2423.34,1561.44,737.62,0.0,27.06,887.57,0.0,2084.01,0.1095350225897676
2022,NETEL.ST,Netel Holding AB (publ),Construction & Engineering,Industrials,1443.9,347.33,688.06,4.71,29.18,176.02,2935.81,-68.41,2984.4,1882.24,958.69,0.0,25.65,1040.1,0.0,1542.82,0.1132775694644746
2023,NETEL.ST,Netel Holding AB (publ),Construction & Engineering,Industrials,1516.19,449.02,922.2,9.06,23.16,174.17,3167.28,240.86,3170.95,1983.59,1055.0,0.0,65.69,1140.66,0.0,717.95,0.0584486174670803
2024,NETEL.ST,Netel Holding AB (publ),Construction & Engineering,Industrials,1377.65,268.33,777.24,8.22,0.0,166.55,3051.39,60.0,3339.82,2148.92,1092.25,0.0,66.1,1125.76,0.0,662.34,0.0289138004548039
2004,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,106.15,68.41,26.78,0.0,0.0,0.0,131.55,-47.08,37.17,14.82,99.63,40.8,0.01,104.76,0.0,486.87,-0.34831996945399
2005,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,120.25,78.9,34.7,0.0,0.0,0.81,161.82,-29.46,78.5,29.14,101.84,46.45,0.01,125.42,0.0,782.34,-0.0481581884866847
2006,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,117.4,70.73,52.3,0.0,0.0,1.36,176.86,26.51,117.28,34.64,104.32,42.36,0.0,124.56,0.0,2652.59,0.166024405908799
2007,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,150.46,107.84,58.26,0.0,0.0,7.0,219.47,85.18,198.28,57.89,122.42,46.26,0.0,152.4,0.0,1344.99,0.4214566929133857
2008,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,226.14,46.01,68.12,0.0,0.0,3.41,318.16,44.03,234.62,64.74,140.74,61.17,0.0,244.07,0.0,1115.73,0.3700167984594583
2009,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,221.48,60.68,52.5,0.0,0.0,2.06,330.35,25.14,191.6,45.24,118.38,33.97,0.13,271.24,0.0,1493.63,0.2279162365432826
2010,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,322.38,204.64,73.94,0.0,0.0,1.48,460.54,65.3,241.61,90.0,115.43,18.6,0.1,382.27,0.0,1157.04,0.1430402595024459
2011,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,319.29,170.25,64.02,0.0,2.34,3.54,493.63,25.79,254.38,97.04,120.36,17.33,0.11,426.67,0.0,691.57,0.1270302575761126
2012,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,285.33,159.1,51.47,0.0,2.14,4.23,485.49,51.35,240.89,97.08,138.87,25.72,0.16,430.93,0.0,519.18,0.0707771563827071
2013,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,308.66,192.01,58.33,0.0,0.0,4.1,526.82,60.01,253.43,112.2,149.96,34.68,0.17,465.72,0.0,527.63,0.0553551490165765
2014,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,400.38,282.1,80.0,0.0,0.02,3.22,597.64,121.86,348.24,135.17,163.85,37.65,0.17,514.61,0.0,1158.63,0.1684770991624726
2015,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,365.59,202.63,121.03,0.0,0.14,3.92,701.61,58.55,359.28,143.15,197.76,42.03,0.01,556.3,0.0,3388.45,0.1085565342441128
2016,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,372.05,203.83,115.5,0.0,0.29,2.96,690.42,107.06,494.44,184.32,261.57000000000005,73.68,0.04,533.93,0.0,3291.05,0.2288502238121101
2017,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,344.3,177.86,131.7,0.0,0.32,4.64,697.89,69.01,413.51,173.74,248.64,60.41,0.07,546.44,0.0,1845.57,0.0941914940341116
2018,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,262.77,90.65,134.82,0.0,0.13,32.77,634.24,21.28,420.93,165.28,253.36,58.43,0.04,481.94,0.0,1017.89,0.1259077893513715
2019,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,292.23,49.02,150.57,0.0,0.24,27.69,643.69,56.62,417.41,154.71,248.41000000000005,65.86,2.11,434.84,0.0,840.94,0.1794683101830559
2020,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,505.8,295.7,121.16,0.0,0.68,26.09,900.49,16.24,339.89,132.97,207.26,57.17,1.41,723.23,0.0,643.33,0.0766284584433721
2021,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,540.8,345.74,142.05,0.0,0.05,18.8,807.31,103.94,381.53,152.64,209.61,53.08,1.21,629.9,0.0,2514.96,0.1129544372122558
2022,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,517.44,290.24,148.78,0.0,0.08,15.15,795.55,141.41,451.43,168.61,222.48,48.82,0.96,569.55,0.0,2101.68,0.1899745413045387
2023,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,520.4,268.21,153.5,0.0,6.22,12.77,844.07,106.81,556.73,216.55,265.1,51.57,0.96,626.37,0.0,1879.63,0.2006641441959226
2024,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,503.43,239.49,175.51,0.0,3.56,12.26,858.23,130.42,618.35,239.22,298.09000000000003,50.41,0.78,664.53,0.0,2695.94,0.1966352158668532
2003,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,1062.24,20.3,292.31,0.0,0.0,0.0,1539.41,66.67,1652.16,919.36,546.59,0.0,0.0,584.8,0.0,1239.5,0.3184165526675787
2004,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,1475.57,76.82,683.03,415.04,10.78,197.66,2038.3,2.11,2130.89,1143.72,744.1,0.0,29.91,824.24,7.49,2384.27,0.2562850925180044
2005,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,2086.04,113.62,504.14,69.8,29.81,271.65,2872.19,-84.13,2664.45,1415.4,990.62,0.0,41.89,963.03,8.41,3084.73,0.2229062011035161
2006,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,2291.79,103.98,624.25,51.99,0.0,314.13,3168.16,244.78,3092.22,1600.76,1179.68,0.0,55.69,1193.42,0.0,3163.51,0.214584974275611
2007,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,2598.35,97.14,627.89,48.44,25.9,320.25,4044.95,71.94,3667.82,1903.46,1406.21,0.0,91.7,1199.52,10.01,2566.22,0.2202921796069548
2008,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,3102.6,170.02,549.01,45.35,49.17,369.3,4775.77,-229.22,3981.49,2028.63,1625.78,0.0,124.79,1598.74,31.92,252.52,0.1240540639986261
2009,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,2138.4,65.05,488.22,20.23,29.05,307.14,3561.95,663.59,3420.31,1798.5,1457.69,0.0,39.67,1435.04,27.11,1015.42,0.0851143863488697
2010,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,2321.07,105.59,625.49,31.15,57.61,289.71,3747.06,288.56,3590.7,1884.12,1414.07,0.0,24.69,1655.75,21.43,1599.69,0.159684708856533
2011,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,2631.85,102.13,578.76,36.01,27.94,317.67,4170.55,57.0,3693.42,1912.31,1478.82,0.0,46.12,1794.94,21.0,910.77,0.1410674361487715
2012,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,2380.11,196.63,567.98,65.14,26.79,254.58,3801.8,293.15,3678.49,2076.19,1555.04,0.0,53.55,1655.82,20.29,976.64,-0.0037527369922023
2013,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,2420.98,174.45,553.5,69.46,20.36,270.96,3978.57,323.55,3652.85,1964.78,1446.92,0.0,54.87,1959.27,22.52,1446.03,0.0939958320508226
2014,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,3257.76,207.04,666.64,80.23,25.78,294.74,5019.29,-261.06,3925.65,2132.03,1573.9,0.0,38.95,2287.46,17.83,2079.19,0.0784152969908341
2015,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,3721.48,173.21,1035.26,302.88,12.35,378.75,5733.81,123.82,4746.78,2617.05,1907.14,0.0,64.53999999999999,2607.62,23.02,2039.64,0.0600804366998143
2016,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,3581.32,207.59,907.73,97.96,30.54,378.57,5523.2,440.8,5142.6,2786.0,1998.77,0.0,60.2,2650.17,21.43,2959.76,0.1114051504716275
2017,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,3991.18,202.53,1018.66,82.25,53.33,415.77,5956.95,201.22,5420.12,2933.61,2066.94,0.0,52.58,3008.54,22.61,3080.68,0.121072860135592
2018,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,4723.94,304.66,1625.39,339.31,76.12,573.22,6890.94,208.46,5890.95,3158.05,2319.92,0.0,40.36,3332.56,18.74,2612.97,0.1111867036672336
2019,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,4960.61,329.4,1538.05,360.06,88.7,1346.95,7871.02,92.59,6424.28,3459.3500000000004,2517.88,0.0,70.16,3520.36,15.28,3167.5,0.1065973911371065
2020,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,4579.76,339.47,1317.89,107.97,61.19,1346.5,7535.68,1234.93,6242.01,3557.01,2239.17,0.0,66.63,4014.95,10.96,3214.77,0.0941898850197843
2021,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,4660.56,319.47,1716.09,111.65,87.59,1225.93,7463.56,1210.06,6733.43,3500.01,2317.2000000000003,0.0,125.17,4449.24,0.88,9235.16,0.1777592514359163
2022,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,7222.99,394.77,2300.64,172.72,98.27,1242.09,10300.83,-342.05,8402.7,4253.52,2778.99,0.0,50.36,5543.49,1.04,10974.66,0.2380418177915892
2023,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,7496.87,375.12,1888.79,95.74,87.29,1366.99,10811.95,959.25,9467.97,4717.219999999999,3263.51,0.0,134.57,6503.0,1.21,13609.61,0.2079683774047885
2024,NEWAb.ST,New Wave Group AB,Textiles & Apparel,Consumer Discretionary,7808.08,561.13,1781.59,70.73,39.48,1733.06,11644.62,1300.03,9690.66,4915.55,3546.4700000000003,0.0,139.23,7419.15,0.82,13252.72,0.1468213483342924
2012,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,2.65,0.6,5.53,0.0,0.0,0.16,10.43,-8.81,1.13,0.0,17.39,0.0,0.32,-4.83,0.0,,3.4327122153209118
2013,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,72.07,69.73,9.21,0.0,0.0,0.1,79.71,-29.87,0.04,0.0,37.06,0.0,1.26,63.15,0.0,659.07,-0.6061757719714964
2014,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,169.76,129.26,10.18,0.0,0.0,1.96,178.93,-112.07,6.68,0.0,88.69,27.7,0.01,161.61,0.0,560.22,-0.3361178144916774
2015,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,166.96,130.23,20.04,0.0,0.02,18.73,192.76,-109.63,4.57,0.0,124.52,24.78,0.12,172.72,0.0,1448.43,-0.5517021769337656
2016,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,165.94,106.34,24.32,0.0,0.05,16.24,201.49,-199.78,92.07,0.0,283.17,62.06,0.05,177.17,0.0,2000.99,-0.7286222272393749
2017,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,143.84,79.72,30.25,0.0,1.15,30.09,195.38,-147.59,98.16,104.01,162.16,36.02,0.02,165.13,0.0,974.76,-0.7994307515290984
2018,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,103.62,46.3,30.76,0.0,1.87,27.13,150.05,-144.42,108.39,77.61,201.68,45.14,0.03,119.29,0.0,544.06,-1.0544890602732833
2019,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,129.71,88.54,34.75,0.0,0.19,31.21,172.9,-131.39,84.44,63.87,185.16000000000005,24.89,0.7000000000000001,134.8,0.0,154.55,-1.0415430267062316
2020,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,108.07,67.95,27.38,2.35,0.06,17.2,131.48,-80.37,58.13,49.39,107.37,6.98,0.81,97.19,0.0,197.84,-0.9513324416092191
2021,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,141.19,102.71,25.38,0.0,0.32,16.45,161.66,-47.68,50.76,41.78,67.22,5.5,0.35,134.25,0.0,723.36,-0.3954562383612663
2022,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,106.89,69.3,24.57,0.0,0.14,12.35,121.85,-33.12,48.29,33.54,62.83,12.09,0.13,96.0,0.0,413.45,-0.37625
2023,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,110.63,67.75,24.36,0.0,0.03,6.74,118.9,-56.63,34.38,27.0,72.66,13.23,0.31,94.35,0.0,738.58,-0.554954954954955
2024,NEXT.OL,Next Biometrics Group ASA,Electronic Equipment & Parts,Information Technology,144.47,62.91,31.29,0.0,0.09,7.09,152.39,-61.68,71.57,32.42,85.22,22.26,0.14,118.86,0.0,792.26,-0.201497560154804
1998,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,43814.0,1936.0,28190.0,6737.0,0.0,4015.0,113701.0,7483.0,97468.0,62339.0,28459.0,1044.0,0.0,43532.0,1266.0,19097.76,0.1721951872851466
2006,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,183670.0,6609.0,120424.0,2509.0,2065.0,32150.0,234459.0,20859.0,98752.0,62790.0,30056.0,0.0,0.0,95831.0,771.0,80751.61,0.0611374505703815
2007,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,47572.0,9330.0,20377.0,1045.0,2361.0,26750.0,34566.0,876.0,94316.0,58504.0,28480.0,507.0,0.0,54049.0,959.0,96841.46,0.1425065445026178
2008,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,40108.0,3333.0,23343.0,1168.0,1984.0,29337.0,95157.0,7584.0,88643.0,58189.0,29184.0,606.0,0.0,52808.0,1333.0,34693.2,0.0346502650486692
2009,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,27803.0,2573.0,15043.0,2010.0,1196.0,25648.0,77599.0,4546.0,67409.0,40458.0,25917.0,690.0,0.0,46169.0,1026.0,60405.77,0.0365292933573471
2010,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,36817.0,10929.0,15910.0,940.0,1999.0,24851.0,88788.0,6363.0,75754.0,49555.0,23297.0,543.0,0.0,56418.0,1025.0,69077.79,0.0599724944727817
2011,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,38185.0,8365.0,21216.0,4248.0,2505.0,64192.0,132680.0,7432.0,71500.0,42694.0,24301.0,248.0,0.0,77457.0,6988.0,57394.01,0.0562851560187104
2012,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,30165.0,7034.0,17464.0,5987.0,1921.0,54204.0,118342.0,5434.0,64181.0,41559.0,21353.0,247.0,454.0,69663.0,5835.0,57683.67,0.0140665977906699
2013,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,30681.0,8412.0,18850.0,6220.0,1959.0,52855.0,116324.0,5202.0,64877.0,43175.0,20592.0,216.0,372.0,69981.0,5283.0,56007.78,0.0126753826530612
2014,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,35927.0,9253.0,19116.0,6039.0,1884.0,55719.0,126273.0,5965.0,77907.0,51480.0,21804.0,277.0,353.0,74030.0,5911.0,87808.29,0.0568794485933375
2015,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,36160.0,6917.0,17399.0,3562.0,1338.0,51174.0,122544.0,14373.0,87694.0,56330.0,24157.0,330.0,404.0,74169.0,5159.0,68545.91,0.0899178096006454
2016,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,36371.0,8037.0,17106.0,3283.0,1773.0,58734.0,130793.0,10018.0,81953.0,52151.0,24442.0,370.0,409.0,81906.0,5733.0,85449.63,0.0607149784913109
2017,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,54631.0,11828.0,33337.0,8245.0,2570.0,72933.0,163273.0,14347.0,109220.0,69848.0,31723.0,500.0,368.0,87032.0,5178.0,129002.04,0.0843834725084047
2018,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,54998.0,5995.0,35817.0,9373.0,2266.0,74369.0,164928.0,7025.0,159377.0,102523.0,49931.0,594.0,138.0,85820.0,4936.0,81125.42,0.0813059191678787
2019,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,53665.0,12286.0,29691.0,6157.0,1311.0,74243.0,164401.0,12550.0,149766.0,97474.0,52185.0,625.0,515.0,79932.0,4148.0,67532.1,0.002580875356803
2020,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,60055.0,17638.0,29048.0,4748.0,1434.0,64245.0,164408.0,12170.0,114291.0,68953.0,43823.0,510.0,1183.0,74279.0,3165.0,82470.27,0.0108723722948194
2021,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,75713.0,22923.0,39569.0,6428.0,3237.0,54605.0,174512.0,10680.0,149654.0,88843.0,47282.0,512.0,1262.0,84064.0,4316.0,143836.76,0.14459153654673
2022,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,89128.0,29805.0,42807.0,6746.0,5888.0,62656.0,198618.0,29393.0,207929.0,129373.0,54509.0,655.0,1437.0,102455.0,5343.0,151698.95,0.2158203306183788
2023,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,80012.0,24618.0,43892.0,7111.0,3822.0,74981.0,206462.0,22220.0,193619.0,123538.0,62064.0,786.0,2334.0,100579.0,6604.0,139618.67,0.0603547204314117
2024,NHY.OL,Norsk Hydro ASA,Metals & Mining,Materials,75625.0,15049.0,49411.0,11601.0,3905.0,77937.0,207371.0,15356.0,203636.0,129349.0,62870.0,980.0,3194.0,101461.0,5991.0,125643.86,0.0856475449503034
2004,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1192.05,80.93,611.14,75.08,20.92,799.85,2279.89,275.1,2900.59,1991.97,594.71,0.0,0.0,811.36,3.01,3361.57,0.3854636099070448
2005,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1371.9,112.26,682.13,100.12,35.83,862.06,2653.87,175.51,3298.69,2387.28,692.72,73.42,34.29,871.07,4.42,4166.1,0.2944865161223997
2006,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1901.17,198.77,959.42,127.2,0.0,1016.42,3553.59,345.02,4314.28,2966.39,915.93,84.32,49.34,1168.66,0.0,8456.36,0.3995516232266011
2007,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2002.59,174.84,756.14,116.73,21.36,1155.87,3804.26,34.76,4682.6,3318.08,979.86,87.45,76.01,1301.61,0.0,5297.67,0.304315424743203
2008,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2345.96,310.61,924.71,160.77,13.25,1334.28,4576.58,559.38,4969.81,3514.23,1081.8,82.97,100.33,1673.26,6.22,3188.53,0.2122204491866532
2009,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1876.57,282.46,812.67,128.73,0.0,1131.79,3878.48,735.52,4733.24,3233.24,1122.3200000000002,80.9,54.98,1771.95,0.0,4508.71,0.227771663986004
2010,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2277.94,355.31,1142.44,156.7,68.63,1106.87,4467.22,660.93,5468.43,3589.35,1317.42,102.88,42.66,2146.58,7.55,7199.87,0.2886919545245646
2011,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3526.71,873.87,1731.16,459.71,65.86,1646.56,10186.81,967.43,7030.31,4613.6,1689.73,137.41,58.21,3893.58,0.0,8553.4,0.2070536626960278
2012,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3388.25,799.79,1561.66,431.44,59.75,1610.02,9920.88,874.12,7900.04,5184.1,2111.93,176.61,61.45,4158.51,0.0,7800.05,0.1729393460638545
2013,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4494.47,1499.63,1633.75,189.06,67.2,1780.39,12220.63,964.79,8875.01,5831.9,2294.7500000000005,202.53,65.34,5254.56,0.0,13282.06,0.168529810298103
2014,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5687.75,1751.18,2054.07,281.8,60.39,1991.77,17358.47,1289.69,10134.71,6527.44,2720.85,255.37,78.08,6287.77,0.0,18865.75,0.1691712642160892
2015,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6081.58,1515.42,2567.22,171.64,95.24,2215.58,19470.27,1853.89,12661.7,8089.61,3402.7899999999995,334.64,104.22,7773.87,0.0,29170.85,0.1800544645073819
2016,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7680.43,2220.96,5001.43,2539.6,84.4,2674.26,24679.04,1739.04,15071.06,9639.86,4040.75,401.62,109.0,11502.15,0.0,31298.4,0.1463265563394668
2017,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,9878.38,3334.15,5367.47,2017.3,122.08,3044.97,28008.09,2055.8,18407.29,12052.03,4727.47,486.11,124.92,12815.28,0.0,36188.58,0.1552037879781011
2018,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,10991.11,2950.02,5406.26,1836.56,123.93,3327.68,31511.48,1768.05,21085.52,14097.59,5149.639999999999,574.99,145.15,15034.09,14.64,40823.97,0.1507190307753545
2019,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12165.24,3698.14,6763.36,2552.32,165.03,4653.62,34908.25,2752.67,23582.85,15853.42,5829.18,690.49,206.59,16417.54,89.08,70065.01,0.1444359899240424
2020,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,13965.14,4796.01,9860.39,4210.22,243.3,5586.47,40031.52,5140.95,27783.44,18597.69,6836.86,888.38,233.36,18365.4,155.59,129561.03,0.1621894941901054
2021,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,15852.49,4405.69,8749.02,2387.96,439.4,5973.3,42277.85,3269.2,30900.05,20673.53,7142.719999999999,900.98,219.48,20886.59,213.37,268605.8,0.1784505752617541
2022,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,20850.91,4355.23,12945.22,4200.87,652.3,7787.09,50822.67,2483.68,38073.25,26092.87,8237.75,1046.11,277.44,26294.24,35.77,184262.13,0.171336813012984
2023,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,24361.69,3781.41,15670.29,5365.05,548.69,11646.25,68564.7,2567.81,46428.65,30879.45,10742.02,1312.77,905.7,30364.02,47.32,143703.08,0.1714574234479638
2024,NIBEb.ST,Nibe Industrier AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,24085.2,5169.26,16090.72,6648.69,428.72,13585.26,72384.1,4074.09,41209.76,30049.22,11057.81,1445.15,1427.87,32999.81,43.18,89623.94,0.0036319352455695
2014,NICA.ST,Nanologica AB (publ),Chemicals,Materials,10.98,8.75,7.86,0.31,0.0,1.21,18.78,0.0,1.51,0.6,18.58,0.0,0.0,7.82,0.0,,-2.2595907928388743
2015,NICA.ST,Nanologica AB (publ),Chemicals,Materials,23.05,19.83,6.16,0.43,0.0,1.58,34.29,-13.33,3.12,1.18,21.12,0.0,0.11,25.26,0.0,76.26,-0.7636579572446553
2016,NICA.ST,Nanologica AB (publ),Chemicals,Materials,21.22,15.94,5.26,0.79,0.0,1.75,30.22,-22.77,1.96,1.9,24.7,0.0,0.19,20.89,0.0,71.37,-1.188606988989947
2017,NICA.ST,Nanologica AB (publ),Chemicals,Materials,17.85,7.04,20.75,17.14,0.0,1.54,25.93,-22.46,2.52,1.34,25.63,0.0,0.87,1.94,0.0,41.35,-13.051546391752575
2018,NICA.ST,Nanologica AB (publ),Chemicals,Materials,27.2,21.35,8.43,3.05,0.0,0.97,44.66,-10.96,3.88,2.5,21.48,0.0,1.14,25.85,0.0,51.57,-0.8216634429400387
2019,NICA.ST,Nanologica AB (publ),Chemicals,Materials,7.91,1.1,14.54,2.55,0.0,0.9,48.19,-9.09,8.59,4.95,26.48,0.0,1.0499999999999998,5.07,0.0,163.63,-4.712031558185404
2020,NICA.ST,Nanologica AB (publ),Chemicals,Materials,105.64,69.3,18.52,2.84,0.0,2.11,152.81,-44.36,16.51,4.12,38.91,0.0,3.56,97.08,0.0,388.66,-0.3098475484136794
2021,NICA.ST,Nanologica AB (publ),Chemicals,Materials,55.34,10.7,14.13,2.3,0.0,2.19,95.79,-46.6,12.94,7.52,45.3,0.0,3.24,50.27,0.0,372.7,-0.8577680525164113
2022,NICA.ST,Nanologica AB (publ),Chemicals,Materials,109.8,66.19,12.72,1.25,0.0,2.99,145.44,-42.96,1.48,1.25,50.72,0.0,4.75,68.86,0.0,350.43,-0.8022073772872496
