Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2023,NICA.ST,Nanologica AB (publ),Chemicals,Materials,38.79,10.12,11.94,0.0,0.0,3.77,77.95,-35.68,1.44,6.8,54.870000000000005,0.0,5.68,-1.91,0.0,389.81,34.50785340314136
2024,NICA.ST,Nanologica AB (publ),Chemicals,Materials,116.65,49.79,70.64,49.13,0.0,3.28,147.12,-82.11,14.79,28.89,53.7,0.0,6.409999999999999,76.19,0.0,163.9,-0.97401233757711
2004,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,102.66,24.18,55.39,0.0,1.12,90.1,205.15,-1.12,220.97,130.99,124.34,0.0,0.0,71.37,0.19,,-0.4801565120178873
2005,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,100.84,10.23,51.64,0.0,0.0,74.06,177.35,-8.27,226.66,137.96,98.05,0.0,0.0,61.44,0.0,,-0.1521809895833334
2006,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,124.11,28.75,61.3,0.0,0.73,49.87,181.38,8.62,242.02,153.49,98.44,0.0,0.0,61.25,0.0,,-0.1617959183673468
2007,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,107.96,22.99,48.18,4.33,1.12,23.9,140.91,-3.19,260.84,159.53,104.7,0.0,0.0,67.31,0.0,,-0.050363987520428
2008,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,107.26,10.58,63.44,14.98,1.91,17.53,137.76,3.59,264.61,148.17,114.63,0.0,0.0,69.67,0.51,,0.0257908235964664
2011,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,125.15,31.96,47.98,0.71,5.59,7.0,140.79,29.46,277.22,132.98,111.84,0.0,0.0,85.66,0.0,,0.3782395517160872
2012,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,119.31,25.81,52.62,1.62,4.14,6.36,132.66,25.2,283.98,138.54,118.19,0.0,0.0,73.97,0.0,,0.368392591591186
2013,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,145.5,36.13,65.84,1.64,4.67,7.92,161.18,33.97,345.49,176.25,130.63,0.0,0.0,89.45,0.0,,0.43163778647289
2014,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,183.06,36.98,90.33,6.19,6.14,13.68,205.48,30.63,420.3,219.31,154.57,0.0,0.0,109.54,0.0,,0.4237721380317693
2015,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,201.96,33.02,119.37,27.75,3.5,31.26,243.18,30.97,504.02,265.56,190.09,0.0,0.0,118.61,0.0,465.38,0.4078070988955398
2016,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,210.29,33.39,121.82,24.18,3.15,38.66,257.26,53.53,599.46,318.52,209.0,0.0,0.0,130.67,0.0,840.69,0.5505471799188801
2017,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,249.91,44.87,157.56,35.7,4.51,43.13,312.82,64.13,641.59,353.06,211.33,0.0,0.0,154.01,0.0,881.37,0.5012661515486009
2018,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,254.63,37.02,154.53,39.48,3.63,51.49,332.98,55.93,666.78,370.87,220.36,0.0,0.0,176.4,0.0,757.73,0.4282879818594103
2019,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,216.84,30.28,163.48,69.47,5.56,138.06,386.67,58.92,665.7,379.33,226.6,0.0,2.89,175.06,0.0,736.63,0.3249171712555697
2020,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,278.03,69.21,163.5,29.42,9.94,125.43,441.01,76.48,632.75,354.24,240.7,0.0,2.87,219.08,0.0,479.81,0.1594851195910168
2021,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,387.03,113.37,220.27,28.82,0.0,129.89,541.88,79.0,790.04,425.11,252.33,0.0,1.95,271.1,0.0,915.36,0.4081519734415342
2022,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,425.87,106.44,228.72,45.64,22.45,103.96,577.92,42.4,895.81,500.05,280.67,0.0,2.1,313.65,0.0,901.51,0.3602423083054358
2023,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,412.13,105.43,269.75,88.45,17.46,110.19,581.76,88.69,865.66,487.75,324.99,0.0,6.26,296.46,0.35,688.75,0.1572049459250024
2024,NILb.ST,Nilorngruppen AB,Textiles & Apparel,Consumer Discretionary,409.37,103.65,223.4,41.56,12.88,139.33,614.28,95.86,960.73,525.94,353.95,0.0,6.41,359.43,0.8,771.33,0.2066179940593509
2017,NIVIb.ST,Nivika Fastigheter AB (publ),Real Estate Operations,Real Estate,81.77,75.48,92.23,65.56,1.01,5.08,2049.96,72.57,115.68,35.75,7.93,0.0,20.82,728.05,0.0,,0.0702973696861479
2018,NIVIb.ST,Nivika Fastigheter AB (publ),Real Estate Operations,Real Estate,79.24,59.93,123.31,55.53,1.88,8.34,2608.8,79.72,128.75,37.66,14.41,0.0,21.53,869.68,0.0,,0.0634141293349278
2019,NIVIb.ST,Nivika Fastigheter AB (publ),Real Estate Operations,Real Estate,192.0,176.88,143.75,73.42,0.0,22.96,3482.57,86.95,176.92,57.8,16.18,0.0,40.88,1013.19,0.0,,0.0612520849988649
2020,NIVIb.ST,Nivika Fastigheter AB (publ),Real Estate Operations,Real Estate,131.23,95.68,196.81,79.3,7.32,41.5,5291.0,130.25,256.31,80.01,23.23,0.0,75.45,1704.25,0.0,,0.0455449611265952
2021,NIVIb.ST,Nivika Fastigheter AB (publ),Real Estate Operations,Real Estate,263.21,212.44,346.38,158.18,11.93,56.46,7369.5,159.58,334.23,92.97,28.51,0.0,122.91,2443.67,0.0,,0.0367643748951372
2022,NIVIb.ST,Nivika Fastigheter AB (publ),Real Estate Operations,Real Estate,315.98,173.81,338.38,126.67,12.38,65.87,10453.01,142.31,509.11,167.46999999999997,41.56,0.0,137.87,4162.51,0.0,3114.43,0.0389692757494877
2023,NIVIb.ST,Nivika Fastigheter AB (publ),Real Estate Operations,Real Estate,152.52,64.11,276.0,122.86,0.0,62.97,10680.14,349.64,597.69,192.42,39.18,0.0,239.53,4776.2,0.0,2337.63,0.0264980528453582
2024,NIVIb.ST,Nivika Fastigheter AB (publ),Real Estate Operations,Real Estate,419.05,375.54,309.64,141.62,13.77,63.03,12670.09,660.74,935.7,271.67,77.75,0.0,321.91,5712.35,0.0,3972.76,0.0462804274948138
2004,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,465.03,52.97,463.2,55.21,1.59,0.0,800.4,7.11,785.24,502.35,245.86,0.0,7.44,260.91,0.0,87.98,0.1134107546663599
2005,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,753.16,97.81,710.57,0.0,0.0,0.0,1182.79,-69.75,1148.46,771.52,317.72,0.0,9.63,394.93,0.0,179.83,0.1255665560985491
2006,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1172.14,236.93,838.43,36.65,8.22,0.0,1633.13,0.93,1593.72,1111.37,402.97,0.0,15.39,598.06,0.0,454.04,0.1069959535832527
2007,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1886.38,353.14,1579.48,46.63,14.66,0.0,3101.96,23.42,2452.23,1705.92,618.8000000000001,0.0,0.0,933.6,0.0,719.94,0.1365788346186802
2008,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2871.92,267.23,2825.81,244.63,4.21,34.01,4380.72,84.37,4176.5,3333.04,766.5300000000001,0.0,0.0,989.06,0.0,123.27,0.0777809233009119
2009,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2138.72,191.91,2300.72,600.01,19.31,130.38,3689.47,-358.83,3784.09,2900.89,988.7,0.0,97.34,935.88,0.0,111.62,-0.2167371885284436
2010,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1923.96,272.33,2103.57,550.76,5.68,120.7,3452.0,132.29,3225.82,2396.43,902.74,0.0,146.43,802.73,0.0,163.56,-0.273790689272856
2011,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1984.62,434.75,2474.01,755.39,11.14,118.0,3528.84,158.24,2572.03,1781.26,702.1700000000001,0.0,70.12,840.38,0.0,206.7,0.0219900521192795
2012,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1451.73,227.67,1380.11,29.59,2.14,115.04,2350.35,-33.7,2346.48,1542.17,767.31,0.0,42.59,794.58,0.0,344.88,-0.0070351632308892
2013,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1282.33,155.57,1368.16,49.26,6.27,136.05,2224.63,-137.92,2693.17,1911.7,957.09,0.0,27.63,566.67,0.0,227.47,-0.3586743607390543
2014,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1484.46,130.6,1681.64,297.76,0.94,160.9,2411.48,-161.76,2453.66,1419.8,986.74,7.46,0.0,610.36,0.0,174.27,0.0894226358214822
2015,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1919.16,413.21,2119.36,522.8199999999999,11.39,134.52,3025.5,-0.17,3051.24,1939.68,1118.0,10.96,47.81,634.51,220.06,102.36,-0.0506570555952119
2016,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1341.97,175.78,1240.7,198.31,-4.66,94.34,2175.23,-94.09,202.34,126.28,146.81,6.66,14.29,471.94,144.49,138.68,-0.1271515013870187
2017,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2295.84,261.84,1721.02,339.85,0.0,7.32,2328.48,25.64,211.04,137.2,102.8,3.76,5.19,456.08,151.38,154.09,-0.0500279853817535
2018,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2377.41,349.45,1901.81,287.45,0.0,13.61,2416.04,126.04,220.31,142.11,62.56,0.0,13.87,357.7,156.53,236.86,0.003442039554285
2019,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,340.29,260.95,181.82,0.0,0.57,7.11,416.04,57.66,266.61,160.13,86.36,0.25,7.279999999999999,217.5,16.05,216.52,0.0560479554699208
2020,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,468.1,367.85,349.46,0.0,0.0,6.22,558.08,125.42,359.47,198.37,79.43,0.33,1.08,185.6,17.88,640.09,0.3976803617063103
2021,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,358.29,174.5,130.25,0.0,2.62,14.44,451.24,-54.59,478.89,236.71,105.1,0.33,4.359999999999999,296.95,19.28,1061.74,0.4207380703918033
2022,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,411.21,181.28,153.01,0.0,1.56,9.81,507.14,28.82,387.5,209.13,121.55,0.0,31.110000000000003,330.88,20.09,651.36,0.0732541242841268
2023,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,461.83,194.16,146.82,0.0,1.51,9.19,600.71,75.16,575.09,304.49,162.86,0.33,8.83,404.4,22.55,993.7,0.2324393957137839
2024,NKR.OL,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,507.29,204.94,250.13,0.0,4.94,10.11,818.56,141.55,623.51,333.72,208.54,2.5,14.5,418.57,70.03,1079.64,0.1417314776913629
2004,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4086.72,692.24,1994.6,247.37,32.58,886.08,6504.91,320.96,8030.48,4505.11,3601.08,0.0,54.79,2963.25,0.0,2057.79,-0.0440394836750189
2005,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4247.12,298.66,2058.72,233.66,46.48,862.15,6614.46,44.3,9408.55,5529.91,3752.85,231.93,53.12,2861.01,0.0,3602.59,0.1064658984065064
2006,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5699.97,1121.83,3035.73,688.22,14.9,850.56,8111.49,285.78,11667.53,7200.21,4116.71,253.31,83.61,3075.46,0.0,6155.21,0.1691811956585358
2007,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6025.73,573.15,4255.09,1282.6,51.07,1604.98,9681.17,1250.15,14546.97,9328.23,4448.83,228.24,169.4,3453.72,0.0,5484.79,0.2399586532782043
2008,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7323.66,765.34,6081.85,1846.54,142.08,2621.14,12962.17,842.84,15278.34,9719.91,4955.48,216.23,215.35,4471.46,0.0,1554.87,0.1350409038658515
2009,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5520.49,283.05,4332.42,1031.99,83.61,2973.57,11286.13,682.73,13703.02,8358.89,5092.98,202.13,180.68,4145.8,0.0,3655.98,0.0657532924887842
2010,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6889.65,258.57,4607.0,1000.23,38.25,3370.57,13122.83,-402.08,15535.98,10674.72,5024.14,235.23,169.22,4290.84,0.0,3503.47,-0.0225759991050704
2011,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7202.31,282.02,5418.28,1252.14,48.5,3393.12,13985.54,598.86,16325.03,10870.42,5305.320000000001,151.49,278.82,4224.73,0.0,2239.53,0.0051979653137596
2012,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6788.96,357.63,5900.15,1794.74,66.15,3201.25,12733.9,1126.6,15319.69,9732.7,5202.42,121.53,249.48,5640.47,0.0,2273.73,0.0454962086492791
2013,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7923.8,420.24,4992.72,536.85,21.46,3507.95,14528.4,570.59,16557.66,10506.320000000002,5691.47,141.08,154.17,6335.51,0.0,3401.5,0.0547359249689445
2014,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7732.05,453.93,5062.88,325.97,64.34,3683.98,14978.73,1775.05,17786.76,10980.54,6468.28,157.31,118.4,7246.92,0.0,4576.73,0.0520014019749079
2015,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8607.38,559.68,5881.94,111.36,63.36,3525.13,16162.6,1549.22,11199.61,8058.24,3069.81,249.56,94.81,7762.58,0.0,5276.02,0.0291539668512274
2016,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12392.53,1160.44,5800.37,95.34,66.28,2477.05,15863.86,1429.45,9716.35,6673.55,3348.3900000000003,278.64,98.45,8638.82,0.0,7777.92,-0.0145158713805821
2017,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5477.83,440.08,6050.82,70.88,115.19,6880.76,18751.04,819.19,13802.2,9474.85,4528.889999999999,342.42,160.48,8036.58,0.0,10165.86,-0.0024388483658468
2018,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5896.06,279.4,5751.41,81.24,7.93,6392.43,18420.35,-405.18,14417.54,10129.54,4888.1,473.35,91.21,8873.31,0.0,3201.54,-0.0245635506930333
2019,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4943.91,67.9,6353.09,51.17,18.7,6310.77,17608.75,1230.61,13215.8,9435.35,4851.57,424.32,126.01,7909.87,0.0,5775.97,-0.0977019849883754
2020,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8820.95,2505.9,8020.57,59.71,22.0,6889.14,22530.09,1461.57,15765.28,11065.29,5697.25,454.66,170.5,11276.57,0.0,16410.0,-0.063237314183302
2021,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,11243.9,2007.3,10640.2,98.11,105.12,7837.99,25563.32,2121.76,18574.54,13316.88,5618.39,333.3,110.76,11612.32,0.0,18262.73,-0.0119002921035588
2022,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,14486.11,2710.18,13997.55,98.55,100.65,8857.11,29014.16,3009.96,20984.94,15194.15,5569.740000000001,376.5,82.77,11990.86,0.0,23721.36,0.0429310324697309
2023,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,22168.75,9932.32,15368.24,22.37,302.0,11341.63,40310.88,6187.38,29285.09,20743.23,7068.03,430.06,108.37,17616.44,0.0,37387.05,0.1019229764924128
2024,NKT.CO,Nkt A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,31488.37,17862.23,18909.49,23.53,706.02,17226.82,57175.63,12072.77,37786.96,26690.24,8400.98,499.64,92.96,21804.16,0.0,43616.7,0.1422856922715664
2014,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4925.29,310.94,3152.77,1408.26,68.7,432.96,7794.24,0.0,0.0,0.0,0.0,0.0,0.0,3018.99,0.0,,0.0
2015,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5360.65,203.52,4966.09,1748.16,53.76,554.88,8980.82,534.89,8765.77,5193.27,2994.6800000000003,249.56,142.22,1918.09,0.0,,0.3572095157161549
2016,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5301.88,258.78,4790.67,1738.84,41.77,560.24,8926.66,1065.35,9831.52,5713.15,3338.16,278.64,0.0,2041.21,0.0,,0.5187364357415458
2017,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4430.31,400.7,2551.86,3911.47,29.54,569.05,8143.89,386.27,10094.37,5833.26,3464.32,301.37,115.69,1353.71,0.0,13025.79,0.7257610566517206
2018,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4123.57,162.49,2448.19,3787.7,10.9,541.95,7870.66,317.81,10122.81,5876.09,3373.9600000000005,299.57,129.62,1461.38,0.0,8296.28,0.7135105174561025
2019,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3915.57,189.92,2521.16,3708.92,49.2,1040.15,8267.08,749.2,9515.1,5489.52,3487.07,304.21,104.35,1554.81,0.0,5211.47,0.4748940384998809
2020,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3600.66,137.24,3559.81,2381.24,12.57,1141.9,7998.57,959.73,8931.37,5213.63,3400.34,339.93,153.33999999999995,1412.19,0.0,5026.2,0.3568854049384292
2021,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4421.07,150.17,2871.29,2930.36,75.09,1002.15,8421.66,759.08,10109.86,6017.75,3256.82,295.7,92.47,2079.38,0.0,7852.94,0.4994373322817379
2022,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4702.19,237.99,2694.46,3021.57,113.23,1077.78,9052.12,827.69,10795.28,6535.71,3480.33,314.93,80.75,2733.25,0.0,5608.13,0.3707747187414252
2023,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4422.56,260.61,3012.13,2303.0,87.24,1261.67,9104.62,1631.26,11790.7,6971.07,4035.93,313.7,165.41000000000005,3075.89,0.0,4811.31,0.3029984817402447
2024,NLFSK.CO,Nilfisk Holding A/S,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5376.32,322.41,3423.01,2695.81,82.37,1357.91,10527.89,603.06,11943.79,6902.05,4233.02,333.48,209.15,3758.36,0.0,4469.13,0.2482598793090604
2004,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,49.06,22.09,15.89,4.37,0.0,58.48,110.23,8.12,86.28,27.88,33.03,0.0,1.37,70.17,0.23,28.05,0.3409090909090909
2005,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,53.84,25.85,17.96,3.58,0.0,53.2,110.19,11.88,90.22,29.29,31.56,0.0,0.78,74.19,0.31,37.12,0.383758389261745
2006,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,53.35,24.48,24.44,11.74,0.0,51.57,108.28,15.18,89.12,30.87,51.01,0.0,0.57,77.21,0.0,60.83,0.0863877736044554
2007,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,144.21,24.46,147.53,18.82,0.0,380.9,634.92,99.13,600.94,330.62,222.39,0.0,0.0,183.28,3.1,74.76,0.2571627857066212
2008,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,175.2,40.81,202.45,84.62,0.0,471.27,767.01,-6.21,674.04,350.69,128.69,0.0,0.0,329.19,9.47,314.29,0.5747947794247917
2009,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,164.37,18.56,145.38,14.5,0.0,384.96,654.81,21.12,545.36,241.76,267.76,0.0,0.0,261.36,8.89,303.59,0.132617946345976
2010,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,132.94,19.96,146.48,39.73,0.0,347.47,577.43,23.11,557.66,265.93,123.51,0.0,15.14,232.69,7.73,245.92,0.6367190749521671
2011,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,131.8,19.26,165.79,77.34,0.02,315.54,536.57,37.93,597.11,291.67,231.86,0.0,18.76,207.22,8.23,150.78,0.2544441865862148
2012,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,141.03,35.97,156.46,84.67,2.08,284.32,512.11,32.68,585.91,252.62,268.24,0.0,11.13,200.82,17.89,156.65,0.2465365095331715
2013,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,122.5,29.63,173.72,74.23,0.73,262.58,479.32,29.74,498.53,227.93,255.61,0.0,11.9,169.54,4.65,158.77,0.0177392502439861
2014,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,101.8,13.83,186.64,77.66,1.15,211.07,409.45,-3.74,441.01,205.57,208.57,0.0,10.93,88.95,7.53,106.86,0.1652155887230514
2015,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,134.87,31.42,171.33,43.36,0.76,135.25,481.28,10.22,450.83,239.92,212.19,0.0,13.59,69.94,4.69,139.79,-0.1992496315154763
2016,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,135.62,20.92,131.5,17.42,1.28,120.34,398.2,-4.45,464.14,268.04,194.85,0.0,15.93,51.8,6.31,84.69,-0.2526243331612469
2017,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,203.07,77.11,141.24,8.83,3.26,128.4,468.5,32.29,706.97,489.99,185.71,0.0,11.14,132.01,12.41,219.15,0.1393851267137516
2018,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,223.39,114.08,142.71,10.02,3.63,86.76,411.28,-7.97,757.31,545.61,194.23,0.0,9.58,119.17,11.13,99.84,0.0605525709900225
2019,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,127.86,41.2,109.72,7.69,2.33,352.39,512.58,4.51,682.65,496.36,162.70999999999998,0.0,21.36,-8.8,16.68,106.78,0.2817258883248711
2020,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,157.25,46.84,141.0,19.34,0.01,395.64,693.3,37.96,865.44,658.19,156.83999999999995,0.0,20.55,41.7,103.01,191.72,0.206343721926612
2021,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,258.96,70.11,215.03,19.26,2.53,372.0,817.99,79.97,1435.38,1113.38,203.57,0.0,13.43,151.38,106.95,1381.75,0.4064568575078388
2022,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,162.32,64.38,219.21,104.88,0.43,374.82,730.52,52.81,1236.6,1008.41,167.6,0.0,13.21,135.18,117.97,457.18,0.1871617618013033
2023,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,288.63,143.33,423.47,230.76,1.19,760.39,1272.53,289.44,1459.59,906.96,258.28000000000003,0.0,39.84,307.57,205.75,1020.53,0.4958115795215458
2024,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,369.65,191.77,277.97,95.57,13.7,427.48,1194.89,137.9,1217.34,689.3,269.51,0.0,35.68,383.07,101.17,935.09,0.460205683132331
2004,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,270.33,27.55,214.09,67.6,4.0,38.12,647.35,28.96,685.5,364.48,276.6,18.08,17.98,242.0,0.0,,0.18396694214876
2005,NMAN.ST,Nederman Holding AB,Professional & Commercial Services,Industrials,286.64,46.74,171.41,33.47,4.27,35.48,648.22,49.85,697.5,360.08,275.45,12.34,11.56,276.19,0.0,,0.2271986675839096
