Ticker,FiscalYear,PeriodEndDate,AnnouncementDate
CONSTI.HE,2016,2016-12-31,2017-02-16
CONSTI.HE,2017,2017-12-31,2018-02-15
CONSTI.HE,2018,2018-12-31,2019-02-07
CONSTI.HE,2019,2019-12-31,2020-02-07
CONSTI.HE,2020,2020-12-31,2021-02-05
CONSTI.HE,2021,2021-12-31,2022-02-04
CONSTI.HE,2022,2022-12-31,2023-02-03
CONSTI.HE,2023,2023-12-31,2024-02-02
CONSTI.HE,2024,2024-12-31,2025-02-07
CONSTI.HE,2025,2025-12-31,2026-02-06
CONTX.OL,2011,2011-12-31,2012-02-23
CONTX.OL,2012,2012-12-31,2013-02-21
CONTX.OL,2013,2013-12-31,2014-02-20
CONTX.OL,2014,2014-12-31,2015-02-19
CONTX.OL,2015,2015-12-31,2016-02-18
CONTX.OL,2016,2016-12-31,2017-04-07
CONTX.OL,2017,2017-12-31,2018-02-22
CONTX.OL,2018,2018-12-31,2019-02-21
CONTX.OL,2019,2019-12-31,2020-02-20
CONTX.OL,2020,2020-12-31,2021-02-18
CONTX.OL,2021,2021-12-31,2022-02-17
CONTX.OL,2022,2022-12-31,2023-02-16
CONTX.OL,2023,2023-12-31,2024-02-15
CONTX.OL,2024,2024-12-31,2025-02-20
CONTX.OL,2025,2025-12-31,2026-02-19
COOR.ST,2015,2015-12-31,2016-02-24
COOR.ST,2016,2016-12-31,2017-02-22
COOR.ST,2017,2017-12-31,2018-02-22
COOR.ST,2018,2018-12-31,2019-02-21
COOR.ST,2019,2019-12-31,2020-02-12
COOR.ST,2020,2020-12-31,2021-02-11
COOR.ST,2021,2021-12-31,2022-02-10
COOR.ST,2022,2022-12-31,2023-02-09
COOR.ST,2023,2023-12-31,2024-02-08
COOR.ST,2024,2024-12-31,2025-02-06
COOR.ST,2025,2025-12-31,2026-02-11
COREa.ST,2011,2011-12-31,2012-02-20
COREa.ST,2012,2012-12-31,2013-02-18
COREa.ST,2013,2013-12-31,2014-02-18
COREa.ST,2014,2014-12-31,2015-02-17
COREa.ST,2015,2015-12-31,2016-02-19
COREa.ST,2016,2016-12-31,2017-02-21
COREa.ST,2017,2017-12-31,2018-02-19
COREa.ST,2018,2018-12-31,2019-02-19
COREa.ST,2019,2019-12-31,2020-02-18
COREa.ST,2020,2020-12-31,2021-02-12
COREa.ST,2021,2021-12-31,2022-02-24
COREa.ST,2022,2022-12-31,2023-02-21
COREa.ST,2023,2023-12-31,2024-02-21
COREa.ST,2024,2024-12-31,2025-02-13
COREa.ST,2025,2025-12-31,2026-02-13
CRADb.ST,2012,2012-12-31,2013-02-26
CRADb.ST,2013,2013-12-31,2014-02-17
CRADb.ST,2014,2014-12-31,2015-01-30
CRADb.ST,2015,2015-12-31,2016-02-08
CRADb.ST,2016,2016-12-31,2017-02-13
CRADb.ST,2021,2021-12-31,2022-01-27
CRADb.ST,2022,2022-12-31,2023-01-26
CRADb.ST,2023,2023-12-31,2024-02-08
CRADb.ST,2024,2024-12-31,2025-02-07
CRADb.ST,2025,2025-12-31,2026-02-12
CRNA.OL,2016,2016-12-31,2017-02-16
CRNA.OL,2017,2017-12-31,2018-03-15
CRNA.OL,2018,2018-12-31,2019-02-14
CRNA.OL,2019,2019-12-31,2020-03-11
CRNA.OL,2020,2020-12-31,2021-02-18
CRNA.OL,2021,2021-12-31,2022-02-17
CRNA.OL,2022,2022-12-31,2023-02-16
CRNA.OL,2023,2023-12-31,2024-04-26
CRNA.OL,2024,2024-12-31,2025-04-14
CRNA.OL,2025,2025-12-31,2026-04-16
CTEK.ST,2021,2021-12-31,2022-02-16
CTEK.ST,2022,2022-12-31,2023-02-08
CTEK.ST,2023,2023-12-31,2024-02-07
CTEK.ST,2024,2024-12-31,2025-02-05
CTEK.ST,2025,2025-12-31,2026-02-06
CTH1V.HE,2011,2011-12-31,2012-01-24
CTH1V.HE,2012,2012-12-31,2013-02-11
CTH1V.HE,2013,2013-12-31,2014-02-11
CTH1V.HE,2014,2014-12-31,2015-02-10
CTH1V.HE,2015,2015-12-31,2016-02-09
CTH1V.HE,2023,2023-12-31,2024-03-01
CTH1V.HE,2024,2024-12-31,2025-03-07
CTH1V.HE,2025,2025-12-31,2026-03-06
CTTS.ST,2012,2012-12-31,2013-02-15
CTTS.ST,2013,2013-12-31,2014-02-14
CTTS.ST,2017,2017-12-31,2018-02-02
CTTS.ST,2018,2018-12-31,2019-02-06
CTTS.ST,2019,2019-12-31,2020-02-07
CTTS.ST,2020,2020-12-31,2021-02-09
CTTS.ST,2021,2021-12-31,2022-02-08
CTTS.ST,2022,2022-12-31,2023-02-07
CTTS.ST,2023,2023-12-31,2024-02-06
CTTS.ST,2024,2024-12-31,2025-02-07
CTTS.ST,2025,2025-12-31,2026-02-06
CTY1S.HE,2011,2011-12-31,2012-02-08
CTY1S.HE,2012,2012-12-31,2013-02-06
CTY1S.HE,2013,2013-12-31,2014-02-05
CTY1S.HE,2014,2014-12-31,2015-02-11
CTY1S.HE,2015,2015-12-31,2016-02-11
CTY1S.HE,2016,2016-12-31,2017-02-09
CTY1S.HE,2017,2017-12-31,2018-02-08
CTY1S.HE,2018,2018-12-31,2019-02-07
CTY1S.HE,2019,2019-12-31,2020-02-06
CTY1S.HE,2020,2020-12-31,2021-02-18
CTY1S.HE,2021,2021-12-31,2022-02-17
CTY1S.HE,2022,2022-12-31,2023-02-16
CTY1S.HE,2023,2023-12-31,2024-02-15
CTY1S.HE,2024,2024-12-31,2025-02-26
CTY1S.HE,2025,2025-12-31,2026-02-26
DEDIC.ST,2012,2012-12-31,2013-02-07
DEDIC.ST,2017,2017-12-31,2018-02-07
DEDIC.ST,2018,2018-12-31,2019-02-12
DEDIC.ST,2022,2022-12-31,2023-02-17
DEDIC.ST,2023,2023-12-31,2024-02-09
DEMANT.CO,2011,2011-12-31,2012-02-29
DEMANT.CO,2012,2012-12-31,2013-02-26
DEMANT.CO,2013,2013-12-31,2014-02-27
DEMANT.CO,2014,2014-12-31,2015-02-26
DEMANT.CO,2015,2015-12-31,2016-03-01
DEMANT.CO,2016,2016-12-31,2017-02-23
DEMANT.CO,2017,2017-12-31,2018-02-22
DEMANT.CO,2018,2018-12-31,2019-02-19
DEMANT.CO,2019,2019-12-31,2020-02-04
DEMANT.CO,2020,2020-12-31,2021-02-09
DEMANT.CO,2021,2021-12-31,2022-02-08
DEMANT.CO,2022,2022-12-31,2023-02-07
DEMANT.CO,2023,2023-12-31,2024-02-05
DEMANT.CO,2024,2024-12-31,2025-02-05
DEMANT.CO,2025,2025-12-31,2026-02-03
DFDS.CO,2011,2011-12-31,2012-03-01
DFDS.CO,2012,2012-12-31,2013-02-28
DFDS.CO,2013,2013-12-31,2014-02-28
DFDS.CO,2014,2014-12-31,2015-02-25
DFDS.CO,2015,2015-12-31,2016-02-12
DFDS.CO,2016,2016-12-31,2017-02-07
DFDS.CO,2017,2017-12-31,2018-02-08
DFDS.CO,2018,2018-12-31,2019-02-07
DFDS.CO,2019,2019-12-31,2020-02-06
DFDS.CO,2020,2020-12-31,2021-02-10
DFDS.CO,2021,2021-12-31,2022-02-08
DFDS.CO,2022,2022-12-31,2023-02-09
DFDS.CO,2023,2023-12-31,2024-02-09
DFDS.CO,2024,2024-12-31,2025-02-21
DFDS.CO,2025,2025-12-31,2026-02-19
DIGIA.HE,2011,2011-12-31,2012-02-03
DIGIA.HE,2012,2012-12-31,2013-02-01
DIGIA.HE,2013,2013-12-31,2014-02-07
DIGIA.HE,2014,2014-12-31,2015-02-05
DIGIA.HE,2015,2015-12-31,2016-02-04
DIGIA.HE,2016,2016-12-31,2017-02-03
DIGIA.HE,2017,2017-12-31,2018-02-06
DIGIA.HE,2018,2018-12-31,2019-02-08
DIGIA.HE,2019,2019-12-31,2020-02-07
DIGIA.HE,2020,2020-12-31,2021-02-09
DIGIA.HE,2021,2021-12-31,2022-02-24
DIGIA.HE,2022,2022-12-31,2023-02-10
DIGIA.HE,2023,2023-12-31,2024-02-09
DIGIA.HE,2024,2024-12-31,2025-02-25
DIGIA.HE,2025,2025-12-31,2026-02-05
DIOS.ST,2011,2011-12-31,2012-02-29
DIOS.ST,2012,2012-12-31,2013-02-27
DIOS.ST,2013,2013-12-31,2014-02-26
DIOS.ST,2014,2014-12-31,2015-02-19
DIOS.ST,2015,2015-12-31,2016-02-18
DIOS.ST,2016,2016-12-31,2017-02-16
DIOS.ST,2017,2017-12-31,2018-02-16
DIOS.ST,2018,2018-12-31,2019-02-14
DIOS.ST,2019,2019-12-31,2020-02-11
DIOS.ST,2020,2020-12-31,2021-02-12
DIOS.ST,2021,2021-12-31,2022-02-11
DIOS.ST,2022,2022-12-31,2023-02-14
DIOS.ST,2023,2023-12-31,2024-02-16
DIOS.ST,2024,2024-12-31,2025-02-14
DIOS.ST,2025,2025-12-31,2026-02-13
DNO.OL,2011,2011-12-31,2012-02-15
DNO.OL,2012,2012-12-31,2013-02-12
DNO.OL,2013,2013-12-31,2014-02-20
DNO.OL,2014,2014-12-31,2015-02-05
DNO.OL,2015,2015-12-31,2016-02-11
DNO.OL,2016,2016-12-31,2017-02-10
DNO.OL,2017,2017-12-31,2018-02-08
DNO.OL,2018,2018-12-31,2019-02-07
DNO.OL,2019,2019-12-31,2020-02-06
DNO.OL,2020,2020-12-31,2021-02-11
DNO.OL,2021,2021-12-31,2022-02-10
DNO.OL,2022,2022-12-31,2023-02-09
DNO.OL,2023,2023-12-31,2024-02-08
DNO.OL,2024,2024-12-31,2025-02-06
DNO.OL,2025,2025-12-31,2026-02-05
DNORD.CO,2011,2011-12-31,2012-03-07
DNORD.CO,2012,2012-12-31,2013-03-06
DNORD.CO,2013,2013-12-31,2014-03-11
DNORD.CO,2014,2014-12-31,2015-03-04
DNORD.CO,2015,2015-12-31,2016-03-02
DNORD.CO,2016,2016-12-31,2017-02-27
DNORD.CO,2017,2017-12-31,2018-03-06
DNORD.CO,2018,2018-12-31,2019-03-05
DNORD.CO,2019,2019-12-31,2020-03-04
DNORD.CO,2020,2020-12-31,2021-03-04
DNORD.CO,2021,2021-12-31,2022-03-03
DNORD.CO,2022,2022-12-31,2023-02-10
DNORD.CO,2023,2023-12-31,2024-02-08
DNORD.CO,2024,2024-12-31,2025-02-06
DNORD.CO,2025,2025-12-31,2026-02-04
DOFG.OL,2023,2023-12-31,2024-02-22
DOFG.OL,2024,2024-12-31,2025-02-24
DOFG.OL,2025,2025-12-31,2026-02-19
DOMETIC.ST,2015,2015-12-31,2016-02-19
DOMETIC.ST,2016,2016-12-31,2017-02-09
DOMETIC.ST,2017,2017-12-31,2018-02-08
DOMETIC.ST,2018,2018-12-31,2019-02-08
DOMETIC.ST,2019,2019-12-31,2020-01-31
DOMETIC.ST,2020,2020-12-31,2021-02-03
DOMETIC.ST,2021,2021-12-31,2022-01-27
DOMETIC.ST,2022,2022-12-31,2023-01-27
DOMETIC.ST,2023,2023-12-31,2024-01-31
DOMETIC.ST,2024,2024-12-31,2025-01-29
DOMETIC.ST,2025,2025-12-31,2026-01-28
DOV1V.HE,2011,2011-12-31,2012-02-15
DOV1V.HE,2012,2012-12-31,2013-02-14
DOV1V.HE,2018,2018-12-31,2019-02-21
DOV1V.HE,2022,2022-12-31,2023-02-23
DOV1V.HE,2023,2023-12-31,2024-02-22
DOV1V.HE,2024,2024-12-31,2025-03-17
DOV1V.HE,2025,2025-12-31,2026-02-26
DSV.CO,2011,2011-12-31,2012-02-21
DSV.CO,2012,2012-12-31,2013-02-20
DSV.CO,2013,2013-12-31,2014-02-06
DSV.CO,2014,2014-12-31,2015-02-06
DSV.CO,2015,2015-12-31,2016-02-10
DSV.CO,2016,2016-12-31,2017-02-10
DSV.CO,2017,2017-12-31,2018-02-08
DSV.CO,2018,2018-12-31,2019-02-07
DSV.CO,2019,2019-12-31,2020-02-07
DSV.CO,2020,2020-12-31,2021-02-10
DSV.CO,2021,2021-12-31,2022-02-09
DSV.CO,2022,2022-12-31,2023-02-02
DSV.CO,2023,2023-12-31,2024-02-01
DSV.CO,2024,2024-12-31,2025-02-04
DSV.CO,2025,2025-12-31,2026-02-04
DUNI.ST,2011,2011-12-31,2012-02-15
DUNI.ST,2012,2012-12-31,2013-02-14
DUNI.ST,2013,2013-12-31,2014-02-14
DUNI.ST,2014,2014-12-31,2015-02-13
DUNI.ST,2015,2015-12-31,2016-02-12
DUNI.ST,2016,2016-12-31,2017-02-10
DUNI.ST,2017,2017-12-31,2018-02-09
DUNI.ST,2018,2018-12-31,2019-02-14
DUNI.ST,2019,2019-12-31,2020-02-07
DUNI.ST,2020,2020-12-31,2021-02-12
DUNI.ST,2021,2021-12-31,2022-02-17
DUNI.ST,2022,2022-12-31,2023-02-14
DUNI.ST,2023,2023-12-31,2024-02-09
DUNI.ST,2024,2024-12-31,2025-02-11
DUNI.ST,2025,2025-12-31,2026-01-30
DUST.ST,2015,2015-08-31,2015-10-14
DUST.ST,2016,2016-08-31,2016-10-20
DUST.ST,2017,2017-08-31,2017-10-18
DUST.ST,2018,2018-08-31,2018-10-10
DUST.ST,2019,2019-08-31,2019-10-09
DUST.ST,2020,2020-08-31,2020-10-07
DUST.ST,2021,2021-08-31,2021-10-06
DUST.ST,2022,2022-08-31,2022-10-11
DUST.ST,2023,2023-08-31,2023-10-11
DUST.ST,2024,2024-08-31,2024-10-16
DUST.ST,2025,2025-08-31,2025-10-08
DYVOX.ST,2021,2021-12-31,2022-02-08
DYVOX.ST,2022,2022-12-31,2023-02-08
DYVOX.ST,2023,2023-12-31,2024-02-08
DYVOX.ST,2024,2024-12-31,2025-02-05
DYVOX.ST,2025,2025-12-31,2026-02-05
EAST9.ST,2013,2013-12-31,2014-02-20
EAST9.ST,2014,2014-12-31,2015-02-12
EAST9.ST,2015,2015-12-31,2016-02-11
EAST9.ST,2016,2016-12-31,2017-02-13
EAST9.ST,2017,2017-12-31,2018-02-16
EAST9.ST,2018,2018-12-31,2019-02-15
EAST9.ST,2019,2019-12-31,2020-02-21
EAST9.ST,2020,2020-12-31,2021-02-17
EAST9.ST,2021,2021-12-31,2022-02-11
EAST9.ST,2022,2022-12-31,2023-02-08
EAST9.ST,2023,2023-12-31,2024-02-06
EAST9.ST,2024,2024-12-31,2025-02-05
EAST9.ST,2025,2025-12-31,2026-02-05
EEZY.HE,2018,2018-12-31,2019-02-28
EEZY.HE,2019,2019-12-31,2020-03-05
EEZY.HE,2020,2020-12-31,2021-02-18
EEZY.HE,2021,2021-12-31,2022-02-17
EEZY.HE,2022,2022-12-31,2023-02-16
EEZY.HE,2023,2023-12-31,2024-02-15
EEZY.HE,2024,2024-12-31,2025-02-13
EEZY.HE,2025,2025-12-31,2026-02-11
EG7.ST,2019,2019-12-31,2020-02-27
EG7.ST,2020,2020-12-31,2021-02-25
EG7.ST,2021,2021-12-31,2022-02-25
EG7.ST,2022,2022-12-31,2023-02-17
EG7.ST,2023,2023-12-31,2024-02-13
EG7.ST,2024,2024-12-31,2025-02-07
EG7.ST,2025,2025-12-31,2026-02-17
EGTX.ST,2011,2011-12-31,2012-02-17
EGTX.ST,2012,2012-12-31,2013-02-21
EGTX.ST,2013,2013-12-31,2014-02-19
EGTX.ST,2014,2014-12-31,2015-02-17
EGTX.ST,2015,2015-12-31,2016-02-29
EGTX.ST,2016,2016-12-31,2017-02-24
EGTX.ST,2017,2017-12-31,2018-02-22
EGTX.ST,2018,2018-12-31,2019-02-21
EGTX.ST,2019,2019-12-31,2020-02-18
EGTX.ST,2020,2020-12-31,2021-02-17
EGTX.ST,2021,2021-12-31,2022-02-17
EGTX.ST,2022,2022-12-31,2023-02-22
EGTX.ST,2023,2023-12-31,2024-02-22
EGTX.ST,2024,2024-12-31,2025-02-26
EGTX.ST,2025,2025-12-31,2026-02-26
EIKF.IC,2016,2016-12-31,2017-02-28
EIKF.IC,2017,2017-12-31,2018-02-26
EIKF.IC,2018,2018-12-31,2019-03-07
EIKF.IC,2019,2019-12-31,2020-03-10
EIKF.IC,2020,2020-12-31,2021-03-02
EIKF.IC,2021,2021-12-31,2022-02-17
EIKF.IC,2022,2022-12-31,2023-02-28
EIMS.IC,2016,2016-12-31,2017-02-24
EIMS.IC,2017,2017-12-31,2018-02-22
EIMS.IC,2018,2018-12-31,2019-02-28
EIMS.IC,2019,2019-12-31,2020-02-27
EIMS.IC,2020,2020-12-31,2021-02-25
EIMS.IC,2021,2021-12-31,2022-02-17
EIMS.IC,2022,2022-12-31,2023-02-15
EIOF.OL,2011,2011-12-31,2012-02-28
EIOF.OL,2012,2012-12-31,2013-02-26
EIOF.OL,2013,2013-12-31,2014-02-27
EIOF.OL,2014,2014-12-31,2015-02-26
EIOF.OL,2015,2015-12-31,2016-03-01
EIOF.OL,2016,2016-12-31,2017-02-28
EIOF.OL,2017,2017-12-31,2018-02-27
EIOF.OL,2018,2018-12-31,2019-02-26
EIOF.OL,2019,2019-12-31,2020-02-25
EIOF.OL,2020,2020-12-31,2021-02-25
EIOF.OL,2024,2024-12-31,2025-02-18
EIOF.OL,2025,2025-12-31,2026-02-24
EKTAb.ST,2011,2011-04-30,2011-06-09
EKTAb.ST,2012,2012-04-30,2012-06-05
EKTAb.ST,2013,2013-04-30,2013-06-05
EKTAb.ST,2014,2014-04-30,2014-05-28
EKTAb.ST,2015,2015-04-30,2015-06-02
EKTAb.ST,2016,2016-04-30,2016-06-01
EKTAb.ST,2017,2017-04-30,2017-06-01
EKTAb.ST,2018,2018-04-30,2018-06-01
EKTAb.ST,2019,2019-04-30,2019-05-29
EKTAb.ST,2020,2020-04-30,2020-05-29
EKTAb.ST,2021,2021-04-30,2021-05-28
EKTAb.ST,2022,2022-04-30,2022-05-25
EKTAb.ST,2023,2023-04-30,2023-05-25
EKTAb.ST,2024,2024-04-30,2024-06-05
EKTAb.ST,2025,2025-04-30,2025-05-28
ELABS.OL,2021,2021-12-31,2022-03-10
ELABS.OL,2022,2022-12-31,2023-02-17
ELABS.OL,2023,2023-12-31,2024-02-15
ELABS.OL,2024,2024-12-31,2025-02-27
ELABS.OL,2025,2025-12-31,2026-02-26
ELANb.ST,2011,2011-12-31,2012-01-27
ELANb.ST,2013,2013-12-31,2014-01-27
ELANb.ST,2014,2014-12-31,2015-01-27
ELANb.ST,2015,2015-12-31,2016-01-27
ELANb.ST,2017,2017-12-31,2018-01-25
ELANb.ST,2018,2018-12-31,2019-01-29
ELANb.ST,2019,2019-12-31,2020-01-28
ELANb.ST,2020,2020-12-31,2021-01-29
ELANb.ST,2021,2021-12-31,2022-02-03
ELANb.ST,2022,2022-12-31,2023-01-23
ELANb.ST,2023,2023-12-31,2024-01-31
ELANb.ST,2024,2024-12-31,2025-01-28
ELANb.ST,2025,2025-12-31,2026-01-28
ELISA.HE,2011,2011-12-31,2012-02-03
ELISA.HE,2012,2012-12-31,2013-02-06
ELISA.HE,2013,2013-12-31,2014-02-07
ELISA.HE,2014,2014-12-31,2015-01-30
ELISA.HE,2015,2015-12-31,2016-01-29
ELISA.HE,2016,2016-12-31,2017-01-27
ELISA.HE,2017,2017-12-31,2018-01-31
ELISA.HE,2018,2018-12-31,2019-01-31
ELISA.HE,2019,2019-12-31,2020-01-29
ELISA.HE,2020,2020-12-31,2021-01-28
ELISA.HE,2021,2021-12-31,2022-01-27
ELISA.HE,2022,2022-12-31,2023-01-27
ELISA.HE,2023,2023-12-31,2024-01-26
ELISA.HE,2024,2024-12-31,2025-01-31
ELISA.HE,2025,2025-12-31,2026-01-30
ELK.OL,2018,2018-12-31,2019-02-12
ELK.OL,2019,2019-12-31,2020-02-13
ELK.OL,2020,2020-12-31,2021-02-10
ELK.OL,2021,2021-12-31,2022-02-09
ELK.OL,2022,2022-12-31,2023-02-08
ELK.OL,2023,2023-12-31,2024-02-08
ELK.OL,2024,2024-12-31,2025-02-12
ELK.OL,2025,2025-12-31,2026-02-13
ELMRA.OL,2019,2019-12-31,2020-02-13
ELMRA.OL,2020,2020-12-31,2021-02-19
ELMRA.OL,2021,2021-12-31,2022-02-10
ELMRA.OL,2022,2022-12-31,2023-02-16
ELMRA.OL,2023,2023-12-31,2024-02-15
ELMRA.OL,2024,2024-12-31,2025-02-13
ELMRA.OL,2025,2025-12-31,2026-02-12
ELO.OL,2021,2021-12-31,2022-02-23
ELO.OL,2022,2022-12-31,2023-02-21
ELO.OL,2023,2023-12-31,2024-02-15
ELO.OL,2024,2024-12-31,2025-02-11
ELO.OL,2025,2025-12-31,2026-02-10
ELON.ST,2012,2012-12-31,2013-02-08
ELON.ST,2013,2013-12-31,2014-02-07
ELON.ST,2017,2017-12-31,2018-02-07
ELON.ST,2018,2018-12-31,2019-02-06
ELON.ST,2024,2024-12-31,2025-02-21
ELON.ST,2025,2025-12-31,2026-02-20
ELTEL.ST,2015,2015-12-31,2016-02-19
ELTEL.ST,2016,2016-12-31,2017-02-21
ELTEL.ST,2017,2017-12-31,2018-02-22
ELTEL.ST,2018,2018-12-31,2019-02-14
ELTEL.ST,2019,2019-12-31,2020-02-14
ELTEL.ST,2020,2020-12-31,2021-02-18
ELTEL.ST,2021,2021-12-31,2022-02-17
ELTEL.ST,2022,2022-12-31,2023-02-16
ELTEL.ST,2023,2023-12-31,2024-02-14
ELTEL.ST,2024,2024-12-31,2025-02-14
ELTEL.ST,2025,2025-12-31,2026-02-13
ELUXb.ST,2011,2011-12-31,2012-02-02
ELUXb.ST,2012,2012-12-31,2013-02-01
ELUXb.ST,2013,2013-12-31,2014-01-31
ELUXb.ST,2014,2014-12-31,2015-01-28
ELUXb.ST,2015,2015-12-31,2016-01-28
ELUXb.ST,2016,2016-12-31,2017-02-01
ELUXb.ST,2017,2017-12-31,2018-01-31
ELUXb.ST,2018,2018-12-31,2019-02-01
ELUXb.ST,2019,2019-12-31,2020-01-31
ELUXb.ST,2020,2020-12-31,2021-02-02
ELUXb.ST,2021,2021-12-31,2022-01-28
ELUXb.ST,2022,2022-12-31,2023-02-02
ELUXb.ST,2023,2023-12-31,2024-02-02
ELUXb.ST,2024,2024-12-31,2025-01-30
ELUXb.ST,2025,2025-12-31,2026-01-30
EMBLA.CO,2011,2011-12-31,2012-02-08
EMBLA.CO,2012,2012-12-31,2013-02-06
EMBLA.CO,2013,2013-12-31,2014-02-05
EMBLA.CO,2014,2014-12-31,2015-02-05
EMBLA.CO,2015,2015-12-31,2016-02-03
EMBLA.CO,2016,2016-12-31,2017-02-07
EMBLA.CO,2017,2017-12-31,2018-02-05
EMBLA.CO,2018,2018-12-31,2019-02-05
EMBLA.CO,2019,2019-12-31,2020-02-04
EMBLA.CO,2020,2020-12-31,2021-02-02
EMBLA.CO,2021,2021-12-31,2022-02-01
EMBLA.CO,2022,2022-12-31,2023-01-31
EMBLA.CO,2023,2023-12-31,2024-01-30
EMBLA.CO,2024,2024-12-31,2025-02-05
EMBLA.CO,2025,2025-12-31,2026-02-03
ENDUR.OL,2011,2011-12-31,2012-02-15
ENDUR.OL,2012,2012-12-31,2013-02-27
ENDUR.OL,2013,2013-12-31,2014-02-27
ENDUR.OL,2014,2014-12-31,2015-02-27
ENDUR.OL,2017,2017-12-31,2018-02-28
ENDUR.OL,2018,2018-12-31,2019-02-12
ENDUR.OL,2019,2019-12-31,2020-02-14
ENDUR.OL,2020,2020-12-31,2021-02-26
ENDUR.OL,2021,2021-12-31,2022-02-25
ENDUR.OL,2022,2022-12-31,2023-02-24
ENDUR.OL,2023,2023-12-31,2024-02-22
ENDUR.OL,2024,2024-12-31,2025-02-10
ENDUR.OL,2025,2025-12-31,2026-02-26
ENEA.ST,2011,2011-12-31,2012-02-09
ENEA.ST,2012,2012-12-31,2013-02-07
ENEA.ST,2013,2013-12-31,2014-02-11
ENEA.ST,2014,2014-12-31,2015-02-12
ENEA.ST,2015,2015-12-31,2016-02-11
ENEA.ST,2016,2016-12-31,2017-02-09
ENEA.ST,2017,2017-12-31,2018-02-08
ENEA.ST,2018,2018-12-31,2019-02-07
ENEA.ST,2019,2019-12-31,2020-01-30
ENEA.ST,2020,2020-12-31,2021-01-29
ENEA.ST,2021,2021-12-31,2022-02-02
ENEA.ST,2022,2022-12-31,2023-02-02
ENEA.ST,2023,2023-12-31,2024-02-01
ENEA.ST,2025,2025-01-01,2025-01-30
ENENTO.HE,2015,2015-12-31,2016-02-16
ENENTO.HE,2016,2016-12-31,2017-02-16
ENENTO.HE,2017,2017-12-31,2018-02-15
ENENTO.HE,2018,2018-12-31,2019-02-15
ENENTO.HE,2019,2019-12-31,2020-02-11
ENENTO.HE,2020,2020-12-31,2021-02-12
ENENTO.HE,2021,2021-12-31,2022-02-11
ENENTO.HE,2022,2022-12-31,2023-02-13
ENENTO.HE,2023,2023-12-31,2024-02-09
ENENTO.HE,2024,2024-12-31,2025-02-14
ENENTO.HE,2025,2025-12-31,2026-02-13
ENGCONb.ST,2022,2022-12-31,2023-02-22
ENGCONb.ST,2023,2023-12-31,2024-02-21
ENGCONb.ST,2024,2024-12-31,2025-02-21
ENGCONb.ST,2025,2025-12-31,2026-02-17
ENH.OL,2011,2011-12-31,2012-02-29
ENH.OL,2012,2012-12-31,2013-02-27
ENH.OL,2013,2013-12-31,2014-02-26
ENH.OL,2014,2014-12-31,2015-02-27
ENH.OL,2015,2015-12-31,2016-02-26
ENH.OL,2016,2016-12-31,2017-02-24
ENH.OL,2017,2017-12-31,2018-02-23
ENH.OL,2018,2018-12-31,2019-02-26
ENH.OL,2019,2019-12-31,2020-02-28
ENH.OL,2020,2020-12-31,2021-01-29
ENH.OL,2021,2021-12-31,2022-02-25
ENH.OL,2022,2022-12-31,2023-02-24
ENH.OL,2023,2023-12-31,2024-02-23
ENH.OL,2024,2024-12-31,2025-02-10
ENH.OL,2025,2025-12-31,2026-02-24
ENRO.ST,2011,2011-12-31,2012-02-09
ENRO.ST,2012,2012-12-31,2013-02-07
ENRO.ST,2013,2013-12-31,2014-02-07
ENRO.ST,2014,2014-12-31,2015-02-06
ENRO.ST,2015,2015-12-31,2016-02-09
ENRO.ST,2023,2023-12-31,2024-02-27
ENRO.ST,2025,2025-12-31,2026-02-19
ENSU.OL,2013,2013-12-31,2014-02-27
ENSU.OL,2014,2014-12-31,2015-02-28
ENSU.OL,2015,2015-12-31,2016-02-26
ENSU.OL,2016,2016-12-31,2017-02-24
ENSU.OL,2017,2017-12-31,2018-02-28
ENSU.OL,2018,2018-12-31,2019-02-28
ENSU.OL,2021,2021-12-31,2022-03-15
ENTRA.OL,2014,2014-12-31,2015-02-24
ENTRA.OL,2015,2015-12-31,2016-02-16
ENTRA.OL,2016,2016-12-31,2017-02-14
ENTRA.OL,2017,2017-12-31,2018-02-09
ENTRA.OL,2018,2018-12-31,2019-02-08
ENTRA.OL,2019,2019-12-31,2020-02-07
ENTRA.OL,2020,2020-12-31,2021-02-12
ENTRA.OL,2021,2021-12-31,2022-02-11
ENTRA.OL,2022,2022-12-31,2023-02-10
ENTRA.OL,2023,2023-12-31,2024-02-09
ENTRA.OL,2024,2024-12-31,2025-02-12
ENTRA.OL,2025,2025-12-31,2026-02-11
ENVIP.OL,2021,2021-12-31,2022-02-23
ENVIP.OL,2022,2022-12-31,2023-02-23
ENVIP.OL,2023,2023-12-31,2024-03-07
ENVIP.OL,2024,2024-12-31,2025-03-20
ENVIP.OL,2025,2025-12-31,2026-03-11
EOLUb.ST,2021,2021-12-31,2022-02-18
EOLUb.ST,2022,2022-12-31,2023-02-16
EOLUb.ST,2023,2023-12-31,2024-02-15
EOLUb.ST,2024,2024-12-31,2025-02-13
EOLUb.ST,2025,2025-12-31,2026-02-11
EPEND.ST,2011,2011-12-31,2012-02-09
EPEND.ST,2012,2012-12-31,2013-02-07
EPEND.ST,2013,2013-12-31,2014-02-06
EPEND.ST,2014,2014-12-31,2015-01-30
EPEND.ST,2015,2015-12-31,2016-01-28
