Ticker,FiscalYear,PeriodEndDate,AnnouncementDate
AXFO.ST,2016,2016-12-31,2017-02-07
AXFO.ST,2017,2017-12-31,2018-02-06
AXFO.ST,2018,2018-12-31,2019-02-05
AXFO.ST,2019,2019-12-31,2020-02-06
AXFO.ST,2020,2020-12-31,2021-02-04
AXFO.ST,2021,2021-12-31,2022-02-03
AXFO.ST,2022,2022-12-31,2023-02-01
AXFO.ST,2023,2023-12-31,2024-02-01
AXFO.ST,2024,2024-12-31,2025-01-30
AXFO.ST,2025,2025-12-31,2026-01-07
AZN.ST,2011,2011-12-31,2012-02-02
AZN.ST,2012,2012-12-31,2013-01-31
AZN.ST,2013,2013-12-31,2014-02-06
AZN.ST,2014,2014-12-31,2015-02-05
AZN.ST,2015,2015-12-31,2016-02-04
AZN.ST,2016,2016-12-31,2017-02-02
AZN.ST,2017,2017-12-31,2018-02-02
AZN.ST,2018,2018-12-31,2019-02-14
AZN.ST,2019,2019-12-31,2020-02-14
AZN.ST,2020,2020-12-31,2021-02-11
AZN.ST,2021,2021-12-31,2022-02-10
AZN.ST,2022,2022-12-31,2023-02-09
AZN.ST,2023,2023-12-31,2024-02-08
AZN.ST,2024,2024-12-31,2025-02-06
AZN.ST,2025,2025-12-31,2026-02-10
AZT.OL,2011,2011-12-31,2012-02-20
AZT.OL,2012,2012-12-31,2013-02-14
AZT.OL,2015,2015-12-31,2016-02-11
AZT.OL,2016,2016-12-31,2017-02-02
AZT.OL,2017,2017-12-31,2018-02-01
AZT.OL,2018,2018-12-31,2019-01-30
AZT.OL,2021,2021-12-31,2022-01-27
AZT.OL,2022,2022-12-31,2023-02-02
AZT.OL,2023,2023-12-31,2024-02-01
AZT.OL,2024,2024-12-31,2025-02-13
AZT.OL,2025,2025-12-31,2026-02-12
B3.ST,2016,2016-12-31,2017-02-27
B3.ST,2017,2017-12-31,2018-02-22
B3.ST,2018,2018-12-31,2019-02-21
B3.ST,2019,2019-12-31,2020-02-19
B3.ST,2020,2020-12-31,2021-02-18
B3.ST,2021,2021-12-31,2022-02-18
B3.ST,2022,2022-12-31,2023-02-16
B3.ST,2023,2023-12-31,2024-02-14
B3.ST,2024,2024-12-31,2025-02-18
B3.ST,2025,2025-12-31,2026-02-19
BACTIb.ST,2014,2014-12-31,2015-02-19
BACTIb.ST,2015,2015-12-31,2016-02-18
BACTIb.ST,2016,2016-12-31,2017-02-09
BACTIb.ST,2017,2017-12-31,2018-02-06
BACTIb.ST,2018,2018-12-31,2019-02-07
BACTIb.ST,2019,2019-12-31,2020-02-05
BACTIb.ST,2020,2020-12-31,2021-02-04
BACTIb.ST,2021,2021-12-31,2022-02-08
BACTIb.ST,2022,2022-12-31,2023-02-09
BACTIb.ST,2023,2023-12-31,2024-02-08
BACTIb.ST,2024,2024-12-31,2025-02-06
BACTIb.ST,2025,2025-12-31,2026-02-05
BAKKA.OL,2011,2011-12-31,2012-02-28
BAKKA.OL,2012,2012-12-31,2013-02-27
BAKKA.OL,2013,2013-12-31,2014-02-25
BAKKA.OL,2014,2014-12-31,2015-02-24
BAKKA.OL,2015,2015-12-31,2016-02-24
BAKKA.OL,2016,2016-12-31,2017-02-27
BAKKA.OL,2017,2017-12-31,2018-02-20
BAKKA.OL,2018,2018-12-31,2019-02-19
BAKKA.OL,2019,2019-12-31,2020-02-25
BAKKA.OL,2020,2020-12-31,2021-02-23
BAKKA.OL,2021,2021-12-31,2022-04-01
BAKKA.OL,2022,2022-12-31,2023-02-21
BAKKA.OL,2023,2023-12-31,2024-02-20
BAKKA.OL,2024,2024-12-31,2025-02-17
BAKKA.OL,2025,2025-12-31,2026-02-09
BALCO.ST,2017,2017-12-31,2018-02-23
BALCO.ST,2018,2018-12-31,2019-02-22
BALCO.ST,2019,2019-12-31,2020-02-20
BALCO.ST,2020,2020-12-31,2021-02-18
BALCO.ST,2021,2021-12-31,2022-02-17
BALCO.ST,2022,2022-12-31,2023-02-06
BALCO.ST,2023,2023-12-31,2024-02-05
BALCO.ST,2024,2024-12-31,2025-02-10
BALCO.ST,2025,2025-12-31,2026-02-06
BAVA.CO,2011,2011-12-31,2012-03-08
BAVA.CO,2012,2012-12-31,2013-03-12
BAVA.CO,2013,2013-12-31,2014-03-19
BAVA.CO,2014,2014-12-31,2015-03-11
BAVA.CO,2015,2015-12-31,2016-03-07
BAVA.CO,2016,2016-12-31,2017-03-15
BAVA.CO,2017,2017-12-31,2018-03-12
BAVA.CO,2018,2018-12-31,2019-03-21
BAVA.CO,2019,2019-12-31,2020-02-20
BAVA.CO,2020,2020-12-31,2021-01-28
BAVA.CO,2021,2021-12-31,2022-03-04
BAVA.CO,2022,2022-12-31,2023-03-02
BAVA.CO,2023,2023-12-31,2024-03-06
BAVA.CO,2024,2024-12-31,2025-02-03
BAVA.CO,2025,2025-12-31,2026-02-12
BEGR.ST,2011,2011-12-31,2012-02-07
BEGR.ST,2012,2012-12-31,2013-02-08
BEGR.ST,2013,2013-12-31,2014-02-05
BEGR.ST,2014,2014-12-31,2015-02-05
BEGR.ST,2015,2015-12-31,2016-02-10
BEGR.ST,2016,2016-12-31,2017-02-03
BEGR.ST,2017,2017-12-31,2018-02-01
BEGR.ST,2018,2018-12-31,2019-01-31
BEGR.ST,2019,2019-12-31,2020-01-30
BEGR.ST,2020,2020-12-31,2021-01-28
BEGR.ST,2021,2021-12-31,2022-01-27
BEGR.ST,2022,2022-12-31,2023-01-26
BEGR.ST,2023,2023-12-31,2024-01-25
BEIAb.ST,2011,2011-12-31,2012-02-21
BEIAb.ST,2012,2012-12-31,2013-02-08
BEIAb.ST,2013,2013-12-31,2014-02-14
BEIAb.ST,2014,2014-12-31,2015-02-09
BEIAb.ST,2015,2015-12-31,2016-02-17
BEIAb.ST,2016,2016-12-31,2017-02-14
BEIAb.ST,2017,2017-12-31,2018-02-14
BEIAb.ST,2018,2018-12-31,2019-02-13
BEIAb.ST,2019,2019-12-31,2020-02-14
BEIAb.ST,2020,2020-12-31,2021-02-15
BEIAb.ST,2021,2021-12-31,2022-02-16
BEIAb.ST,2022,2022-12-31,2023-02-15
BEIAb.ST,2023,2023-12-31,2024-02-15
BEIAb.ST,2024,2024-12-31,2025-02-06
BEIAb.ST,2025,2025-12-31,2026-02-06
BEIJb.ST,2011,2011-12-31,2012-02-09
BEIJb.ST,2012,2012-12-31,2013-02-08
BEIJb.ST,2013,2013-12-31,2014-02-06
BEIJb.ST,2014,2014-12-31,2015-02-10
BEIJb.ST,2015,2015-12-31,2016-02-10
BEIJb.ST,2016,2016-12-31,2017-02-16
BEIJb.ST,2017,2017-12-31,2018-01-31
BEIJb.ST,2018,2018-12-31,2019-01-30
BEIJb.ST,2019,2019-12-31,2020-01-30
BEIJb.ST,2020,2020-12-31,2021-01-28
BEIJb.ST,2021,2021-12-31,2022-01-27
BEIJb.ST,2022,2022-12-31,2023-01-31
BEIJb.ST,2023,2023-12-31,2024-01-31
BEIJb.ST,2024,2024-12-31,2025-01-31
BEIJb.ST,2025,2025-12-31,2026-01-30
BERGb.ST,2011,2011-03-31,2011-05-12
BERGb.ST,2012,2012-03-31,2012-05-10
BERGb.ST,2013,2013-03-31,2013-05-16
BERGb.ST,2014,2014-03-31,2014-05-15
BERGb.ST,2015,2015-03-31,2015-05-12
BERGb.ST,2016,2016-03-31,2016-05-11
BERGb.ST,2017,2017-03-31,2017-05-09
BERGb.ST,2018,2018-03-31,2018-05-16
BERGb.ST,2019,2019-03-31,2019-05-16
BERGb.ST,2020,2020-03-31,2020-05-15
BERGb.ST,2021,2021-03-31,2021-05-12
BERGb.ST,2022,2022-03-31,2022-05-13
BERGb.ST,2023,2023-03-31,2023-05-12
BERGb.ST,2024,2024-03-31,2024-05-15
BERGb.ST,2025,2025-03-31,2025-05-09
BERNERb.ST,2017,2017-12-31,2018-02-22
BERNERb.ST,2018,2018-12-31,2019-02-21
BERNERb.ST,2019,2019-12-31,2020-02-17
BERNERb.ST,2020,2020-12-31,2021-02-24
BERNERb.ST,2021,2021-12-31,2022-02-25
BERNERb.ST,2022,2022-12-31,2023-02-23
BERNERb.ST,2023,2023-12-31,2024-02-09
BERNERb.ST,2024,2024-12-31,2025-02-07
BERNERb.ST,2025,2025-12-31,2026-02-06
BESQAB.ST,2021,2021-12-31,2022-02-25
BESQAB.ST,2022,2022-12-31,2023-02-17
BESQAB.ST,2023,2023-12-31,2024-02-09
BESQAB.ST,2024,2024-12-31,2025-02-14
BESQAB.ST,2025,2025-12-31,2026-01-30
BETCO.CO,2018,2018-12-31,2019-02-19
BETCO.CO,2019,2019-12-31,2020-02-19
BETCO.CO,2020,2020-12-31,2021-02-24
BETCO.CO,2021,2021-12-31,2022-02-24
BETCO.CO,2022,2022-12-31,2023-02-21
BETCO.CO,2023,2023-12-31,2024-02-21
BETCO.CO,2024,2024-12-31,2025-02-19
BETCO.CO,2025,2025-12-31,2026-02-25
BETCO.ST,2018,2018-12-31,2019-02-19
BETCO.ST,2019,2019-12-31,2020-02-19
BETCO.ST,2020,2020-12-31,2021-02-24
BETCO.ST,2021,2021-12-31,2022-02-24
BETCO.ST,2022,2022-12-31,2023-02-21
BETCO.ST,2023,2023-12-31,2024-02-21
BETCO.ST,2024,2024-12-31,2025-02-19
BETCO.ST,2025,2025-12-31,2026-02-25
BETSb.ST,2011,2011-12-31,2012-02-10
BETSb.ST,2012,2012-12-31,2013-02-08
BETSb.ST,2013,2013-12-31,2014-02-07
BETSb.ST,2014,2014-12-31,2015-02-06
BETSb.ST,2015,2015-12-31,2016-02-05
BETSb.ST,2016,2016-12-31,2017-02-09
BETSb.ST,2017,2017-12-31,2018-02-08
BETSb.ST,2018,2018-12-31,2019-02-14
BETSb.ST,2019,2019-12-31,2020-02-13
BETSb.ST,2020,2020-12-31,2021-02-09
BETSb.ST,2021,2021-12-31,2022-02-10
BETSb.ST,2022,2022-12-31,2023-02-14
BETSb.ST,2023,2023-12-31,2024-02-15
BETSb.ST,2024,2024-12-31,2025-02-06
BETSb.ST,2025,2025-12-31,2026-02-05
BEWI.OL,2020,2020-12-31,2021-02-24
BEWI.OL,2021,2021-12-31,2022-03-25
BEWI.OL,2022,2022-12-31,2023-02-16
BEWI.OL,2023,2023-12-31,2024-02-15
BEWI.OL,2024,2024-12-31,2025-02-13
BEWI.OL,2025,2025-12-31,2026-02-12
BHGF.ST,2018,2018-12-31,2019-01-31
BHGF.ST,2019,2019-12-31,2020-01-31
BHGF.ST,2020,2020-12-31,2021-01-29
BHGF.ST,2021,2021-12-31,2022-01-28
BHGF.ST,2022,2022-12-31,2023-01-27
BHGF.ST,2023,2023-12-31,2024-01-26
BHGF.ST,2024,2024-12-31,2025-01-29
BHGF.ST,2025,2025-12-31,2026-01-27
BICO.ST,2021,2021-12-31,2022-02-23
BICO.ST,2022,2022-12-31,2023-02-22
BICO.ST,2023,2023-12-31,2024-02-20
BICO.ST,2024,2024-12-31,2025-02-19
BICO.ST,2025,2025-12-31,2026-02-18
BILIa.ST,2011,2011-12-31,2012-02-03
BILIa.ST,2012,2012-12-31,2013-02-05
BILIa.ST,2013,2013-12-31,2014-02-04
BILIa.ST,2014,2014-12-31,2015-02-06
BILIa.ST,2015,2015-12-31,2016-02-05
BILIa.ST,2016,2016-12-31,2017-02-14
BILIa.ST,2017,2017-12-31,2018-02-09
BILIa.ST,2018,2018-12-31,2019-02-08
BILIa.ST,2019,2019-12-31,2020-02-12
BILIa.ST,2020,2020-12-31,2021-02-11
BILIa.ST,2021,2021-12-31,2022-02-09
BILIa.ST,2022,2022-12-31,2023-02-08
BILIa.ST,2023,2023-12-31,2024-02-07
BILIa.ST,2024,2024-12-31,2025-02-05
BILIa.ST,2025,2025-12-31,2026-02-05
BILL.ST,2011,2011-12-31,2012-02-01
BILL.ST,2012,2012-12-31,2013-02-08
BILL.ST,2013,2013-12-31,2014-02-18
BILL.ST,2014,2014-12-31,2015-02-03
BILL.ST,2015,2015-12-31,2016-02-10
BILL.ST,2016,2016-12-31,2017-02-02
BILL.ST,2017,2017-12-31,2018-01-29
BILL.ST,2018,2018-12-31,2019-01-29
BILL.ST,2019,2019-12-31,2020-01-29
BILL.ST,2020,2020-12-31,2021-01-29
BILL.ST,2021,2021-12-31,2022-01-28
BILL.ST,2022,2022-12-31,2023-01-27
BILL.ST,2023,2023-12-31,2024-01-25
BILL.ST,2024,2024-12-31,2025-02-04
BILL.ST,2025,2025-12-31,2026-01-30
BINV.ST,2011,2011-12-31,2012-02-09
BINV.ST,2012,2012-12-31,2013-02-21
BINV.ST,2013,2013-12-31,2014-02-20
BINV.ST,2014,2014-12-31,2015-02-18
BINV.ST,2015,2015-12-31,2016-02-17
BINV.ST,2016,2016-12-31,2017-02-15
BINV.ST,2017,2017-12-31,2018-01-30
BINV.ST,2018,2018-12-31,2019-02-25
BINV.ST,2019,2019-12-31,2020-02-27
BINV.ST,2020,2020-12-31,2021-02-23
BINV.ST,2021,2021-12-31,2022-02-23
BINV.ST,2022,2022-12-31,2023-02-22
BINV.ST,2023,2023-12-31,2024-02-22
BINV.ST,2024,2024-12-31,2025-02-27
BINV.ST,2025,2025-12-31,2026-02-26
BIOAb.ST,2017,2017-12-31,2018-02-20
BIOAb.ST,2018,2018-12-31,2019-02-14
BIOAb.ST,2019,2019-12-31,2020-02-06
BIOAb.ST,2020,2020-12-31,2021-02-04
BIOAb.ST,2021,2021-12-31,2022-02-03
BIOAb.ST,2022,2022-12-31,2023-02-03
BIOAb.ST,2023,2023-12-31,2024-02-14
BIOAb.ST,2024,2024-12-31,2025-02-13
BIOAb.ST,2025,2025-12-31,2026-02-18
BIOGb.ST,2011,2011-12-31,2012-02-10
BIOGb.ST,2012,2012-12-31,2013-02-08
BIOGb.ST,2013,2013-12-31,2014-02-12
BIOGb.ST,2014,2014-12-31,2015-02-12
BIOGb.ST,2015,2015-12-31,2016-02-12
BIOGb.ST,2016,2016-12-31,2017-02-10
BIOGb.ST,2017,2017-12-31,2018-02-08
BIOGb.ST,2018,2018-12-31,2019-02-07
BIOGb.ST,2019,2019-12-31,2020-02-06
BIOGb.ST,2020,2020-12-31,2021-02-04
BIOGb.ST,2021,2021-12-31,2022-02-04
BIOGb.ST,2022,2022-12-31,2023-02-03
BIOGb.ST,2023,2023-12-31,2024-02-07
BIOGb.ST,2024,2024-12-31,2025-02-12
BIOGb.ST,2025,2025-12-31,2026-02-12
BIOPOR.CO,2018,2018-12-31,2019-02-22
BIOPOR.CO,2019,2019-12-31,2020-02-26
BIOPOR.CO,2020,2020-12-31,2021-03-17
BIOPOR.CO,2021,2021-12-31,2022-04-06
BIOPOR.CO,2022,2022-12-31,2023-03-30
BIOPOR.CO,2023,2023-12-31,2024-02-22
BIOPOR.CO,2024,2024-12-31,2025-01-06
BIOPOR.CO,2025,2025-12-31,2026-02-05
BITTI.HE,2011,2011-12-31,2012-02-16
BITTI.HE,2012,2012-12-31,2013-02-19
BITTI.HE,2013,2013-12-31,2014-02-20
BITTI.HE,2014,2014-12-31,2015-02-19
BITTI.HE,2015,2015-12-31,2016-02-18
BITTI.HE,2016,2016-12-31,2017-02-20
BITTI.HE,2017,2017-12-31,2018-02-22
BITTI.HE,2018,2018-12-31,2019-02-21
BITTI.HE,2019,2019-12-31,2020-02-13
BITTI.HE,2020,2020-12-31,2021-02-11
BITTI.HE,2021,2021-12-31,2022-02-10
BITTI.HE,2022,2022-12-31,2023-02-10
BITTI.HE,2023,2023-12-31,2024-02-09
BITTI.HE,2024,2024-12-31,2025-02-18
BITTI.HE,2025,2025-12-31,2026-02-19
BMAX.ST,2011,2011-12-31,2012-01-26
BMAX.ST,2012,2012-12-31,2013-01-23
BMAX.ST,2013,2013-12-31,2014-01-24
BMAX.ST,2014,2014-12-31,2015-01-26
BMAX.ST,2015,2015-12-31,2016-01-26
BMAX.ST,2016,2016-12-31,2017-01-24
BMAX.ST,2017,2017-12-31,2018-01-25
BMAX.ST,2018,2018-12-31,2019-01-25
BMAX.ST,2019,2019-12-31,2020-01-28
BMAX.ST,2020,2020-12-31,2021-01-26
BMAX.ST,2021,2021-12-31,2022-01-26
BMAX.ST,2022,2022-12-31,2023-01-31
BMAX.ST,2023,2023-12-31,2024-01-31
BMAX.ST,2024,2024-12-31,2025-01-31
BMAX.ST,2025,2025-12-31,2026-01-30
BNOR.OL,2011,2011-12-31,2012-02-29
BNOR.OL,2012,2012-12-31,2013-02-28
BNOR.OL,2013,2013-12-31,2014-02-20
BNOR.OL,2014,2014-12-31,2015-02-27
BNOR.OL,2015,2015-12-31,2016-02-29
BNOR.OL,2016,2016-12-31,2017-02-15
BNOR.OL,2017,2017-12-31,2018-02-15
BNOR.OL,2018,2018-12-31,2019-02-22
BNOR.OL,2019,2019-12-31,2020-02-25
BNOR.OL,2020,2020-12-31,2021-02-18
BNOR.OL,2021,2021-12-31,2022-02-16
BNOR.OL,2022,2022-12-31,2023-02-15
BNOR.OL,2023,2023-12-31,2024-02-20
BNOR.OL,2024,2024-12-31,2025-02-12
BNOR.OL,2025,2025-12-31,2026-02-24
BO.CO,2011,2011-05-31,2011-08-17
BO.CO,2012,2012-05-31,2012-08-15
BO.CO,2013,2013-05-31,2013-08-16
BO.CO,2014,2014-05-31,2014-08-13
BO.CO,2015,2015-05-31,2015-08-13
BO.CO,2016,2016-05-31,2016-08-11
BO.CO,2017,2017-05-31,2017-07-12
BO.CO,2018,2018-05-31,2018-07-12
BO.CO,2019,2019-05-31,2019-07-11
BO.CO,2020,2020-05-31,2020-07-07
BO.CO,2021,2021-05-31,2021-07-07
BO.CO,2022,2022-05-31,2022-07-06
BO.CO,2023,2023-05-31,2023-07-07
BO.CO,2024,2024-05-31,2024-07-03
BO.CO,2025,2025-05-31,2025-07-03
BOL.ST,2011,2011-12-31,2012-02-10
BOL.ST,2012,2012-12-31,2013-02-11
BOL.ST,2013,2013-12-31,2014-02-12
BOL.ST,2014,2014-12-31,2015-02-12
BOL.ST,2015,2015-12-31,2016-02-11
BOL.ST,2016,2016-12-31,2017-02-10
BOL.ST,2017,2017-12-31,2018-02-14
BOL.ST,2018,2018-12-31,2019-02-13
BOL.ST,2019,2019-12-31,2020-02-13
BOL.ST,2020,2020-12-31,2021-02-12
BOL.ST,2021,2021-12-31,2022-02-11
BOL.ST,2022,2022-12-31,2023-02-14
BOL.ST,2023,2023-12-31,2024-02-08
BOL.ST,2024,2024-12-31,2025-02-06
BOL.ST,2025,2025-12-31,2026-02-03
BOLJ.ST,2011,2011-12-31,2012-02-16
BOLJ.ST,2012,2012-12-31,2013-02-14
BOLJ.ST,2013,2013-12-31,2014-02-13
BOLJ.ST,2016,2016-12-31,2017-02-16
BOLJ.ST,2017,2017-12-31,2018-02-15
BOLJ.ST,2018,2018-12-31,2019-02-14
BOLJ.ST,2019,2019-12-31,2020-02-13
BOLJ.ST,2020,2020-12-31,2021-02-11
BOLJ.ST,2021,2021-12-31,2022-02-10
BOLJ.ST,2022,2022-12-31,2023-02-09
BOLJ.ST,2023,2023-12-31,2024-02-14
BONAVb.ST,2019,2019-12-31,2020-01-23
BONAVb.ST,2020,2020-12-31,2021-01-29
BONAVb.ST,2021,2021-12-31,2022-02-03
BONAVb.ST,2022,2022-12-31,2023-02-02
BONAVb.ST,2023,2023-12-31,2024-02-01
BONAVb.ST,2024,2024-12-31,2025-02-04
BONAVb.ST,2025,2025-12-31,2026-02-04
BONEX.ST,2017,2017-12-31,2018-02-20
BONEX.ST,2018,2018-12-31,2019-02-27
BONEX.ST,2019,2019-12-31,2020-02-26
BONEX.ST,2020,2020-12-31,2021-02-17
BONEX.ST,2021,2021-12-31,2022-02-17
BONEX.ST,2022,2022-12-31,2023-02-16
BONEX.ST,2023,2023-12-31,2024-02-15
BONEX.ST,2024,2024-12-31,2025-02-25
BONEX.ST,2025,2025-12-31,2026-02-24
BONHR.OL,2011,2011-12-31,2012-02-23
BONHR.OL,2012,2012-12-31,2013-02-20
BONHR.OL,2013,2013-12-31,2014-02-27
BONHR.OL,2014,2014-12-31,2015-02-18
BONHR.OL,2015,2015-12-31,2016-02-17
BONHR.OL,2019,2019-12-31,2020-02-14
BONHR.OL,2020,2020-12-31,2021-02-19
BONHR.OL,2021,2021-12-31,2022-02-28
BONHR.OL,2022,2022-12-31,2023-02-17
BONHR.OL,2023,2023-12-31,2024-02-16
BONHR.OL,2024,2024-12-31,2025-02-27
BONHR.OL,2025,2025-12-31,2026-02-25
BOOZT.CO,2017,2017-12-31,2018-02-27
BOOZT.CO,2018,2018-12-31,2019-02-21
BOOZT.CO,2019,2019-12-31,2020-02-21
BOOZT.CO,2020,2020-12-31,2021-02-09
BOOZT.CO,2021,2021-12-31,2022-02-10
BOOZT.CO,2022,2022-12-31,2023-02-10
BOOZT.CO,2023,2023-12-31,2024-02-08
BOOZT.CO,2024,2024-12-31,2025-02-07
BOOZT.CO,2025,2025-12-31,2026-02-06
BOOZT.ST,2017,2017-12-31,2018-02-27
BOOZT.ST,2018,2018-12-31,2019-02-21
BOOZT.ST,2019,2019-12-31,2020-02-21
BOOZT.ST,2020,2020-12-31,2021-02-09
BOOZT.ST,2021,2021-12-31,2022-02-10
BOOZT.ST,2022,2022-12-31,2023-02-10
BOOZT.ST,2023,2023-12-31,2024-02-08
BOOZT.ST,2024,2024-12-31,2025-02-07
BOOZT.ST,2025,2025-12-31,2026-02-06
BOR.OL,2011,2011-12-31,2012-02-17
BOR.OL,2012,2012-12-31,2013-02-27
BOR.OL,2013,2013-12-31,2014-02-26
BOR.OL,2015,2015-12-31,2016-02-19
BOR.OL,2016,2016-12-31,2017-02-15
BOR.OL,2017,2017-12-31,2018-02-16
BOR.OL,2018,2018-12-31,2019-02-28
BOR.OL,2019,2019-12-31,2020-02-27
BOR.OL,2020,2020-12-31,2021-02-26
BOR.OL,2021,2021-12-31,2022-02-18
BOR.OL,2022,2022-12-31,2023-02-17
BOR.OL,2023,2023-12-31,2024-02-16
BOR.OL,2024,2024-12-31,2025-02-28
BOR.OL,2025,2025-12-31,2026-02-26
BOREO.HE,2011,2011-12-31,2012-02-17
BOREO.HE,2020,2020-12-31,2021-02-18
BOREO.HE,2021,2021-12-31,2022-03-10
BOREO.HE,2022,2022-12-31,2023-03-03
BOREO.HE,2023,2023-12-31,2024-02-29
BOREO.HE,2024,2024-12-31,2025-02-13
BOREO.HE,2025,2025-12-31,2026-02-13
BORG.ST,2011,2011-12-31,2012-02-09
BORG.ST,2012,2012-12-31,2013-02-14
BORG.ST,2013,2013-12-31,2014-02-14
BORG.ST,2014,2014-12-31,2015-02-19
BORG.ST,2015,2015-12-31,2016-02-19
BORG.ST,2016,2016-12-31,2017-02-17
BORG.ST,2017,2017-12-31,2018-02-23
BORG.ST,2019,2019-12-31,2020-02-21
BORG.ST,2020,2020-12-31,2021-02-26
BORG.ST,2021,2021-12-31,2022-02-25
BORG.ST,2022,2022-12-31,2023-02-23
BORG.ST,2023,2023-12-31,2024-02-23
BORG.ST,2024,2024-12-31,2025-02-21
BORG.ST,2025,2025-12-31,2026-02-13
BOUL.ST,2011,2011-12-31,2012-02-21
BOUL.ST,2012,2012-12-31,2013-02-19
BOUL.ST,2013,2013-12-31,2014-02-07
BOUL.ST,2017,2017-12-31,2018-02-16
BOUL.ST,2018,2018-12-31,2019-02-07
BOUL.ST,2019,2019-12-31,2020-02-07
BOUL.ST,2020,2020-12-31,2021-02-03
BOUL.ST,2021,2021-12-31,2022-02-03
BOUL.ST,2022,2022-12-31,2023-02-02
BOUL.ST,2023,2023-12-31,2024-02-06
BOUL.ST,2024,2024-12-31,2025-02-11
BOUL.ST,2025,2025-12-31,2026-02-11
BOUV.OL,2011,2011-12-31,2012-02-16
BOUV.OL,2012,2012-12-31,2013-02-27
BOUV.OL,2013,2013-12-31,2014-02-27
BOUV.OL,2016,2016-12-31,2017-02-17
BOUV.OL,2017,2017-12-31,2018-02-16
BOUV.OL,2018,2018-12-31,2019-02-26
BOUV.OL,2019,2019-12-31,2020-02-25
BOUV.OL,2020,2020-12-31,2021-02-19
BOUV.OL,2021,2021-12-31,2022-02-17
BOUV.OL,2022,2022-12-31,2023-02-17
BOUV.OL,2023,2023-12-31,2024-02-16
BOUV.OL,2024,2024-12-31,2025-02-18
BOUV.OL,2025,2025-12-31,2026-02-13
BRAV.ST,2015,2015-12-31,2016-02-19
BRAV.ST,2016,2016-12-31,2017-02-22
BRAV.ST,2017,2017-12-31,2018-02-16
BRAV.ST,2018,2018-12-31,2019-02-15
BRAV.ST,2019,2019-12-31,2020-02-13
BRAV.ST,2020,2020-12-31,2021-02-12
BRAV.ST,2021,2021-12-31,2022-02-15
BRAV.ST,2022,2022-12-31,2023-02-14
BRAV.ST,2023,2023-12-31,2024-02-15
BRAV.ST,2024,2024-12-31,2025-02-11
BRAV.ST,2025,2025-12-31,2026-02-18
BRGB.OL,2012,2012-12-31,2013-02-06
BRGB.OL,2013,2013-12-31,2014-02-05
BRGB.OL,2014,2014-12-31,2015-02-04
BRGB.OL,2015,2015-12-31,2016-02-03
BRGB.OL,2016,2016-12-31,2017-02-10
BRGB.OL,2017,2017-12-31,2018-02-01
BRGB.OL,2018,2018-12-31,2019-01-31
BRGB.OL,2019,2019-12-31,2020-02-05
BRGB.OL,2020,2020-12-31,2021-02-03
BRGB.OL,2021,2021-12-31,2022-02-03
BRGB.OL,2022,2022-12-31,2023-02-02
BRGB.OL,2023,2023-12-31,2024-01-31
BRGB.OL,2024,2024-12-31,2025-01-29
BRGB.OL,2025,2025-12-31,2026-02-04
BRINb.ST,2018,2018-12-31,2019-02-26
BRINb.ST,2019,2019-12-31,2020-02-27
BRINb.ST,2020,2020-12-31,2021-02-25
BRINb.ST,2021,2021-12-31,2022-02-25
BRINb.ST,2022,2022-12-31,2023-02-24
BRINb.ST,2023,2023-12-31,2024-02-27
BRINb.ST,2024,2024-12-31,2025-02-14
BRINb.ST,2025,2025-12-31,2026-02-16
BTSb.ST,2012,2012-12-31,2013-02-19
BTSb.ST,2016,2016-12-31,2017-02-21
BTSb.ST,2017,2017-12-31,2018-02-20
BTSb.ST,2018,2018-12-31,2019-02-21
BTSb.ST,2019,2019-12-31,2020-02-18
BTSb.ST,2020,2020-12-31,2021-02-24
BTSb.ST,2021,2021-12-31,2022-02-23
BTSb.ST,2022,2022-12-31,2023-02-24
BTSb.ST,2023,2023-12-31,2024-02-22
BTSb.ST,2024,2024-12-31,2025-02-26
BTSb.ST,2025,2025-12-31,2026-02-20
BUFAB.ST,2014,2014-12-31,2015-02-20
BUFAB.ST,2015,2015-12-31,2016-02-26
BUFAB.ST,2016,2016-12-31,2017-02-21
BUFAB.ST,2017,2017-12-31,2018-02-09
BUFAB.ST,2018,2018-12-31,2019-02-08
BUFAB.ST,2019,2019-12-31,2020-02-11
BUFAB.ST,2020,2020-12-31,2021-02-11
BUFAB.ST,2021,2021-12-31,2022-02-10
BUFAB.ST,2022,2022-12-31,2023-02-09
BUFAB.ST,2023,2023-12-31,2024-02-08
BUFAB.ST,2024,2024-12-31,2025-02-06
BUFAB.ST,2025,2025-12-31,2026-02-05
BULTEN.ST,2011,2011-12-31,2012-02-07
BULTEN.ST,2012,2012-12-31,2013-02-07
BULTEN.ST,2013,2013-12-31,2014-02-06
BULTEN.ST,2014,2014-12-31,2015-02-05
BULTEN.ST,2015,2015-12-31,2016-02-09
BULTEN.ST,2016,2016-12-31,2017-02-10
BULTEN.ST,2017,2017-12-31,2018-02-08
BULTEN.ST,2018,2018-12-31,2019-02-07
BULTEN.ST,2019,2019-12-31,2020-02-06
BULTEN.ST,2020,2020-12-31,2021-02-11
BULTEN.ST,2021,2021-12-31,2022-02-10
BULTEN.ST,2022,2022-12-31,2023-02-09
BULTEN.ST,2023,2023-12-31,2024-02-08
BULTEN.ST,2024,2024-12-31,2025-02-03
