Ticker,ExDate,DPS_UNADJUSTED,AdjustmentFactor,DPS_LOCAL,Currency,InstrumentCurrency,AdjustmentBasis,FXRate,FXDate,FXSource,DPS_NOK
METSB.HE,2013-03-27,0.06,1.0,0.06,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,7.474,2013-03-27,ex_date_or_prior_business_day,0.44844
METSB.HE,2014-04-03,0.09,1.0,0.09,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.23,2014-04-03,ex_date_or_prior_business_day,0.7407
METSB.HE,2015-03-26,0.12,1.0,0.12,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.6005,2015-03-26,ex_date_or_prior_business_day,1.03206
METSB.HE,2016-03-24,0.17,1.0,0.17,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.442,2016-03-23,ex_date_or_prior_business_day,1.6051400000000002
METSB.HE,2017-03-24,0.19,1.0,0.19,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.1793,2017-03-24,ex_date_or_prior_business_day,1.744067
METSB.HE,2018-03-28,0.21,1.0,0.21,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.6423,2018-03-28,ex_date_or_prior_business_day,2.024883
METSB.HE,2019-03-29,0.19,0.966222,0.18358218,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,9.659,2019-03-29,ex_date_or_prior_business_day,1.7732202766200003
METSB.HE,2019-03-29,0.1,1.0,0.1,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.659,2019-03-29,ex_date_or_prior_business_day,0.9659000000000001
METSB.HE,2020-06-12,0.14,0.977636,0.13686904,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,10.8475,2020-06-12,ex_date_or_prior_business_day,1.4846869114
METSB.HE,2020-06-12,0.1,1.0,0.1,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.8475,2020-06-12,ex_date_or_prior_business_day,1.08475
METSB.HE,2021-03-26,0.16,0.983176,0.15730816,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,10.1258,2021-03-26,ex_date_or_prior_business_day,1.592870966528
METSB.HE,2021-03-26,0.1,1.0,0.1,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.1258,2021-03-26,ex_date_or_prior_business_day,1.01258
METSB.HE,2022-03-25,0.41,1.0,0.41,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.5205,2022-03-25,ex_date_or_prior_business_day,3.903405
METSB.HE,2023-03-24,0.58,1.0,0.58,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.3065,2023-03-24,ex_date_or_prior_business_day,6.55777
METSB.HE,2024-03-27,0.25,1.0,0.25,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.6825,2024-03-27,ex_date_or_prior_business_day,2.920625
METSB.HE,2025-03-21,0.07,1.0,0.07,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.401,2025-03-21,ex_date_or_prior_business_day,0.7980700000000001
METSO.HE,2007-04-03,0.35,1.0,0.35,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.17,2007-04-03,ex_date_or_prior_business_day,2.8594999999999997
METSO.HE,2008-03-19,0.95,1.0,0.95,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.0325,2008-03-19,ex_date_or_prior_business_day,7.6308750000000005
METSO.HE,2009-03-19,1.0,1.0,1.0,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.645,2009-03-19,ex_date_or_prior_business_day,8.645
METSO.HE,2010-03-19,0.7,1.0,0.7,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,7.973,2010-03-19,ex_date_or_prior_business_day,5.581099999999999
METSO.HE,2011-03-23,0.75,1.0,0.75,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,7.891,2011-03-23,ex_date_or_prior_business_day,5.9182500000000005
METSO.HE,2012-03-26,0.85,1.0,0.85,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,7.609,2012-03-26,ex_date_or_prior_business_day,6.46765
METSO.HE,2013-03-27,0.3,1.0,0.3,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,7.474,2013-03-27,ex_date_or_prior_business_day,2.2422
METSO.HE,2014-04-01,0.2,1.0,0.2,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.227,2014-04-01,ex_date_or_prior_business_day,1.6454000000000002
METSO.HE,2015-03-31,0.1,1.0,0.1,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.7035,2015-03-31,ex_date_or_prior_business_day,0.8703500000000001
METSO.HE,2020-03-12,0.1,1.0,0.1,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.3682,2020-03-12,ex_date_or_prior_business_day,1.13682
METSO.HE,2021-04-26,0.1,1.0,0.1,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.0358,2021-04-26,ex_date_or_prior_business_day,1.0035800000000001
METSO.HE,2021-11-02,0.1,1.0,0.1,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.792,2021-11-02,ex_date_or_prior_business_day,0.9792000000000001
METSO.HE,2022-04-22,0.12,1.0,0.12,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,9.6255,2022-04-22,ex_date_or_prior_business_day,1.15506
METSO.HE,2022-10-28,0.12,1.0,0.12,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.2695,2022-10-28,ex_date_or_prior_business_day,1.23234
METSO.HE,2023-05-04,0.15,1.0,0.15,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.8282,2023-05-04,ex_date_or_prior_business_day,1.77423
METSO.HE,2023-10-27,0.15,1.0,0.15,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.8285,2023-10-27,ex_date_or_prior_business_day,1.774275
METSO.HE,2024-04-26,0.18,1.0,0.18,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.7995,2024-04-26,ex_date_or_prior_business_day,2.12391
METSO.HE,2024-10-24,0.18,1.0,0.18,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.8155,2024-10-24,ex_date_or_prior_business_day,2.1267899999999997
METSO.HE,2025-04-25,0.19,1.0,0.19,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.8415,2025-04-25,ex_date_or_prior_business_day,2.249885
METSO.HE,2025-10-23,0.19,1.0,0.19,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,11.583,2025-10-23,ex_date_or_prior_business_day,2.20077
METSO.HE,2026-04-23,0.2,1.0,0.2,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.913,2026-04-23,ex_date_or_prior_business_day,2.1826000000000003
METSO.HE,2026-10-22,0.2,1.0,0.2,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,10.9123,2026-04-30,ex_date_or_prior_business_day,2.1824600000000003
MGN.OL,2014-05-26,1.2,1.0,1.2,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2014-05-26,identity,1.2
MGN.OL,2018-10-23,0.3017217116,0.970414,0.2927949730406024,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2018-10-23,identity,0.2927949730406024
MGN.OL,2018-10-23,1.2068868466,0.881657,1.0640602365128162,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2018-10-23,identity,1.0640602365128162
MGN.OL,2018-10-23,3.6206605398,1.0,3.6206605398,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2018-10-23,identity,3.6206605398
MGN.OL,2019-07-04,1.0,0.865772,0.865772,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2019-07-04,identity,0.865772
MGN.OL,2020-03-10,0.08,0.992308,0.0793846399999999,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2020-03-10,identity,0.0793846399999999
MGN.OL,2020-07-20,0.08,0.99276,0.0794208,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2020-07-20,identity,0.0794208
MGN.OL,2023-08-17,0.187,1.0,0.187,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2023-08-17,identity,0.187
MGN.OL,2023-10-26,0.187,1.0,0.187,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2023-10-26,identity,0.187
MGN.OL,2024-03-01,0.187,1.0,0.187,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2024-03-01,identity,0.187
MGN.OL,2024-08-13,0.187,1.0,0.187,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2024-08-13,identity,0.187
MGN.OL,2024-08-13,4.0,0.869919,3.479676,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2024-08-13,identity,3.479676
MGN.OL,2024-10-18,0.187,1.0,0.187,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2024-10-18,identity,0.187
MGN.OL,2025-03-04,0.187,1.0,0.187,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2025-03-04,identity,0.187
MGN.OL,2025-04-29,0.187,1.0,0.187,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2025-04-29,identity,0.187
MGN.OL,2025-07-22,0.187,1.0,0.187,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2025-07-22,identity,0.187
MILDEF.ST,2022-05-13,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9727,2022-05-13,ex_date_or_prior_business_day,0.729525
MILDEF.ST,2024-05-24,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9911,2024-05-24,ex_date_or_prior_business_day,0.49555
MILDEF.ST,2025-05-23,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0634000000000001,2025-05-23,ex_date_or_prior_business_day,0.5317000000000001
MILDEF.ST,2026-05-22,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0051999999999999,2026-04-30,ex_date_or_prior_business_day,0.7538999999999999
MIPS.ST,2019-05-10,2.5,1.0,2.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9083,2019-05-10,ex_date_or_prior_business_day,2.27075
MIPS.ST,2020-05-08,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0454999999999999,2020-05-08,ex_date_or_prior_business_day,3.1365
MIPS.ST,2021-05-07,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9887999999999999,2021-05-07,ex_date_or_prior_business_day,3.4608
MIPS.ST,2022-05-06,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9534,2022-05-06,ex_date_or_prior_business_day,4.767
MIPS.ST,2023-05-11,5.5,1.0,5.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0267,2023-05-11,ex_date_or_prior_business_day,5.64685
MIPS.ST,2024-05-08,6.0,1.0,6.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.002,2024-05-08,ex_date_or_prior_business_day,6.0120000000000005
MIPS.ST,2025-05-08,6.5,1.0,6.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.072,2025-05-08,ex_date_or_prior_business_day,6.968
MIPS.ST,2026-04-24,2.5,1.0,2.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0122,2026-04-24,ex_date_or_prior_business_day,2.5305
MOMENT.ST,2006-05-03,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8338,2006-05-03,ex_date_or_prior_business_day,0.4169
MOMENT.ST,2007-05-03,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8885,2007-05-03,ex_date_or_prior_business_day,0.8885
MOMENT.ST,2007-05-03,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8885,2007-05-03,ex_date_or_prior_business_day,0.44425
MOMENT.ST,2008-05-06,1.1,1.0,1.1,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8429000000000001,2008-05-06,ex_date_or_prior_business_day,0.9271900000000002
MOMENT.ST,2009-05-05,0.7,1.0,0.7,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8206,2009-05-05,ex_date_or_prior_business_day,0.5744199999999999
MOMENT.ST,2010-05-04,0.55,1.0,0.55,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8158,2010-05-04,ex_date_or_prior_business_day,0.44869000000000003
MOMENT.ST,2011-05-04,0.38,1.0,0.38,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8734999999999999,2011-05-04,ex_date_or_prior_business_day,0.33193
MOMENT.ST,2012-05-03,0.24,1.0,0.24,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.85,2012-05-03,ex_date_or_prior_business_day,0.204
MOMENT.ST,2013-05-08,0.6,1.0,0.6,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8889,2013-05-08,ex_date_or_prior_business_day,0.53334
MOMENT.ST,2014-05-09,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9022,2014-05-09,ex_date_or_prior_business_day,0.4511
MOMENT.ST,2014-05-09,1.5,1.0,1.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9022,2014-05-09,ex_date_or_prior_business_day,1.3533
MOMENT.ST,2015-05-07,2.2,1.0,2.2,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8959,2015-05-07,ex_date_or_prior_business_day,1.9709800000000002
MOMENT.ST,2016-05-04,1.5,1.0,1.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0084,2016-05-04,ex_date_or_prior_business_day,1.5126
MOMENT.ST,2018-05-09,0.46,1.0,0.46,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9281999999999999,2018-05-09,ex_date_or_prior_business_day,0.42697199999999996
MOWI.OL,2010-06-10,0.35,1.0,0.35,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2010-06-10,identity,0.35
MOWI.OL,2010-08-24,0.2,1.0,0.2,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2010-08-24,identity,0.2
MOWI.OL,2010-12-08,0.05,1.0,0.05,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2010-12-08,identity,0.05
MOWI.OL,2011-05-10,0.8,1.0,0.8,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2011-05-10,identity,0.8
MOWI.OL,2013-05-24,0.1,1.0,0.1,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2013-05-24,identity,0.1
MOWI.OL,2013-09-17,0.05,1.0,0.05,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2013-09-17,identity,0.05
MOWI.OL,2013-11-18,0.075,1.0,0.075,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2013-11-18,identity,0.075
MOWI.OL,2014-02-19,1.2,1.0,1.2,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2014-02-19,identity,1.2
MOWI.OL,2014-05-23,5.0,1.0,5.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2014-05-23,identity,5.0
MOWI.OL,2014-09-04,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2014-09-04,identity,1.0
MOWI.OL,2014-10-31,1.1,1.0,1.1,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2014-10-31,identity,1.1
MOWI.OL,2015-02-18,1.2,1.0,1.2,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2015-02-18,identity,1.2
MOWI.OL,2015-05-27,1.3,1.0,1.3,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2015-05-27,identity,1.3
MOWI.OL,2015-08-21,1.3,1.0,1.3,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2015-08-21,identity,1.3
MOWI.OL,2015-11-06,1.4,1.0,1.4,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2015-11-06,identity,1.4
MOWI.OL,2016-02-26,1.4,1.0,1.4,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2016-02-26,identity,1.4
MOWI.OL,2016-05-20,1.7,1.0,1.7,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2016-05-20,identity,1.7
MOWI.OL,2016-08-26,3.2,1.0,3.2,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2016-08-26,identity,3.2
MOWI.OL,2016-11-11,2.3,1.0,2.3,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2016-11-11,identity,2.3
MOWI.OL,2017-02-24,2.8,1.0,2.8,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2017-02-24,identity,2.8
MOWI.OL,2017-06-02,3.0,1.0,3.0,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2017-06-02,identity,3.0
MOWI.OL,2017-09-01,3.2,1.0,3.2,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2017-09-01,identity,3.2
MOWI.OL,2017-11-10,3.4,1.0,3.4,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2017-11-10,identity,3.4
MOWI.OL,2018-02-23,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2018-02-23,identity,2.6
MOWI.OL,2018-05-18,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2018-05-18,identity,2.6
MOWI.OL,2018-08-31,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2018-08-31,identity,2.6
MOWI.OL,2018-11-09,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2018-11-09,identity,2.6
MOWI.OL,2019-02-22,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2019-02-22,identity,2.6
MOWI.OL,2019-05-16,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2019-05-16,identity,2.6
MOWI.OL,2019-08-30,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2019-08-30,identity,2.6
MOWI.OL,2019-11-08,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2019-11-08,identity,2.6
MOWI.OL,2020-02-21,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2020-02-21,identity,2.6
MOWI.OL,2021-02-26,0.32,1.0,0.32,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-02-26,identity,0.32
MOWI.OL,2021-05-28,0.77,1.0,0.77,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-05-28,identity,0.77
MOWI.OL,2021-09-03,0.96,1.0,0.96,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-09-03,identity,0.96
MOWI.OL,2021-09-03,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-09-03,identity,1.0
MOWI.OL,2021-11-19,0.93,1.0,0.93,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-11-19,identity,0.93
MOWI.OL,2021-11-19,0.47,1.0,0.47,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-11-19,identity,0.47
MOWI.OL,2022-02-25,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-02-25,identity,1.0
MOWI.OL,2022-02-25,0.4,1.0,0.4,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-02-25,identity,0.4
MOWI.OL,2022-05-20,1.44,1.0,1.44,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-05-20,identity,1.44
MOWI.OL,2022-05-20,0.51,1.0,0.51,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-05-20,identity,0.51
MOWI.OL,2022-09-02,2.3,1.0,2.3,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-09-02,identity,2.3
MOWI.OL,2022-11-18,1.7,1.0,1.7,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-11-18,identity,1.7
MOWI.OL,2023-02-24,1.7,1.0,1.7,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-02-24,identity,1.7
MOWI.OL,2023-05-19,2.0,1.0,2.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-05-19,identity,2.0
MOWI.OL,2023-09-01,2.0,1.0,2.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-09-01,identity,2.0
MOWI.OL,2023-11-17,1.5,1.0,1.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-11-17,identity,1.5
MOWI.OL,2024-02-23,1.9,1.0,1.9,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-02-23,identity,1.9
MOWI.OL,2024-05-16,1.5,1.0,1.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-05-16,identity,1.5
MOWI.OL,2024-08-30,1.7,1.0,1.7,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-08-30,identity,1.7
MOWI.OL,2024-11-15,1.5,1.0,1.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-11-15,identity,1.5
MOWI.OL,2025-02-21,2.0,1.0,2.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-02-21,identity,2.0
MOWI.OL,2025-05-23,1.7,1.0,1.7,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-05-23,identity,1.7
MOWI.OL,2025-08-29,1.45,1.0,1.45,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-08-29,identity,1.45
MOWI.OL,2025-11-14,1.5,1.0,1.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-11-14,identity,1.5
MOWI.OL,2026-02-20,1.5,1.0,1.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2026-02-20,identity,1.5
MPCC.OL,2022-02-07,3.0,1.0,3.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-02-07,identity,3.0
MPCC.OL,2022-03-24,0.11,0.967456,0.10642016,USD,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,8.6467,2022-03-24,ex_date_or_prior_business_day,0.920183197472
MPCC.OL,2022-06-23,0.16,0.929453,0.14871248,USD,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,9.9828,2022-06-23,ex_date_or_prior_business_day,1.484566945344
MPCC.OL,2022-09-22,0.04,0.980198,0.03920792,USD,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,10.3551,2022-09-22,ex_date_or_prior_business_day,0.406001932392
MPCC.OL,2022-09-22,0.15,1.0,0.15,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.3551,2022-09-22,ex_date_or_prior_business_day,1.553265
MPCC.OL,2022-12-20,0.16,1.0,0.16,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,9.9158,2022-12-20,ex_date_or_prior_business_day,1.5865280000000002
MPCC.OL,2022-12-20,0.03,1.0,0.03,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,9.9158,2022-12-20,ex_date_or_prior_business_day,0.297474
MPCC.OL,2023-02-20,0.07,1.0,0.07,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.2757,2023-02-20,ex_date_or_prior_business_day,0.7192990000000001
MPCC.OL,2023-03-23,0.15,1.0,0.15,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.3723,2023-03-23,ex_date_or_prior_business_day,1.555845
MPCC.OL,2023-06-21,0.03,1.0,0.03,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.7544,2023-06-21,ex_date_or_prior_business_day,0.322632
MPCC.OL,2023-06-21,0.12,1.0,0.12,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.7544,2023-06-21,ex_date_or_prior_business_day,1.290528
MPCC.OL,2023-09-20,0.15,1.0,0.15,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.7288,2023-09-20,ex_date_or_prior_business_day,1.6093199999999999
MPCC.OL,2023-12-13,0.14,1.0,0.14,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.9623,2023-12-13,ex_date_or_prior_business_day,1.5347220000000004
MPCC.OL,2024-03-19,0.13,1.0,0.13,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.6859,2024-03-19,ex_date_or_prior_business_day,1.389167
MPCC.OL,2024-06-20,0.13,1.0,0.13,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.5341,2024-06-20,ex_date_or_prior_business_day,1.3694330000000001
MPCC.OL,2024-09-17,0.1,1.0,0.1,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.5831,2024-09-17,ex_date_or_prior_business_day,1.05831
MPCC.OL,2024-12-12,0.1,1.0,0.1,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,11.1086,2024-12-12,ex_date_or_prior_business_day,1.11086
MPCC.OL,2025-03-20,0.09,1.0,0.09,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.618,2025-03-20,ex_date_or_prior_business_day,0.95562
MPCC.OL,2025-06-20,0.08,1.0,0.08,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.0721,2025-06-20,ex_date_or_prior_business_day,0.805768
MPCC.OL,2025-09-22,0.05,1.0,0.05,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,9.9334,2025-09-22,ex_date_or_prior_business_day,0.49667000000000006
MPCC.OL,2025-12-11,0.05,1.0,0.05,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,10.0948,2025-12-11,ex_date_or_prior_business_day,0.50474
MPCC.OL,2026-03-20,0.05,1.0,0.05,USD,NOK,TR.DivAdjustmentFactor_blank_assumed_1,9.5448,2026-03-20,ex_date_or_prior_business_day,0.47724000000000005
MSABb.ST,2009-05-08,0.65,1.0,0.65,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8220999999999999,2009-05-08,ex_date_or_prior_business_day,0.534365
