Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,FiscalYear,ForecastDate,ForecastCutoffDate,ForecastWindowStart,cfo_forecast,forecast_timing_valid,has_analyst_cfo_forecast,CFO_lead1_analyst_scaled,firm_idx_y,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws,sigma_acc,sigma_acc_measure
2016,ALFA.ST,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,18924.64,2483.65,14367.02,1022.29,1191.09,5110.48,50619.34,4889.16,34991.02,24137.46,6676.33,807.17,236.65,19117.15,110.95,59984.95,0.2469172721173697,-1238.4599999999991,520.3000000000002,-1972.9799999999996,-1090.7200000000003,-79.44000000000005,-955.94,54313.51,52466.425,-0.018220033097357025,4889.16,5593.22,-3010.340000000004,0.10660570069334817,0.09318645209769866,-0.05737650316368999,0.09740476885932288,4321.73,0.08237134510308258,True,5,25,2016.0,2017-06-30,2017-06-30,2017-01-31,4988.89690507369,True,True,0.09508741838373187,25,0.035530810671751456,0.03209600733254507,0.01657817316035583,0.016510603746811518,0.06653611976208658,8000,student_t_residual_sd,0.020347093571106752,0.018595337603737556,0.008800656945441222,0.009518551076741058,0.03692456354559659,8000,0.035530810671751456,student_t_residual_sd
2017,ALFA.ST,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,21590.94,3139.03,15893.26,1404.91,1033.67,5295.42,52582.96,4321.73,34196.17,22638.96,6594.43,846.33,213.04,20411.18,102.07,81343.16,0.2728027006934542,2666.2999999999993,655.3800000000001,1526.2399999999998,382.6200000000001,-157.41999999999985,709.8799999999997,50619.34,51601.149999999994,0.013757057739992223,4321.73,4889.16,-794.8499999999985,0.09474905113548827,0.08375259078528288,-0.015403726467336457,0.10262213148350377,4572.77,0.08861759863879004,True,5,25,2017.0,2018-06-28,2018-06-30,2018-01-30,4821.25047460634,True,True,0.09343300439246684,25,0.03784699663422152,0.033988110291474485,0.017182297069605806,0.018398641192365547,0.07072428483576944,8000,student_t_residual_sd,0.020774323360897542,0.019146884314358487,0.008370031950264997,0.010556628509130521,0.03663072235385376,8000,0.03784699663422152,student_t_residual_sd
2018,ALFA.ST,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,25345.03,4191.32,20559.41,3242.78,1179.81,5470.67,56670.12,4572.77,38082.42,25219.09,7066.59,955.2,184.49,22910.26,119.05,77629.53,0.2851778885255354,3754.09,1052.2899999999995,4666.15,1837.8700000000001,146.13999999999987,19.660000000000764,52582.96,54626.54,0.00035989832048672244,4572.77,4321.73,3886.25,0.07911410827044875,0.08370967665167885,0.07114215910434744,0.10014674185844463,4860.44,0.08897579821090626,True,5,25,2018.0,2019-06-26,2019-06-30,2019-02-05,5993.89209239042,True,True,0.1097249083026386,25,0.03791917529866166,0.03417065471443352,0.017955551524036478,0.01737721746759308,0.07155276711218081,8000,student_t_residual_sd,0.019675315241068466,0.017973624839425946,0.008447627469419293,0.009462174993454264,0.03568770208503401,8000,0.03791917529866166,student_t_residual_sd
2019,ALFA.ST,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,27310.37,5245.29,18279.74,1333.36,887.97,5869.77,60381.74,4860.44,43287.96,28600.56,7426.049999999999,1010.61,271.73,25879.5,137.84,92781.5,0.3074960776159284,1965.3400000000001,1053.9700000000003,-2279.6699999999983,-1909.4200000000003,-291.8399999999999,989.7799999999979,56670.12,58525.93,0.01691182011118829,4860.44,4572.77,5205.540000000001,0.07813237653805759,0.0830476337582333,0.08894416543231352,0.10029349384110599,7904.35,0.13505723018839685,True,5,25,2019.0,2020-06-26,2020-06-30,2020-02-04,6550.10142341126,True,True,0.11191793831232173,25,0.025746872647258914,0.022550395714352682,0.016103927814114204,0.011997341977037935,0.048698710023149294,8000,student_t_residual_sd,0.013144959050209295,0.011861720409823084,0.005895519908315641,0.006395834749085547,0.024015570377984234,8000,0.025746872647258914,student_t_residual_sd
2020,ALFA.ST,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,28842.91,5377.63,18210.86,1174.73,959.62,6441.67,63550.06,7904.35,42441.75,27848.95,7162.33,1063.4,271.22,30185.75,170.2,99118.63,0.2708744084767566,1532.5400000000009,132.34000000000015,-68.88000000000102,-158.62999999999988,71.64999999999998,1382.1000000000017,60381.74,61965.899999999994,0.022304202795408474,7904.35,4860.44,-846.2099999999991,0.07843733408213227,0.1275596739497046,-0.01365605921966758,0.10395507851899191,5275.62,0.08513747077021394,True,5,25,2020.0,2021-06-21,2021-06-30,2021-02-03,6075.41944551925,True,True,0.09804456072645198,25,0.035912046235454326,0.031159603577300535,0.026719574795900397,0.01499853287523669,0.07079612557799067,8000,student_t_residual_sd,0.01773342031161397,0.01588794943050975,0.008635907593997261,0.007819163380217285,0.0338378257245366,8000,0.035912046235454326,student_t_residual_sd
2021,ALFA.ST,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,25476.41,3269.68,22686.08,5051.64,1027.86,6577.35,62705.55,5275.62,41001.29,26459.27,7558.65,1161.56,217.48,31270.45,241.62,148761.67,0.2515686846341735,-3366.5,-2107.9500000000003,4475.220000000001,3876.9100000000003,68.2399999999999,-1788.6200000000008,63550.06,63127.805,-0.028333315248328383,5275.62,7904.35,-1440.4599999999991,0.12521186187291006,0.0835704647104394,-0.022818154377456955,0.10419101376960596,3126.93,0.049533323707358426,True,5,25,2021.0,2022-06-29,2022-06-30,2022-02-02,5717.2680403893,True,True,0.09056655843473886,25,0.05393774488862097,0.048759170451839993,0.025671488377342035,0.02416333828014597,0.10259990022485478,8000,student_t_residual_sd,0.025036633511898235,0.02297422992998064,0.010561651100531136,0.01169659253268952,0.04515273914352638,8000,0.05393774488862097,student_t_residual_sd
2022,ALFA.ST,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,34314.76,4096.39,24999.06,1600.2,840.55,7700.5,76476.86,3126.93,49535.79,32769.54,8831.59,1288.4,303.09000000000003,33303.85,303.09,117298.88,0.2654204756517553,8838.350000000002,826.7100000000005,2312.9799999999996,-3451.4400000000005,-187.30999999999995,2059.9100000000017,62705.55,69591.205,0.029600148467036912,3126.93,5275.62,8534.5,0.07580871749526394,0.044932833107287046,0.12263762353303122,0.11065335052037106,9125.69,0.13113280622170576,True,5,25,2022.0,2023-06-29,2023-06-30,2023-02-02,8916.06223535964,True,True,0.128120532405778,25,0.044460584930247064,0.04020139341352731,0.02113687100012243,0.018986763611477973,0.08480765162232563,8000,student_t_residual_sd,0.02302892171732199,0.021110371365156175,0.010421433234471143,0.010034400333699303,0.04244641865154497,8000,0.044460584930247064,student_t_residual_sd
2023,ALFA.ST,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,38487.61,5169.74,29957.29,3467.3,995.69,9376.0,82844.65,9125.69,63297.6,42512.24,10734.06,1555.62,503.61,37283.52,347.33,167863.75,0.2950587084798775,4172.8499999999985,1073.3499999999995,4958.23,1867.1000000000001,155.1400000000001,163.51000000000022,76476.86,79660.755,0.002052579089916989,9125.69,3126.93,13761.809999999998,0.03925308013964969,0.11455691073979904,0.17275520424078328,0.11769911043398973,12365.67,0.15522913384388584,True,5,25,2023.0,2024-06-24,2024-06-30,2024-02-06,9809.46508535072,True,True,0.12314049854725477,25,0.04133994052251052,0.037552648727114585,0.018674637817407306,0.018473527110624218,0.07694716780200407,8000,student_t_residual_sd,0.02374455636735566,0.02168900187716233,0.010548318725723645,0.010794779875131168,0.04355502174803315,8000,0.04133994052251052,student_t_residual_sd
2024,ALFA.ST,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,43251.98,7576.04,32337.72,2279.29,1495.88,11939.27,91297.98,12365.67,68092.05,44490.59,12141.94,1684.15,501.38,43089.54,379.37,196576.77,0.2908352199307506,4764.370000000003,2406.3,2380.4300000000003,-1188.0100000000002,500.19000000000005,-710.179999999998,82844.65,87071.315,-0.008156302681313565,12365.67,9125.69,4794.450000000004,0.10480707681973105,0.1420177242068757,0.055063484455242284,0.13712058902521457,,,True,5,25,2024.0,2025-06-30,2025-06-30,2025-02-05,10764.1710182076,True,True,0.123624766873081,25,0.03460585339281013,0.03145759012244691,0.016086322012352827,0.014869112307474104,0.06545748430318145,8000,student_t_residual_sd,0.02222196727587989,0.02032676251633863,0.010308899864688262,0.009457958878377188,0.0419224463205996,8000,0.03460585339281013,student_t_residual_sd
2021,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,2679.27,336.42,4785.75,3111.46,106.68,611.07,10323.16,1012.43,8010.24,5147.34,1911.31,33.57,56.23,4174.98,5.55,45501.28,0.2222038832396848,912.06,110.87,2963.62,2617.55,22.0,477.12000000000023,4333.02,7328.09,0.06510837066684501,1012.43,972.41,2613.1099999999997,0.13269624144899966,0.13815741891816283,0.35658814233995484,0.08338734922742488,863.68,0.11785881450691789,True,4,26,2021.0,2022-06-14,2022-06-30,2022-02-04,1327.55057006613,True,True,0.18115915198450483,26,0.0785062340123489,0.06973645252746835,0.039267272508690276,0.03476172356048955,0.1523562417242703,8000,student_t_residual_sd,0.03649765050306266,0.033088975140118486,0.016690306020818897,0.016883394168009214,0.06829812725955316,8000,0.0785062340123489,student_t_residual_sd
2022,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,3362.2,353.92,4194.28,2344.69,65.89,846.2,12290.1,863.68,8631.11,5374.97,2611.0,76.96,105.47,4676.21,2.82,12517.04,0.1317858615995196,682.9299999999998,17.5,-591.4700000000003,-766.77,-40.790000000000006,449.3400000000001,10323.16,11306.630000000001,0.03974128453836378,863.68,1012.43,620.8700000000008,0.08954303802282376,0.07638704017023638,0.05491202949066174,0.07484104459065168,769.35,0.06804414754882754,True,4,26,2022.0,2023-06-28,2023-06-30,2023-02-02,1229.20919949435,True,True,0.10871578883313153,26,0.05556573090431897,0.049238916390972526,0.028055287239930973,0.02422138401209008,0.10950753278212862,8000,student_t_residual_sd,0.028765651598890326,0.0256471516553978,0.014036361138819243,0.012844911294589687,0.05550034428565326,8000,0.05556573090431897,student_t_residual_sd
2023,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,3632.41,273.84,4334.12,2261.19,39.26,1058.11,12831.22,769.35,9639.25,6057.25,3287.4000000000005,166.21,289.62,4991.54,2.01,13486.68,0.0342822240690489,270.21000000000004,-80.08000000000004,139.84000000000015,-83.5,-26.630000000000003,100.31999999999994,12290.1,12560.66,0.007986841455783369,769.35,863.68,1008.1399999999994,0.06876071798774905,0.06125076230070713,0.08026170599315637,0.08424000012738184,1113.61,0.08865855775094621,True,4,26,2023.0,2024-06-28,2024-06-30,2024-02-02,1208.98794257412,True,True,0.09625194397222121,26,0.05124590454660139,0.045839183549041165,0.02407277241463461,0.023645827183432725,0.09634664601631701,8000,student_t_residual_sd,0.029356779835233014,0.026649676950369496,0.013342636806731685,0.013913881462057544,0.05460395530178669,8000,0.05124590454660139,student_t_residual_sd
2024,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,4039.39,340.3,3274.48,825.56,70.94,652.84,13421.79,1113.61,10460.84,6536.24,3218.79,77.29,302.04999999999995,5455.08,3.08,17284.77,0.0881340964720712,406.98,66.46000000000004,-1059.6399999999999,-1435.63,31.68,-3.790000000000248,12831.22,13126.505000000001,-0.0002887287971931788,1113.61,769.35,821.5900000000001,0.058610422195397784,0.08483674824334428,0.06259015632874097,0.04973448758828035,,,True,4,26,2024.0,2025-06-27,2025-06-30,2025-02-05,1277.22021119532,True,True,0.09730085892591515,26,0.04465594732189986,0.039952264357075974,0.021136708874226015,0.02103503420661086,0.08392862256318526,8000,student_t_residual_sd,0.028605636513775436,0.025725529685124857,0.013365019714931882,0.013692535642622896,0.053551375690856245,8000,0.04465594732189986,student_t_residual_sd
2016,ALIG.ST,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1119.32,218.65,473.35,74.61,30.36,245.36,3106.9,220.0,2011.64,1208.53,501.84,42.44,24.98,2088.27,0.0,5310.51,0.1526287309591193,-227.81000000000017,-252.32000000000002,9.430000000000007,-6.840000000000003,16.479999999999997,24.719999999999835,3516.02,3311.46,0.00746498523309955,220.0,229.28,64.73000000000002,0.06923834200020534,0.06643595272176019,0.019547269180361537,0.07409420618095947,324.78,0.09807758511351487,True,5,27,2016.0,2017-04-27,2017-06-30,2017-02-23,365.909293215685,True,True,0.11049787502059062,27,0.035904713669623875,0.030479782183174653,0.021647275055223066,0.012044624359835056,0.07695042851685119,8000,student_t_residual_sd,0.0205238335420648,0.017766937186555545,0.0116790125203553,0.007078498234615183,0.04253146337426045,8000,0.035904713669623875,student_t_residual_sd
2017,ALIG.ST,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2218.53,341.52,891.68,44.93,50.03,360.63,5580.6,324.78,3874.06,2573.67,896.78,38.25,50.45,3101.3,0.0,6936.68,0.1262083642343533,1099.2100000000003,122.86999999999998,418.3299999999999,-29.68,19.67,548.0000000000003,3106.9,4343.75,0.12615827338129504,324.78,220.0,1862.4199999999998,0.05064748201438849,0.0747694964028777,0.4287585611510791,0.08302273381294964,224.57,0.051699568345323736,True,5,27,2017.0,2018-06-10,2018-06-30,2018-02-23,335.316455332736,True,True,0.07719515518451475,27,0.05827623664847421,0.052939488302518274,0.027926754026846485,0.024292524313723363,0.11082011362205849,8000,student_t_residual_sd,0.03227297371285478,0.029600144778759628,0.014734541240594055,0.01367444167518218,0.06070085088212182,8000,0.05827623664847421,student_t_residual_sd
2018,ALIG.ST,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2513.62,347.02,1156.0,109.2,136.82,349.16,5886.68,224.57,4045.92,2740.57,873.36,63.87,43.92,3327.39,0.0,5813.55,0.135824174503139,295.0899999999997,5.5,264.32000000000005,64.27000000000001,86.78999999999999,176.32999999999964,5580.6,5733.64,0.03075358759880279,224.57,324.78,171.86000000000013,0.0566446445887778,0.03916709106257107,0.02997397813605321,0.06089674273236548,467.25,0.08149273410957088,True,5,27,2018.0,2019-04-29,2019-06-30,2019-02-22,517.011334975236,True,True,0.09017157250459323,27,0.049492729419281574,0.04421723571241755,0.025276459789348883,0.020071777638385906,0.09742139711301664,8000,student_t_residual_sd,0.02585938684244273,0.023409694048210937,0.01259935865224942,0.010624169526700237,0.05000187161053687,8000,0.049492729419281574,student_t_residual_sd
2019,ALIG.ST,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2456.02,294.05,1073.34,78.76,157.43,592.42,6016.89,467.25,4268.96,2831.49,895.12,85.61,53.510000000000005,3454.54,0.0,7089.14,0.1662884204554008,-57.59999999999991,-52.96999999999997,-82.66000000000008,-30.439999999999998,20.610000000000014,68.20000000000016,5886.68,5951.785,0.011458747249774675,467.25,224.57,223.03999999999996,0.03773153768155268,0.07850586000670387,0.03747447194413104,0.09953652559694276,516.96,0.08685797622057921,True,5,27,2019.0,2020-05-21,2020-06-30,2020-02-21,636.05900540293,True,True,0.10686861259318507,27,0.046792817485651596,0.04126741951031569,0.03026966788021356,0.018249020866259125,0.08977683351422465,8000,student_t_residual_sd,0.024057097521087256,0.02183704443062805,0.011596725513264364,0.009674305511068008,0.04662654662586154,8000,0.046792817485651596,student_t_residual_sd
2020,ALIG.ST,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2102.18,235.57,922.76,50.85,58.89,584.02,5867.78,516.96,3828.13,2610.6,937.71,103.68,42.37,3683.84,0.0,7408.27,0.0926017416608756,-353.84000000000015,-58.48000000000002,-150.57999999999993,-27.910000000000004,-98.54,-271.2300000000002,6016.89,5942.335,-0.04564367374104627,516.96,467.25,-440.8299999999999,0.07863070661617025,0.08699610506644274,-0.0741846429055245,0.09828123119952005,647.33,0.10893529227147242,True,5,27,2020.0,2021-04-15,2021-06-30,2021-02-11,449.354367610685,True,True,0.07561915772346814,27,0.06362832485967859,0.05751883925584328,0.0358785855113281,0.029092307158454584,0.11595391385711623,8000,student_t_residual_sd,0.03154344265148377,0.02941302734222262,0.012681139776361757,0.014899776116838384,0.05535805915125423,8000,0.06362832485967859,student_t_residual_sd
2021,ALIG.ST,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2127.73,339.54,1017.73,58.46,59.14,516.76,5749.9,647.33,3736.03,2461.72,841.75,101.42,16.73,3741.62,0.0,6036.3,0.1382422587007767,25.550000000000182,103.97000000000003,94.97000000000003,7.609999999999999,0.25,-165.52999999999986,5867.78,5808.84,-0.02849622299805122,647.33,516.96,-92.09999999999991,0.08899539322825212,0.11143877262930293,-0.015855144917057435,0.08896096294613037,476.02,0.08194751447793362,True,5,27,2021.0,2022-06-22,2022-06-30,2022-02-10,376.161911554922,True,True,0.06475680369142928,27,0.06998925093813418,0.06362781502447265,0.03273503178004905,0.03179886974373027,0.128383124226246,8000,student_t_residual_sd,0.0325076045142124,0.030219247334417026,0.013377541973325281,0.015384605124434287,0.05767941422086775,8000,0.06998925093813418,student_t_residual_sd
2022,ALIG.ST,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4048.38,817.96,3490.21,2006.78,146.84,874.44,13485.51,476.02,4287.05,2773.47,963.45,111.17,52.260000000000005,4119.92,0.0,3802.88,0.147828113167246,1920.65,478.42,2472.48,1948.32,87.7,1005.77,5749.9,9617.705,0.10457484399864625,476.02,647.33,551.02,0.06730607769733009,0.04949413607508236,0.05729225423320844,0.09091981922922361,1061.96,0.11041719412271431,True,5,27,2022.0,2023-06-15,2023-06-30,2023-02-17,1058.42896842622,True,True,0.11005005543694885,27,0.08747137455745195,0.08212817919706315,0.03245264293247518,0.04525911934256704,0.14899529183214236,8000,student_t_residual_sd,0.04534596868328093,0.043160580941503615,0.015793057780896146,0.02403158251805689,0.07479010226298505,8000,0.08747137455745195,student_t_residual_sd
2023,ALIG.ST,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2873.31,744.0,1833.32,28.19,73.49,939.31,13775.56,1061.96,7063.48,4256.8,1935.81,149.29,299.58,7002.05,0.0,8891.5,0.10290986211181,-1175.0700000000002,-73.96000000000004,-1656.89,-1978.59,-73.35000000000001,-1496.1599999999999,13485.51,13630.535,-0.10976531735548163,1061.96,476.02,2776.4299999999994,0.03492306061354158,0.0779103681550284,0.20369193138787284,0.0689121886998566,1168.53,0.08572884336528243,True,5,27,2023.0,2024-06-11,2024-06-30,2024-02-12,1070.66069342697,True,True,0.07854869184716301,27,0.08531712036514989,0.08113535890187856,0.030009488984280273,0.04518316847481086,0.14028574987998388,8000,student_t_residual_sd,0.04897683931370166,0.046789925325498666,0.016654540864477894,0.026285231414886923,0.07929375848035353,8000,0.08531712036514989,student_t_residual_sd
2024,ALIG.ST,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4517.45,1125.76,1994.51,0.0,118.23,1005.48,14719.25,1168.53,7219.67,4320.21,1906.86,168.82,265.44,7814.55,0.0,12983.91,0.1146553544349962,1644.1399999999999,381.76,161.19000000000005,-28.19,44.74000000000001,1117.7399999999998,13775.56,14247.404999999999,0.07845218129196158,1168.53,1061.96,156.1900000000005,0.07453708236692928,0.08201704099799227,0.010962698119411958,0.07057285168772841,,,True,5,27,2024.0,2025-05-07,2025-06-30,2025-02-13,1255.33688494036,True,True,0.0881098617566048,27,0.09016833097960196,0.08661572235352824,0.02690889375703216,0.05269461409205378,0.14000098678380474,8000,student_t_residual_sd,0.05777742208021416,0.05589009248586088,0.01679095464561495,0.034056663673245856,0.0886574546498456,8000,0.09016833097960196,student_t_residual_sd
2013,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,22447.74,6783.94,14732.01,2061.94,453.76,8105.79,42360.97,4924.93,51743.77,41844.54,5167.68,2757.23,193.38,24151.76,115.87,,0.3006226813248758,4149.920000000002,1344.9899999999998,4441.57,1670.3000000000002,153.90999999999997,187.57000000000244,36550.58,39455.775,0.004753930191461261,4924.93,4003.51,3674.3199999999997,0.1014682894962778,0.12482152485916194,0.09312502415679326,0.20543988807722063,4494.09,0.1139019573180352,True,1,28,2013.0,2014-06-12,2014-06-30,2014-01-31,5084.681413366,True,True,0.1288703976380137,28,0.018506317762444206,0.0161385405743485,0.010106665774150009,0.007687189742869411,0.036876806575427926,8000,student_t_residual_sd,0.013030538347284482,0.011357762749117498,0.007104159495432509,0.005261729304563275,0.025993367862175373,8000,0.018506317762444206,student_t_residual_sd
2014,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,30905.69,11424.69,15979.62,598.51,516.32,10387.57,55613.35,4494.09,58268.1,46994.71,5993.6,3234.21,399.78,25607.29,112.08,,0.3154906204934257,8457.949999999997,4640.750000000001,1247.6100000000006,-1463.43,62.56000000000006,1168.7199999999953,42360.97,48987.16,0.023857680257438788,4494.09,4924.93,6524.330000000002,0.1005351198150699,0.09174016211595037,0.13318449160963813,0.21204678940359065,6051.2,0.12352624646948301,True,1,28,2014.0,2015-06-30,2015-06-30,2015-01-29,6312.7295,True,True,0.12886498217083822,28,0.015541282951611758,0.01360402583157854,0.00791615238722282,0.00692815567483571,0.030729289674889682,8000,student_t_residual_sd,0.011666734578668616,0.010249250447854304,0.005914003246712188,0.005231403703193248,0.02293153318009248,8000,0.015541282951611758,student_t_residual_sd
2015,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,35697.76,11787.87,19680.93,350.06,628.51,12703.68,66523.91,6051.2,73933.52,59222.77,7541.23,4035.48,524.89,30546.81,110.5,,0.3483707474661021,4792.070000000003,363.1800000000003,3701.3099999999995,-248.45,112.18999999999994,591.3200000000038,55613.35,61068.630000000005,0.009682876462105073,6051.2,4494.09,15665.420000000006,0.07359081086312236,0.09908851729603234,0.2565215561573922,0.20802300624723363,7291.26,0.11939452383326758,True,1,28,2015.0,2016-06-21,2016-06-30,2016-01-29,7697.278577703,True,True,0.12604308591338956,28,0.014780992077247276,0.013140940461767307,0.007416944496770956,0.006599059401875577,0.028270314445198202,8000,student_t_residual_sd,0.009820058357350107,0.008778665101214216,0.004790683966497197,0.0044506443117558,0.01853572377613607,8000,0.014780992077247276,student_t_residual_sd
2016,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,35764.95,10595.01,22435.47,1898.41,704.78,14321.01,71120.51,7291.26,66511.37,52930.51,6311.43,2893.33,522.24,31759.98,2152.34,,0.2842778081829846,67.18999999999505,-1192.8600000000006,2754.540000000001,1548.3500000000001,76.26999999999998,130.12999999999488,66523.91,68822.20999999999,0.0018908140264602793,7291.26,6051.2,-7422.150000000009,0.08792510441033499,0.10594341565026756,-0.10784527262347444,0.2080870405062552,7735.91,0.11240426600656969,True,1,28,2016.0,2017-06-21,2017-06-30,2017-02-02,8146.532,True,True,0.11837068295249456,28,0.014360542044935998,0.01245788403945721,0.008194041389840229,0.005580594703709274,0.02945553982406241,8000,student_t_residual_sd,0.00822293713494187,0.007245036093768283,0.004451723751854257,0.003209378630837085,0.01655683197216686,8000,0.014360542044935998,student_t_residual_sd
2017,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,34507.97,7874.62,21786.3,161.68,838.76,16193.23,70169.03,7735.91,67256.75,53465.34,6424.14,2943.43,505.04,33116.07,1102.2,,0.2865621201773206,-1256.979999999996,-2720.3900000000003,-649.1700000000019,-1736.73,133.98000000000002,509.8300000000063,71120.51,70644.76999999999,0.007216811662066511,7735.91,7291.26,745.3800000000047,0.10321018810026561,0.10950435538257115,0.01055109953645549,0.22922050705239755,6385.47,0.09038843215145298,True,1,28,2017.0,2018-06-12,2018-06-30,2018-01-30,5912.4312,True,True,0.0836924120497526,28,0.017962745466016262,0.015601983645080609,0.009890525857972014,0.007304564658455573,0.03606248275506057,8000,student_t_residual_sd,0.009872351714052662,0.00874978197705119,0.00505646134311161,0.004278983275377484,0.019022112293573257,8000,0.017962745466016262,student_t_residual_sd
2018,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,28381.58,5319.71,24754.19,5362.04,560.65,14600.27,58065.89,6385.47,70645.52,56806.54,6536.07,3229.37,538.09,16272.72,113.17,,0.6099265892789468,-6126.389999999999,-2554.91,2967.8899999999994,5200.36,-278.11,-1617.1199999999994,70169.03,64117.46,-0.02522121119582715,6385.47,7735.91,3388.770000000004,0.12065215933382265,0.09959018963009453,0.05285253034040968,0.22771129735956477,5636.93,0.08791567850629142,True,1,28,2018.0,2019-05-02,2019-06-30,2019-01-29,7064.8008,True,True,0.11018528806350096,28,0.026201724712726665,0.02236117065221009,0.016226583846303645,0.008702534157610936,0.0579370556169963,8000,student_t_residual_sd,0.0137240528046757,0.011844575748699715,0.008273001264300512,0.004576700091748904,0.029580839677224243,8000,0.026201724712726665,student_t_residual_sd
2019,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,26353.63,3903.75,21157.7,3231.33,340.6,17315.39,59440.3,5636.93,75202.44,61363.94,7077.17,3403.1,611.47,18515.4,115.87,,0.5127379937062798,-2027.9500000000007,-1415.96,-3596.489999999998,-2130.71,-220.04999999999995,633.7399999999973,58065.89,58753.095,0.010786495588019614,5636.93,6385.47,4556.919999999998,0.10868312554427983,0.09594269033827069,0.07756050979101609,0.2947145167416287,7988.87,0.13597360275233158,True,1,28,2019.0,2020-06-18,2020-06-30,2020-01-28,5752.85075,True,True,0.09791570554708649,28,0.031077468359670325,0.026343924634767632,0.027279740387263766,0.012386060594613033,0.06278598912789496,8000,student_t_residual_sd,0.01576114846262842,0.01380563612803719,0.00808719927822711,0.006690376166561412,0.03135852471032107,8000,0.031077468359670325,student_t_residual_sd
2020,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,36619.06,10106.48,26993.79,2588.81,834.63,17240.72,69968.21,7988.87,70086.33,58446.05,7196.47,3338.03,686.99,20663.3,121.81,,0.3413429132682001,10265.429999999997,6202.73,5836.09,-642.52,494.03,-1921.8800000000037,59440.3,64704.255000000005,-0.029702528836782118,7988.87,5636.93,-5116.110000000001,0.08711838193639661,0.1234674597520673,-0.07906914313440438,0.26645419223202554,6471.79,0.1000210882576424,True,1,28,2020.0,2021-06-30,2021-06-30,2021-01-26,7521.227584,True,True,0.11624007700884585,28,0.03692687624770625,0.03230466121703657,0.021058243382203252,0.01628085587252807,0.07210799554835035,8000,student_t_residual_sd,0.018292735758740478,0.016476403170282677,0.008475626244917867,0.00853043930388187,0.034299229790332106,8000,0.03692687624770625,student_t_residual_sd
